gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,8.504668837179498,0.04999622355123989,-2.735275820411926,-2.735275820411926,-0.8846640338056625,true,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89563204792435,103.02340315422703,10.801207071022777,3.401966161829262,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,9.245499508358021,0.04999622355123989,-2.9870067182034696,-2.9870067182034696,-1.0333183196881857,true,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89563083117427,103.02340193747695,10.801207198589614,3.4019647927288066,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,9.986330179536544,0.04999622355123989,-2.680846453700237,-2.680846453700237,-0.9147460314377586,true,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89562922797072,103.02340033427339,10.801207366673115,3.4019629887867,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,10.727160850715068,0.04999622355123989,-2.101625701112522,-2.101625701112522,-0.6261542681012198,true,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89562694527874,103.02339805158141,10.801207605995735,3.4019604202768283,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,11.46799152189359,0.04999622355123989,-1.2593419562739245,-1.2593419562739245,-0.26477696612288937,true,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89562356069062,103.0233946669933,10.80120796084367,3.4019566119014133,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,12.208822193072113,0.04999622355123989,-0.3169829697752394,-0.3169829697752394,-0.020397314428648665,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89561846502818,103.02338957133085,10.801208495084582,3.401950878206539,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,12.949652864250636,0.04999622355123989,0.5678670347812492,0.5678670347812492,0.015283064424167027,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89561078862693,103.0233818949296,10.80120929989616,3.401942240636213,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,13.69048353542916,0.04999622355123989,1.353171860748819,1.0009114008899194,0.03672389295440894,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89559933544606,103.02337044174874,10.801210500674227,3.4019293533923634,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,14.431314206607682,0.04999622355123989,2.0585533213301046,1.0009114069024148,0.05742250002586094,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89558248393996,103.02335359024264,10.80121226742573,3.4019103918941473,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,15.172144877786206,0.04999622355123989,2.6927234821390846,1.0009114136004214,0.07735100545737236,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89555805915313,103.0233291654558,10.801214828178805,3.401882908857945,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,15.912975548964729,0.04999622355123989,3.262057881441003,1.0009114200457623,0.09645812341027779,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89552320054078,103.02329430684345,10.801218482841211,3.4018436855676404,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,16.653806220143252,0.04999622355123989,3.774256980270493,1.0009114264300616,0.11476727514685524,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.8954742103657,103.02324531666838,10.801223619095488,3.4017885612890097,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,17.394636891321774,0.04999622355123989,4.233730903855793,1.0009114344590455,0.13223577966367972,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89540628952014,103.02317739582281,10.801230740097385,3.401712136013746,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,18.1354675625003,0.04999622355123989,4.569294894592774,1.0009114448523815,0.1464210123456051,false,0.0,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89531332032239,103.02308442662506,10.801240487250288,3.401607526059758,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,18.554152203163245,0.04999622355123989,4.817012048230076,1.0009114214860104,0.161253531074455,false,0.004725148143199576,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89562093401499,103.02339204031766,10.801208236230348,3.4019536563373753,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.077774882751433,18.87629823367882,0.04999622355123989,4.832113186969563,1.0009114230774099,0.35671969801394904,false,0.1980127664525444,0.04999622355123989,0.00451320089823148,0.00451320089823148,11.127771106302673,91.89561972139168,103.02339082769436,10.801208363364553,3.401952291880428,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.272691742858497,8.65827421408018,0.23722708699314943,-2.803497010691708,-2.803497010691708,-0.9437231470330963,true,0.0,0.23722708699314943,0.02141468747144538,0.02141468747144538,11.315001969744582,91.69797879751225,103.01298076725683,10.98405451960391,3.397396216019466,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.272691742858497,9.412477799207696,0.23722708699314943,-3.030034374330145,-3.030034374330145,-1.0802485061838731,true,0.0,0.23722708699314943,0.02141468747144538,0.02141468747144538,11.315001969744582,91.6979774987904,103.01297946853498,10.984054658083856,3.397394751598326,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,1.0,1.0,11.272691742858497,10.166681384335215,0.23722708699314943,-2.7043327134117408,-2.7043327134117408,-0.9462577528339237,true,0.0,0.23722708699314943,0.02141468747144538,0.02141468747144538,11.315001969744582,91.69797574294643,103.01297771269101,10.984054845305764,3.397392771732499,100.0,0.08,0.6,0.27,1.0
