gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,4.488448844884489,72.75938645907303,138.4392769886054,-2.9636902762102597,-2.9636902762102597,-8.059990654754001,true,0.0,138.4392769886054,4.40620808062473,4.40620808062473,169.8584189027968,0.396958586300872,170.2553774890977,99.76684519916189,-100.56823299544355,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,4.488448844884489,72.75938645907304,138.43927698860537,-2.9636902762102597,-2.9636902762102597,-8.059990654754001,true,0.0,138.43927698860537,4.40620808062473,4.40620808062473,169.8584189027968,0.39695858630087155,170.2553774890977,99.76684519916189,-100.56823299544355,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,4.791013311857502,73.78149617081472,148.16503687671616,-2.940155007085813,-2.940155007085813,-8.037472765749037,true,0.0,148.16503687671616,4.417945111349428,4.417945111349428,181.70213005971868,-1.5017249207888177,180.20040513892985,100.83336378718519,-98.16195132282212,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,5.0935777788305145,89.8723934375129,155.79957422799453,-4.516925715989675,-4.516925715989675,-23.392644872808958,true,0.0,155.79957422799453,4.3696362358642284,4.3696362358642284,191.45461867980814,-21.837003076475188,169.61761560333295,112.8742542446435,-76.1225803664124,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,5.396142245803528,89.95581480897096,161.96608110408772,-4.370929137509425,-4.370929137509425,-22.640832130579756,true,0.0,161.96608110408772,4.287880217444641,4.287880217444641,199.7390768247124,-20.92336652812702,178.8157102965854,111.70107844183453,-79.02189673872856,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,5.6987067127765405,90.0392791875237,166.89794046667913,-4.227919987129648,-4.227919987129648,-21.842028774218626,true,0.0,166.89794046667913,4.183855061422289,4.183855061422289,206.7888874561149,-19.984152272434127,186.80473518368078,110.69788314133694,-81.28629977473392,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,6.001271179749554,90.12267951425981,170.68524776973203,-4.088355729465537,-4.088355729465537,-20.96675618770385,true,0.0,170.68524776973203,4.06307365454947,4.06307365454947,212.69414602797892,-19.019050168924192,193.67509585905472,109.82008042106,-83.12330246133435,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,6.3038356467225665,90.20613810742157,173.58382220785572,-3.9519311983386887,-3.9519311983386887,-20.027790098043745,true,0.0,173.58382220785572,3.9337460994448867,3.9337460994448867,217.7106717349137,-18.03998531456818,199.6706864203455,109.03486918284567,-84.67429923839487,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,6.60640011369558,90.28945390590239,175.7888407723513,-3.8178460272620045,-3.8178460272620045,-19.0287363219977,true,0.0,175.7888407723513,3.8012671207798587,3.8012671207798587,222.03364156822036,-17.052485009618223,204.98115655860215,108.31905005118998,-86.02640649702697,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,6.908964580668592,90.37295956493821,177.44723020598462,-3.6843057254303804,-3.6843057254303804,-17.968989083763994,true,0.0,177.44723020598462,3.669088764193308,3.669088764193308,225.80998227066476,-16.057125045498456,209.7528572251663,107.65525926937023,-87.23700237795637,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,7.211529047641606,90.45632883051617,178.68451611466898,-3.5570070031835126,-3.5570070031835126,-16.915435266304602,true,0.0,178.68451611466898,3.5396597970163657,3.5396597970163657,229.16521944816023,-15.102128547216216,214.06309090094402,107.05498948167791,-88.30789851034366,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,7.514093514614618,90.53975477111528,179.5907123137966,-3.4327140208770817,-3.4327140208770817,-15.849504624393687,true,0.0,179.5907123137966,3.4143594293747506,3.4143594293747506,232.18936691609892,-14.173661938653572,218.01570497744535,106.50121143342398,-89.27775942247334,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,7.816657981587632,90.62317439305758,180.22715447589852,-3.3130306008982973,-3.3130306008982973,-14.796036634688209,true,0.0,180.22715447589852,3.293829206081037,3.293829206081037,234.94376034701193,-13.28570642101694,221.65805392599498,105.99378465420104,-90.15463450340175,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,8.119222448560645,90.70656532233706,180.65757228626984,-3.198171520367209,-3.198171520367209,-13.756252249889284,true,0.0,180.65757228626984,3.178657165243635,3.178657165243635,237.49212942619434,-12.4378710259283,225.05425840026604,105.5266099447926,-90.95375780574774,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,8.421786915533657,90.7899321343182,180.92392701827566,-3.0880629656038963,-3.0880629656038963,-12.74321239172106,true,0.0,180.92392701827566,3.0689775872448934,3.0689775872448934,239.87643542701124,-11.63249746751951,228.24393795949175,105.09651978997314,-91.6837332664304,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,8.72435138250667,90.87343281693843,181.06014057366525,-2.983791220772133,-2.983791220772133,-11.748364748418153,true,0.0,181.06014057366525,2.9647744839267065,2.9647744839267065,242.13060025121194,-10.866018941987816,231.26458130922413,104.69852273983055,-92.35490533158769,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,9.026915849479684,90.95676595039966,181.07864084005308,-2.8858117197599498,-2.8858117197599498,-10.796438032128888,true,0.0,181.07864084005308,2.865693853162018,2.865693853162018,244.26705178641086,-10.144571115141424,234.12248067126944,104.33301880539416,-92.96819960654594,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,9.329480316452697,91.04024376605348,181.01753371084294,-2.794433114845929,-2.794433114845929,-9.904609761827183,true,0.0,181.01753371084294,2.7718208084295584,2.7718208084295584,246.32389592601183,-9.469241316944263,236.85465460906755,103.99791227771031,-93.52857490772911,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,9.632044783425709,91.12358292798119,180.88139233863558,-2.708640147639703,-2.708640147639703,-9.086744286235229,true,0.0,180.88139233863558,2.682732429772727,2.682732429772727,248.30570582261555,-8.833935711023907,239.47177011159164,103.68892571634116,-94.04342829426271,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,9.934609250398722,91.20707620440521,180.69744934054168,-2.6269501600997556,-2.6269501600997556,-8.35072944663719,true,0.0,180.69744934054168,2.5983831556663453,2.5983831556663453,250.23971409333274,-8.229551976210516,242.0101621171222,103.40049851800346,-94.52238575807053,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,7.0,10.0,10.237173717371736,92.0948813660756,178.20112306406713,-2.601445373227755,-2.601445373227755,-8.27686601183028,true,0.0,178.20112306406713,2.486751128552947,2.486751128552947,249.8613390856693,-8.03434878219096,241.82699030347834,103.32235404001362,-94.63881156326912,100.0,0.08,0.6,0.27,1.0,false
