gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.001475147514752,5.6790209813867305,0.036402334146422355,-6.262351748276274e-16,0.014394471974267634,0.0038615567348550513,false,-7.85308557681609e-8,0.036402334146422355,0.007278319510297035,0.007278319510297035,5.037877481661174,96.3061034505875,101.34398093224867,4.971067285218584,1.4152810579703745,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.094381806601713,5.78893961534698,0.03256296020271243,-3.885780586188048e-16,0.010392650647917539,0.003393027564002524,false,3.3206483321214854e-7,0.03256296020271243,0.006391935555461256,0.006391935555461256,5.126944766804425,96.21034321149408,101.3372879782985,5.059287522972163,1.4095550891783715,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.187288465688674,5.89907484496118,0.028723586259130407,-6.643990912991171e-16,0.013804215581055379,0.003934434858359029,false,-7.90080898596073e-8,0.028723586259130407,0.005537302667689026,0.005537302667689026,5.216012051947804,96.11455823689582,101.33057028884362,5.147520671283621,1.4037922624366317,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.280195124775635,6.00911296997634,0.024884212315448018,4.49293380277993e-16,0.01351033047909364,0.003911222812210638,false,1.2137136725947397e-7,0.024884212315448018,0.004712744837532002,0.004712744837532002,5.305079337091083,96.0187483623997,101.32382769949079,5.235766805834699,1.3979923001396166,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.373101783862597,6.119157701698355,0.021044838371816255,-3.191891195797325e-16,0.013219794856547225,0.003887066521200859,false,-1.2037256530166755e-7,0.021044838371816255,0.003916701975574267,0.003916701975574267,5.394146622234413,95.9229134237631,101.31706004599752,5.3240260029115465,1.3921549237957187,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.466008442949558,6.229210073972173,0.017205464428230677,-3.4867941867133823e-16,0.01293007894908115,0.0038613973399746456,false,-1.2105122976960704e-7,0.017205464428230677,0.0031477200607736883,0.0031477200607736883,5.483213907377789,95.82705325783856,101.31026716521635,5.412298339353688,1.3862798550220878,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.5589151020365195,6.339208488435556,0.01336609048462023,-6.938893903907228e-17,0.010955554477616264,0.0036269317150370503,false,5.612233301783503e-7,0.01336609048462023,0.0024044422768254793,0.0024044422768254793,5.57228119252114,95.73116770234843,101.30344889486958,5.500583892562164,1.3803668153067106,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.651821761123481,6.449330392309797,0.009526716540839253,2.949029909160572e-17,0.012353482095440025,0.003841384632235761,false,-9.399096485794338e-8,0.009526716540839253,0.0016856010227303262,0.0016856010227303262,5.66134847766432,95.63525659553973,101.29660507320405,5.588882740515372,1.3744155256417478,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.744728420210442,6.559400445329247,0.005687342597334499,7.303185833862358e-16,0.01206374200468041,0.003836688560760409,false,-1.660297777496943e-7,0.005687342597334499,0.0009900106987348516,0.0009900106987348516,5.750415762807776,95.53931977697809,101.28973553978587,5.677194961723496,1.3684257073644623,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.3,0.3,0.15,1.0,1.0,0.5,5.837635079297403,6.669474379808214,0.0018479686536538864,-7.979727989493313e-17,0.011782207601912873,0.0038343078566869127,false,-8.620658913571215e-8,0.0018479686536538864,0.0003165611807780731,0.0003165611807780731,5.839483047951057,95.44335708672986,101.28284013468092,5.765520635268522,1.3623970812885577,100.0,0.08,0.6,0.27,1.0,false
