gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,0.25,2.6316331133113313,7.367493923035364,-2.116707400290352e-5,3.9968028886505635e-15,3.9968028886505635e-15,2.116707400290352e-5,-2.6811075216420032e-6,2.6811075216420032e-6,7.8948781728599915,85.59052079607477,93.48539896893476,8.445038754643882,-7.073006258318227,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,0.5,5.263136263626363,14.734637335865752,-9.288917125438445e-5,7.993605777301127e-15,7.993605777301127e-15,9.288917125438445e-5,-5.883005024738027e-6,5.883005024738027e-6,15.789315901707834,78.43913583947864,94.22845174118648,16.75642081552578,-6.853700715786692,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,1.0,10.437793729372938,29.23064735115701,0.00022092511240145996,1.7763568394002505e-14,1.7763568394002505e-14,0.00022092511240145996,7.055294063398213e-6,7.055294063398213e-6,31.313602113231216,63.33612989600082,94.64973200923204,33.08366695658147,-7.789414142211992,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,1.5,14.776887638763876,41.47314242952811,0.00033169955084844105,2.1316282072803006e-14,2.1316282072803006e-14,0.00033169955084844105,7.482395457852281e-6,7.482395457852281e-6,44.33099461584248,49.71501704318948,94.04601165903196,47.137559407161774,-10.695338096811858,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,2.0,17.75054500450045,50.03305510810856,0.0005683665674567351,3.552713678800501e-14,3.552713678800501e-14,0.0005683665674567351,1.0673222846822116e-5,1.0673222846822116e-5,53.2522033800688,40.209232750538575,93.46143613060738,56.97772855282438,-13.986892093658309,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,2.5,19.783188268826883,56.05505272654766,0.0005016959134138688,4.618527782440651e-14,4.618527782440651e-14,0.0005016959134138688,8.453236599960481e-6,8.453236599960481e-6,59.350066502394064,33.76072423422123,93.11079073661529,63.74134086163977,-16.94765199010828,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,3.0,21.26197614761476,60.58330235333358,0.001036127862668934,5.3290705182007514e-14,5.3290705182007514e-14,0.001036127862668934,1.624383132711413e-5,1.624383132711413e-5,63.78696457070695,29.112731762840127,92.89969633354707,68.66218845504751,-19.607038134973422,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,3.5,22.394689418941894,64.17818875326566,0.000630685701437983,7.460698725481052e-14,7.460698725481052e-14,0.000630685701437983,9.387429457636445e-6,9.387429457636445e-6,67.18469894252712,25.566425795757723,92.75112473828484,72.43545469890708,-22.089924602609745,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,4.0,23.292859235923597,67.14051144969015,-0.000690742570370162,6.750155989720952e-14,6.750155989720952e-14,0.000690742570370162,-9.884897389566481e-6,9.884897389566481e-6,69.87788696520042,22.74670664745027,92.62459361265068,75.4420443207823,-24.485023274524686,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.015000000000000001,NaN,NaN,0.3,1.0,3.0,4.5,24.022132163216323,69.6473192294834,-0.003094627126188243,7.460698725481052e-14,7.460698725481052e-14,0.003094627126188243,-4.2941332950270796e-5,4.2941332950270796e-5,72.06330186252278,20.435363433200088,92.49866529572287,77.90739642797308,-26.851185731981886,100.0,0.08,0.6,0.27,1.0
