gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,0.5,5.952389841180141,6.7134434841802655,6.353919852754726,6.160546852430979,-3.631280591775976e-7,-6.100542284132428e-8,1.1311821042652377e-13,0.000924682440188908,5.952389478052082,95.36442136100759,101.31681083905967,5.875026492402498,1.4001534241556923,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,1.0,11.904754779976304,13.426358417285995,12.70781112812472,12.321067530770515,2.9106384680233077e-7,2.4449377763908053e-8,9.568622849196835e-14,0.0006907450199337168,11.904755071040151,90.5563165607195,102.46107163175965,11.618807886204129,2.7936486625858903,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,1.5,17.857143086211288,20.139383321489525,19.06172921941282,18.481612769870214,-9.357915331520417e-9,-5.240432518428044e-10,3.546971934400167e-14,0.0009277504892083481,17.857143076853372,85.54456410017319,103.40170717702657,17.269679161371535,4.141208748326375,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,2.0,23.809345129154863,26.8520050598258,25.415433559369134,24.641962233640676,-1.0875920608555134e-7,-4.567920935900679e-9,-3.9968234847351006e-16,0.003917557003862319,23.809345020395657,80.31306657862473,104.12241159902038,22.86668610028589,5.410652527037496,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,2.5,29.53038512308315,33.29350959653604,31.503861819098756,30.559344734285638,-3.548542295561674e-7,-1.20165798067695e-8,-1.6255138482794233e-16,0.0018241369728575888,29.53038476822892,75.08295910418296,104.61334387241189,28.22812432441186,6.5465716780754635,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,3.0,35.016737872267626,39.458870546933525,37.32296856766319,36.2300550524396,-2.973812769369033e-7,-8.492546565064869e-9,9.513899416235845e-16,0.002549161669966889,35.01673757488635,69.89261259490455,104.9093501697909,33.37809024478122,7.554791782650816,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,3.5,41.63814693484048,46.958388588670424,44.44463899800357,43.09378639898111,-4.713822931989853e-7,-1.1320923909910095e-8,4.706875596194448e-17,0.0022229283679742334,41.638146463458185,63.17693273510913,104.81507919856732,39.72533988604506,8.250387722097408,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,4.0,47.617276425105274,53.70297942051894,50.829244637313785,49.28243843286734,-4.24684600375258e-7,-8.918708339886307e-9,-8.218185282008719e-16,0.002545939781855924,47.617276000420674,56.882768467794385,104.50004446821507,45.56675190210473,8.590703431633685,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,4.5,53.56733681719308,60.41331458038046,57.18049126958559,55.440536876599175,9.354918404369528e-7,1.7463848233289346e-8,1.1833892324773018e-16,0.00269876595707667,53.56733775268492,50.12642307264893,103.69376082533385,51.65917151265832,7.955091624209953,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,5.0,59.15812502302862,66.70142528795517,63.11944566915974,61.22101592994657,0.0013919718412864768,2.3529681522945847e-5,-1.186550857568136e-15,0.003421903523020282,59.159516994869904,43.131171891757475,102.29068888662738,57.8347038609141,5.608868255401478,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,5.5,62.926231198031864,70.844581267518,66.96673343617678,65.08573277379115,1.1238585742034957e-6,1.7859937784398033e-8,4.548413276584203e-16,0.02237739181455929,62.92623232189044,38.18179412126048,101.10802644315092,62.23663396028345,2.988707413746794,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,6.0,65.61742226275253,73.72580606951499,69.57817898597169,67.81853892985664,3.571910681898771e-6,5.443540082381981e-8,-5.35413554227745e-16,-0.0007869101050998783,65.61742583466321,34.578705941965445,100.19613177662865,65.48898113247209,0.5704394781074429,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,6.5,67.65694572408323,75.83949529866305,71.44178626311582,69.86639831703252,-7.111483355970449e-6,-1.0511091329739172e-7,-1.5021304492210846e-16,0.008508065592710324,67.65693861259987,31.861354143930562,99.51829275653043,67.98442450989513,-1.4893681142293613,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,7.0,69.2544400029485,77.4358579271978,72.79813134315732,71.44965510817686,-5.463980414788239e-6,-7.889718571914826e-8,-2.7279178150816786e-16,0.006883694303388861,69.25443453896808,29.79018612153661,99.04462066050469,69.92245926848622,-3.1073728037501525,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,7.5,70.55865850982478,78.6883604692027,73.8179201089158,72.72465920826751,7.431585217432257e-6,1.0532492219076788e-7,-1.0423135699008007e-15,-0.0034485190286795133,70.55866594141,28.166659935139585,98.72532587654959,71.46967134820056,-4.329539282811501,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,8.0,71.66021152225197,79.70411529475193,74.60513476402907,73.78664815329104,9.096491410787166e-6,1.2693922076915052e-7,-7.779239848832443e-16,0.006415470354489408,71.66022061874338,26.861359097189656,98.52157971593303,72.73555785987301,-5.21676708974228,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,9.0,71.25029136777384,84.01921074446881,73.18091725772206,73.16415862766884,-3.407922839926414e-5,-4.783030040306334e-7,0.00010276085624507622,0.009436338313141515,71.25025728854544,17.18241376258815,88.4326710511336,80.5700613151751,-40.23454771390952,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,10.0,67.69239476041547,78.8513982363769,68.14415669937299,69.2329327328847,5.510005193798406e-5,8.139769930285427e-7,0.019661156563899298,0.007683855217024533,67.6924498604674,27.099130323702628,94.79158018417003,71.41188038953263,-16.121370371121923,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.35,0.15,1.0,1.0,11.0,75.93207633321457,88.09611987342691,76.6460168148402,77.70176019841179,-4.640592152327372e-5,-6.111504355501816e-7,-0.012362345662106472,-0.02597750276333049,75.93202992729304,11.085058089919563,87.01708801721261,87.261056026459,-53.942696220608966,true,100.0,0.08,0.6,0.27,1.0
