gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,9.857160716071606,91.21193104058273,47.27537898606283,-1.8463625254465805,-1.8463625254465805,-4.938287176388998,true,0.0,47.27537898606283,0.6851491787514532,0.6851491787514532,116.27550399856408,-4.506978123057168,111.76852587550691,104.03242154958477,-72.30821163231073,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,10.142141845763522,91.21193104058273,45.22909676575689,-1.9112134994972132,-1.9112134994972132,-5.228403647694589,true,0.0,45.22909676575689,0.6370744598355447,0.6370744598355447,116.22408968610155,-4.8526860340801266,111.37140365202143,104.35721008710843,-70.08962519334933,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,10.42712297545544,91.21193104058273,43.60271396827139,-1.967181191389665,-1.967181191389665,-5.488764815810716,true,0.0,43.60271396827139,0.5973804234386535,0.5973804234386535,116.59257479645947,-5.161476328342939,111.43109846811653,104.63198909397791,-68.89285483622291,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,10.712104105147356,91.21193104058273,42.558938617621166,-2.011606725590871,-2.011606725590871,-5.711970427796879,true,0.0,42.558938617621166,0.5675680813281497,0.5675680813281497,117.54366735365265,-5.428646055914041,112.11502129773861,104.84203275625079,-69.05637831314797,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,10.941855339606025,91.22047111708001,42.16265597331239,-2.038072923056147,-2.038072923056147,-5.8593074019338935,true,0.0,42.16265597331239,0.5505226269738221,0.5505226269738221,118.75564335055456,-5.610688666293305,113.14495468426126,104.95885007153021,-70.08533079123937,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,10.997085234839272,91.21193104058273,42.19556279019413,-2.0429055896773414,-2.0429055896773414,-5.8876084742282195,true,0.0,42.19556279019413,0.5481395672336449,0.5481395672336449,119.17515943406903,-5.6429024889980255,113.532256945071,104.9703076824485,-70.57180928064606,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,11.282066364531188,91.21193104058273,42.5561604996207,-2.0586192220911634,-2.0586192220911634,-5.995921921592426,true,0.0,42.5561604996207,0.5388597534808455,0.5388597534808455,121.53062505133902,-5.781281983753175,115.74934306758584,104.99465641060053,-73.14856410360632,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,11.567047494223106,91.21193104058273,43.68290260514367,-2.0636770969677065,-2.0636770969677065,-6.054515748889765,true,0.0,43.68290260514367,0.5394993546100937,0.5394993546100937,124.65223506470541,-5.863148214849634,118.78908684985578,104.93576335194865,-76.21656535620212,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,11.852028623915022,89.58594997471712,54.86580262343641,-2.055058858360744,-2.055058858360744,-5.916386144993412,true,0.0,54.86580262343641,0.6613190072400432,0.6613190072400432,137.83000299084156,-5.177675566962375,132.6523274238792,103.90319240341523,-86.3133091260504,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.2,0.15,1.0,7.0,6.0,12.137009753606938,89.66599487922124,58.085823160831865,-2.0187482734395963,-2.0187482734395963,-5.743334623568228,true,0.0,58.085823160831865,0.68369185703222,0.68369185703222,143.04489143608043,-5.026842374671933,138.0180490614085,103.64216304233899,-88.32186072036782,100.0,0.08,0.6,0.27,1.0,false
