gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,0.25,2.9411040604060408,12.54235013725158,6.695801343070684e-5,3.1086244689504383e-15,3.1086244689504383e-15,6.695801343070684e-5,4.553257012025804e-6,4.553257012025804e-6,14.705587260043634,83.5848773934705,98.29046465351414,14.961356945338105,-2.004275885804918,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,0.5,5.881698119811981,25.082642836603217,-8.48929808157095e-5,3.552713678800501e-15,3.552713678800501e-15,8.48929808157095e-5,-2.8866826921890126e-6,2.8866826921890126e-6,29.408405706079087,72.01796819574709,101.42637390182617,28.994831003762812,2.0206002089812714,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,1.0,11.388788828882888,48.654050431894426,-0.00026029535374760826,1.0658141036401503e-14,1.0658141036401503e-14,0.00026029535374760826,-4.571080518895534e-6,4.571080518895534e-6,56.94368384906069,48.43599763199823,105.37968148105892,54.03668245030312,12.494523363772615,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,1.5,14.69027897789779,63.32765942779268,-0.0017407985615562893,1.4210854715202004e-14,1.4210854715202004e-14,0.0017407985615562893,-2.3700006843646767e-5,2.3700006843646767e-5,73.4496540909274,32.446676638324355,105.89633072925176,69.35996137459972,22.208112653014055,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,2.0,16.33020297029703,71.29820473714648,0.0005926060205183603,3.197442310920451e-14,3.197442310920451e-14,0.0005926060205183603,7.257791242353205e-6,7.257791242353205e-6,81.65160745750566,23.90645469931836,105.55806215682402,77.35231756736746,30.291820626530154,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,2.5,17.257595709570957,76.39426783022755,-0.003374903306678334,2.842170943040401e-14,2.842170943040401e-14,0.003374903306678334,-3.91120914346908e-5,3.91120914346908e-5,86.2846036445481,18.670382546984843,104.95498619153294,82.21105711651168,36.127181913801024,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,3.0,17.81829177917792,80.0110090674591,0.0070329265128918905,2.1316282072803006e-14,2.1316282072803006e-14,0.0070329265128918905,7.894052471528636e-5,7.894052471528636e-5,89.09849182240248,15.10275535731503,104.20124717971751,85.50616641731065,38.53821976991243,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,3.5,18.163866336633664,82.75991053162234,0.01165792104046659,2.4868995751603507e-14,2.4868995751603507e-14,0.01165792104046659,0.00012836387170449935,0.00012836387170449935,90.83098960420878,12.48293839511544,103.31392799932422,87.91746801535115,36.142700861647924,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,4.0,18.37108705870587,84.95066715986613,-0.01684432048332951,4.263256414560601e-14,4.263256414560601e-14,0.01684432048332951,-0.00018337859299781783,0.00018337859299781783,91.83859097304602,10.453848400898295,102.29243937394432,89.78042906701756,28.08876955404733,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,4.5,18.473497299729974,86.71859901722398,-0.00023363492267947095,2.842170943040401e-14,2.842170943040401e-14,0.00023363492267947095,-2.5294065210152272e-6,2.5294065210152272e-6,92.36725286372719,8.86780520439482,101.23505806812202,91.24038117464445,16.181042632117194,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,5.0,18.503980348034805,88.1963633409739,0.006664753100267262,3.552713678800501e-14,3.552713678800501e-14,0.006664753100267262,7.20358860624826e-5,7.20358860624826e-5,92.52656649327429,7.575459809094262,100.10202630236856,92.43226127489986,1.3651864605034758,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,5.5,18.47705765576558,89.44254234173854,0.03846879302730599,1.4210854715202004e-14,1.4210854715202004e-14,0.03846879302730599,0.00041639522638283475,0.00041639522638283475,92.4237570718552,6.515363163979757,98.93912023583496,93.41477552210947,-14.002715781776232,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,6.0,18.412491199119913,90.53685946868505,-0.008879687926025781,4.973799150320701e-14,4.973799150320701e-14,0.008879687926025781,-9.645286810999497e-5,9.645286810999497e-5,92.05357630767354,5.601561451398048,97.65513775907158,94.26393574374157,-29.508396880382204,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,6.5,18.30908085808581,91.47447321680318,0.0005208992032663673,4.263256414560601e-14,4.263256414560601e-14,0.0005208992032663673,5.690063933890198e-6,5.690063933890198e-6,91.54592518963231,4.84292939978593,96.38885458941824,94.97563341693906,-42.714850431098796,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,7.0,18.178267776777677,92.30153926718977,-0.002129321560630615,4.263256414560601e-14,4.263256414560601e-14,0.002129321560630615,-2.342711183241315e-5,2.342711183241315e-5,90.88920956232775,4.190596622594278,95.07980618492203,95.59254820687798,-54.00402795715111,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,7.5,18.027772727272726,93.04920463540995,-0.0725126328291168,3.552713678800501e-14,3.552713678800501e-14,0.0725126328291168,-0.0008044547035965063,0.0008044547035965063,90.0663510035345,3.613949467323806,93.68030047085831,96.14225248087455,-63.619114500525534,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,8.0,17.847434693469346,93.67647791237782,0.057864000351372624,7.105427357601002e-14,7.105427357601002e-14,0.057864000351372624,0.0006484293271855585,0.0006484293271855585,89.29503746769811,3.1528214777735215,92.44785894547164,96.58962196232889,-70.54803818079716,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,8.5,17.656135563556354,94.25953211025313,0.08895273104494095,2.1316282072803006e-14,2.1316282072803006e-14,0.08895273104494095,0.0010076126876658825,0.0010076126876658825,88.3696305488267,2.7323055134649934,91.1019360622917,97.00082607289843,-76.50714773132721,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,9.0,17.455315481548155,94.80417703504796,0.020327194208704213,7.105427357601002e-14,7.105427357601002e-14,0.020327194208704213,0.00023290549208568467,0.00023290549208568467,87.29690460194948,2.3489313369694713,89.64583593891895,97.37976525918064,-81.50898451624673,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,9.5,17.234253375337534,95.26716190867161,0.14250714221125804,2.842170943040401e-14,2.842170943040401e-14,0.14250714221125804,0.001653766358282603,0.001653766358282603,86.31377401889893,2.0396502925724747,88.3534243114714,97.69148699275976,-85.09705820005478,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,10.0,17.014311381138114,95.73466552030483,-0.02044184748024236,5.684341886080802e-14,5.684341886080802e-14,0.02044184748024236,-0.0002402900361034179,0.0002402900361034179,85.05111505821033,1.731486648925241,86.78260170713557,98.00479979297178,-88.41728559910939,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,10.5,16.78020797079708,96.14503937281826,-0.06536264713611217,2.842170943040401e-14,2.842170943040401e-14,0.06536264713611217,-0.0007790445416393415,0.0007790445416393415,83.83567720684928,1.4750959694644479,85.31077317631373,98.27091478069735,-90.87437198365348,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,11.0,16.53968391839184,96.52951117352747,-0.1610289424752125,8.526512829121202e-14,8.526512829121202e-14,0.1610289424752125,-0.0019471828273108787,0.0019471828273108787,82.537390649484,1.2449231782105699,83.78231382769457,98.51409787897376,-92.87092121674368,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,11.5,16.285378487848785,96.85838635837025,-0.06496817084031647,7.105427357601002e-14,7.105427357601002e-14,0.06496817084031647,-0.0007978711810571918,0.0007978711810571918,81.36192426840361,1.0601993731524004,82.42212364155601,98.71369563618248,-94.31164789530774,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,12.0,16.023892339233925,97.15829320490221,0.06831392209282683,2.842170943040401e-14,2.842170943040401e-14,0.06831392209282683,0.0008526507872942037,0.0008526507872942037,80.18777561826245,0.9001432444376718,81.08791886270012,98.88991694809455,-95.45662704452609,100.0,0.08,0.6,0.27,1.0
0.02,0.019,0.001,0.005,NaN,NaN,0.2,1.0,5.0,12.5,15.767666716671668,97.47942198172866,-0.14336104757981616,8.526512829121202e-14,8.526512829121202e-14,0.14336104757981616,-0.0018184180342705476,0.0018184180342705476,78.69497253577852,0.7344257239205092,79.42939825969903,99.07537292235394,-96.55280555186391,100.0,0.08,0.6,0.27,1.0
