gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.2471497149714965,5.954382241970991,0.03650196624480273,-1.3860169522511567e-16,-0.0002840728633319404,0.0006887378740237145,false,0.0,0.03650196624480273,0.0069565322561033534,0.0069565322561033534,5.283651681216299,96.23986715956532,101.52351884078162,5.204362241918151,1.6085067338681203,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.34461998831462,6.069018133213821,0.032658500905474064,-5.551115123125783e-17,-0.006243202862596442,-0.0001793590316638777,false,0.0,0.032658500905474064,0.006110537508162978,0.006110537508162978,5.377278489220094,96.14192028428573,101.51919877350582,5.296809425394559,1.6055327401809594,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.442090261657744,6.18347547762963,0.02881503556620757,-2.8449465006019636e-16,-0.004747001804872093,0.0003148183314076183,false,0.0,0.02881503556620757,0.0052948470497124886,0.0052948470497124886,5.470905297223951,96.0439241091032,101.51482940632715,5.389267094491087,1.6025007021279292,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.539560535000867,6.298141064162615,0.024971570226790085,-8.326672684688674e-17,-0.007085078066703471,-0.0008221550071305516,false,0.0,0.024971570226790085,0.0045078612407989825,0.0045078612407989825,5.5645321052276575,95.94587855493687,101.51041066016452,5.481735389542004,1.599410363326137,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.637030808343992,6.412669038768076,0.02112810488744543,1.249000902703301e-16,-0.006771588198476217,-0.000817421461505496,false,0.0,0.02112810488744543,0.003748091079468892,0.003748091079468892,5.658158913231437,95.84778354446743,101.50594245769886,5.574214451128705,1.5962614682427212,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.734501081687116,6.527203089822022,0.01728463954816828,-8.187894806610529e-16,-0.006466051958933766,-0.0008081139875451395,false,0.0,0.01728463954816828,0.003014148798988989,0.003014148798988989,5.751785721235284,95.74963900017516,101.50142472141044,5.666704420181421,1.5930537601164252,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.831971355030239,6.64174261742267,0.013441174208782769,-8.326672684688674e-17,-0.006170470276973969,-0.0007953267664071045,false,0.0,0.013441174208782769,0.002304739408088721,0.002304739408088721,5.845412529239022,95.65144484536454,101.49685737460356,5.759205437922903,1.5897869820399313,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,5.929441628373363,6.756289062323596,0.009597708869492294,-1.942890293094024e-16,-0.005888346177969919,-0.0007788965615946883,false,-1.3861139976577222e-9,0.009597708869492294,0.0016186530656724341,0.0016186530656724341,5.939039337242855,95.55320100389633,101.4922403411392,5.851717645881451,1.5864608766748889,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,6.0269119017164865,6.8708397998689765,0.005754243530276426,-2.498001805406602e-16,-0.005611923487832932,-0.0007675994816454146,false,-4.394109620594052e-9,0.005754243530276426,0.0009547581952604279,0.0009547581952604279,6.032666145246763,95.45490740024599,101.48757354549275,5.944241185885249,1.5830751863111558,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,6.12438217505961,6.985379997144533,0.0019107781909122323,6.938893903907228e-17,-0.004980877272303119,-0.0005667395927236062,false,3.078025060045632e-8,0.0019107781909122323,0.00031199525703890847,0.00031199525703890847,6.126292953250522,95.35656395947555,101.48285691272608,6.036776200062099,1.5796296528351794,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.35,0.15,1.0,1.0,0.5,6.172830258905648,7.0423290294604675,3.6463984027784583e-7,-2.9834163071819976e-17,-0.00498925071396452,-0.0006268679100751731,false,8.37224872236928e-9,3.6463984027784583e-7,5.8918866398535795e-8,5.8918866398535795e-8,6.172830623545488,95.3076633102943,101.4804939338398,6.082775501240529,1.5778947011603206,100.0,0.08,0.6,0.27,1.0,true
