gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,8.686593659365936,91.21193104058273,49.79995543957156,-1.6957350591590232,-1.6957350591590232,-4.32965427987775,true,0.0,49.79995543957156,0.8189952963713879,0.8189952963713879,110.60611105513311,-3.7409120193850773,106.86519903574803,103.50058957746731,-64.72871158958343,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,8.984818218663971,91.21193104058273,48.409823255556745,-1.7552718417888173,-1.7552718417888173,-4.59737521375928,true,0.0,48.409823255556745,0.7697082866008679,0.7697082866008679,111.30355078620454,-4.083415753284645,107.2201350329199,103.80844115895853,-63.87492894473243,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,9.283042777962006,91.21193104058273,47.42317086646561,-1.8065327861006628,-1.8065327861006628,-4.838955380298041,true,0.0,47.42317086646561,0.7297972073653092,0.7297972073653092,112.40447031219965,-4.390544877115807,108.01392543508385,104.06479521916322,-64.60514019048634,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,9.581267337260043,91.21193104058273,46.87813782679957,-1.848428459432193,-1.848428459432193,-5.04704066159908,true,0.0,46.87813782679957,0.6989552213366219,0.6989552213366219,113.94700918761987,-4.655261212283545,109.29174797533632,104.25948097502666,-66.62179575807686,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,9.783268780269402,91.2116303035653,46.77243323344539,-1.8714057030440994,-1.8714057030440994,-5.165952693514062,true,0.0,46.77243323344539,0.6829762422492601,0.6829762422492601,115.25531469533121,-4.807160995658964,110.44815369967225,104.35241408265681,-68.48861467846241,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,9.879491896558077,91.21193104058273,46.79600316718327,-1.880898256027482,-1.880898256027482,-5.216382622939995,true,0.0,46.79600316718327,0.6766687375822082,0.6766687375822082,115.95244644308981,-4.871824768927592,111.08062167416222,104.38584578975289,-69.460328318244,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,10.177716455856112,91.21193104058273,47.19813194499014,-1.9038802051396262,-1.9038802051396262,-5.342815531406738,true,0.0,47.19813194499014,0.6624855690468902,0.6624855690468902,118.44214713598292,-5.034524830348662,113.40762230563426,104.43931785888306,-72.70098327907992,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,10.475941015154147,91.21193104058273,48.10598654900177,-1.9156889895348959,-1.9156889895348959,-5.412537515435647,true,0.0,48.10598654900177,0.6560063466158622,0.6560063466158622,121.4375736550808,-5.129467489731966,116.30810616534883,104.41024074662491,-76.07253706850234,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,10.774165574452182,91.21193104058273,49.54077574134148,-1.9194747980385105,-1.9194747980385105,-5.4356648201708735,true,0.0,49.54077574134148,0.6568725557843809,0.6568725557843809,124.95993476250675,-5.167262106885306,119.79267265562144,104.31350431736345,-79.297773988387,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.275,0.15,1.0,7.0,6.0,11.370614693048251,89.82863231194786,62.243146487400836,-1.8832095415125927,-1.8832095415125927,-5.097607426263393,true,0.0,62.243146487400836,0.7820050463116117,0.7820050463116117,141.8374493387386,-4.228498565138644,137.60895077359996,103.07283686225873,-89.89302973299726,100.0,0.08,0.6,0.27,1.0,false
