gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,0.25,3.03027297729773,12.211916156512718,2.7020457149973254e-5,5.329070518200751e-15,5.329070518200751e-15,2.7020457149973254e-5,1.7833678584342562e-6,1.7833678584342562e-6,15.1513919069458,88.58436392361624,103.73575583056204,14.605756506650893,4.402848690770522,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,0.5,6.060055955595559,24.421957149863943,-9.004266436818398e-5,1.2434497875801753e-14,1.2434497875801753e-14,9.004266436818398e-5,-2.9716776553867622e-6,2.9716776553867622e-6,30.300189735313428,77.01119112718419,107.31138086249761,28.235765388331252,10.489814584476598,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,1.0,11.765626512651265,47.48734426435165,-0.0007006679085677092,1.4210854715202004e-14,1.4210854715202004e-14,0.0007006679085677092,-1.1910422412513259e-5,1.1910422412513259e-5,58.82743189534776,53.159430666814686,111.98686256216244,52.530654533422094,29.11371117704946,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,1.5,15.24985493549355,62.05194068335511,0.00024086635275466506,7.105427357601002e-15,7.105427357601002e-15,0.00024086635275466506,3.1589330360652325e-6,3.1589330360652325e-6,76.24951554382051,36.46622105890156,112.71573660272207,67.64762209962711,53.53885149662132,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,2.0,17.001750125012503,69.98712058677637,0.004030975703457784,2.1316282072803006e-14,2.1316282072803006e-14,0.004030975703457784,4.7418361919429985e-5,4.7418361919429985e-5,85.01278160076598,27.387533883301526,112.4003154840675,75.63393504248336,82.7392725837722,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,2.5,18.007610711071106,75.06732199862424,0.007000487866250182,1.7763568394002505e-14,1.7763568394002505e-14,0.007000487866250182,7.775032433310292e-5,7.775032433310292e-5,90.04505404322178,21.76461737890241,111.8096714221242,80.53422651003716,118.63119572319837,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,3.0,18.634193369336934,78.6960755538253,0.010119366309538691,2.4868995751603507e-14,2.4868995751603507e-14,0.010119366309538691,0.00010861072555134454,0.00010861072555134454,93.18108621299422,17.880412026992953,111.06149823998717,83.90044046735613,162.21789254860673,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,3.5,19.035753525352536,81.46369692954754,0.010150248453314248,3.552713678800501e-14,3.552713678800501e-14,0.010150248453314248,0.00010664404159042891,0.00010664404159042891,95.18891787521599,15.003669328465516,110.19258720368151,86.38413916107393,211.8564376852973,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,4.0,19.28861881188119,83.66228216107017,0.013809041749084372,2.842170943040401e-14,2.842170943040401e-14,0.013809041749084372,0.00014318331326635406,0.00014318331326635406,96.45690310115504,12.77763285400647,109.2345359551615,88.30257048077596,260.6345866005507,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,NaN,NaN,0.2,1.0,5.0,4.5,19.43911386138614,85.46910965974195,0.0005645332150692184,3.552713678800501e-14,3.552713678800501e-14,0.0005645332150692184,5.80821964514141e-6,5.80821964514141e-6,97.19613384014578,10.988123257634449,108.18425709778023,89.84314025680922,291.89186042338537,100.0,0.08,0.6,0.27,1.0
