gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,0.5,6.024102407990776,6.595197678561581,6.403376672301746,6.492136833789477,-2.431818897363769e-7,-4.036815333912717e-8,-6.151994692426259e-17,0.002586660274868239,6.024102164808887,95.43608028050325,101.46018244531213,5.937405216135825,1.5537839796677444,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,1.0,12.048181504917359,13.190005545511124,12.806726715475445,12.984247495714996,4.5491915301454355e-7,3.775832500770945e-8,-7.235851616601689e-16,0.004266704402999276,12.048181959836512,90.8577323839984,102.90591434383491,11.70795870836001,3.3039843957607617,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,1.5,18.072279758556423,19.784422724062438,19.21009864210094,19.476379665318962,3.7952086273662644e-7,2.1000165325403406e-8,-3.714379078233528e-16,0.005209676156673006,18.072280138077286,86.23782393300998,104.31010407108727,17.32553169131251,5.260861742950151,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,2.0,24.096209418479294,26.378420236844867,25.61327797761954,25.96832255090878,1.6459136631397087e-7,6.830591627733213e-9,-2.423903483784799e-16,0.006036404314637562,24.09620958307066,81.53246368658117,105.62867326965183,22.812186158541614,7.4155364820837955,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,2.5,29.966957214931945,32.79502808762885,31.841471760247064,32.28828466125454,-4.078929620732197e-7,-1.3611424047749988e-8,4.340129149004553e-16,0.007057268216821518,29.966956807038983,76.8157916517111,106.78274845875008,28.0634814514211,9.685068861082712,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,3.0,35.39856231086353,38.70413487531786,37.56801589253138,38.11521123614304,-1.4947993065561604e-7,-4.222768409149257e-9,8.613887464474395e-17,0.00875908714295712,35.3985621613836,72.35792799518262,107.75649015656623,32.850515184700974,12.006683467236524,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,3.5,42.087177202970935,46.067416393260544,44.73049081446876,45.35341140660128,-4.478955162312559e-8,-1.0642089728926723e-9,-1.552847662943059e-16,0.00985942733564813,42.08717715818138,66.33981838558302,108.4269955437644,38.81614255482504,14.551173868318678,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,4.0,48.18887830537208,52.75191214686985,51.22251146940271,51.932670066175426,2.1639883840407492e-7,4.4906386289541596e-9,-2.3323354057286216e-16,0.01132262049041986,48.18887852177092,60.5567341151632,108.74561263693411,44.31340019450509,16.87979798045678,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,4.5,54.21942615955286,59.3536796395423,57.633251023573344,58.432043349551286,-2.885651824158231e-7,-5.322173303100905e-9,5.781315651023812e-16,0.012631256179933853,54.21942587098768,54.24780396990409,108.46722984089178,49.98691858409307,18.495246077584394,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,5.0,60.25042185741705,65.95712803791828,64.0445021668628,64.93191943725473,-4.1260846472823687e-7,-6.848225323711044e-9,1.3857973507076803e-15,-0.008786053030588279,60.25042144480859,47.032659708806975,107.28308115361557,56.16022656781989,18.322410999913274,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,5.5,64.68579282232729,70.71325001245343,68.633009613364,69.64035120932377,2.93227107306393e-6,4.5330990703291067e-8,5.066009375664116e-16,-0.004120666119176546,64.68579575459836,41.228198725653606,105.91399448025197,61.07388931182201,16.746786757971588,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,1.0,6.0,67.53333111367864,73.63256852797069,71.40767453316668,72.56608698873313,2.6655882265913533e-6,3.9470705541007254e-8,1.062094551143637e-15,0.010578841442557508,67.53333377926687,37.479311108007906,105.01264488727477,64.30971608396317,15.439358181080243,true,100.0,0.08,0.6,0.27,1.0
