gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
0.02,0.02,0.0,0.005,0.5,0.3,0.15,1.0,1.0,2.497299729972997,28.6617523504864,32.7618642086547,30.666044186460983,30.406019841332995,0.0012962406418282058,-1.2997325903297279e-5,0.0012082774272341595,28.66175302252927,28.663048591128227,75.3584511309309,75.35857966912965,104.02162826025788,27.554893218374204,5.63751068812528,100.0,0.08,0.6,0.27,1.0,0.0012962406418282058,4.522544979027453e-5,4.522544979027453e-5,-1.2997325903297279e-5,false,0.0
