gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,45.97531188260675,2.801615928106294,5.53301157423446,-0.6895041259274441,0.43043377198011434,false,0.0,2.801615928106294,0.046107741362023086,0.046107741362023086,63.563992165730056,51.66471999304399,115.22871215877404,55.16332776343539,41.795775838127504,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,47.90476502965652,2.867424202484024,3.051163062562251,-0.2849945592901695,0.24440490261605743,false,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.82716858987463,115.45696902998242,55.11126870443316,42.4989942783482,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,49.83421817670627,2.867424202484024,1.4570908761498882,0.0030267409275201084,0.12079191833778163,false,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.91888403305856,115.54868447316635,55.06752476691711,42.75116623311821,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,51.76367132375603,2.867424202484024,0.4470027320681911,0.1719685918407533,0.03962049019598178,false,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.96188651004956,115.59168695015734,55.04703851890724,42.869401704771825,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,53.69312447080579,2.867424202484024,-0.18774899964324168,-0.18774899964324168,-0.025249118909740794,false,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.966983759157664,115.59678419926544,55.04461121550137,42.88341661029828,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,55.62257761785555,2.867424202484024,-0.5950993655101778,-0.5950993655101778,-0.2708925885634037,true,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.93851969598786,115.56832013609565,55.058168506019655,42.80515456193383,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,57.552030764905304,2.867424202484024,-0.8729504125234208,-0.8729504125234208,-0.6543623695045343,true,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.882644509608035,115.51244494971581,55.08480100807037,42.651525527570655,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,59.48148391195507,2.867424202484024,-1.079284629319714,-1.079284629319714,-0.9756568428470297,true,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.80046341508774,115.43026385519553,55.12401887942475,42.42556830018464,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,61.41093705900482,2.867424202484024,-0.9192311552882356,-0.9192311552882356,-0.6882641260512454,true,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.69352148196816,115.32332192207595,55.175136632902834,42.13153105426996,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,63.34039020605458,2.867424202484024,-0.4925699195456246,-0.4925699195456246,-0.20040543214401071,true,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.55724992856825,115.18705036867604,55.240411345242045,41.75685190747147,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,65.26984335310433,2.867424202484024,0.09651552439333697,0.09651552439333697,0.011907107410450217,false,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.38169809007325,115.01149853018103,55.32472948642627,41.27417146958741,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,67.1992965001541,2.867424202484024,0.7326173203904829,0.7326173203904829,0.07380724462027632,false,0.0,2.867424202484024,0.047190784495826366,0.047190784495826366,63.629800440107786,51.15059739230253,114.78039783241032,55.43612118596505,40.63875923493592,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.25,0.15,1.0,1.0,11.0,60.76237623762376,69.12874964720386,2.85710340657144,1.3380654210959186,1.004313262237468,0.1345599981188806,false,0.0,2.85710340657144,0.0470209294547361,0.0470209294547361,63.6194796441952,50.83683062443968,114.45631026863488,55.5840735166781,39.73640323791648,100.0,0.08,0.6,0.27,1.0
