gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.2471497149714965,5.80855166606266,0.036501966244800066,3.885780586188048e-16,-0.003443997060896098,-0.0019270003063366974,false,1.1997060074606944e-8,0.036501966244800066,0.006956532256102845,0.006956532256102845,5.283651681216297,96.33126723798983,101.61491891920613,5.199681048230054,1.7050054693523942,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.34461998831462,5.921969949697736,0.032658500905464294,8.049116928532385e-16,8.090356302695167e-5,-0.00041787295514845654,false,4.226754661935863e-9,0.032658500905464294,0.00611053750816115,0.00611053750816115,5.3772784892200844,96.23612345854772,101.61340194776781,5.291898889463576,1.705089350641864,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.442090261657744,6.035140891625652,0.02881503556620757,3.885780586188048e-16,-0.003978512981388516,-0.0019225563888315782,false,9.889181931308856e-9,0.02881503556620757,0.0052948470497124886,0.0052948470497124886,5.470905297223951,96.14096777472173,101.61187307194568,5.384120114930181,1.7051608047383038,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.539560535000867,6.148443611766183,0.02497157022678831,8.049116928532385e-16,-0.0042140775131203345,-0.0019241772384704819,false,6.632751467076834e-9,0.02497157022678831,0.0045078612407986616,0.0045078612407986616,5.564532105227656,96.04579998048665,101.6103320857143,5.476344768299394,1.705219576514061,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.637030808343992,6.261752894868653,0.021128104887447208,-4.163336342344337e-16,-0.004544816244259342,-0.00192594575918941,false,2.2427552614708774e-8,0.021128104887447208,0.0037480910794692067,0.0037480910794692067,5.658158913231439,95.95061986992144,101.60877878315287,5.5685728939885495,1.705265409939627,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.734501081687116,6.3750658073607,0.017284639548170944,1.942890293094024e-16,-0.004628736455876997,-0.0019300277348161736,false,3.0581192241070165e-8,0.017284639548170944,0.003014148798989454,0.003014148798989454,5.7517857212352865,95.85542723664894,101.60721295788423,5.660804537193022,1.7052980474838941,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.831971355030239,6.488341581576477,0.013441174208784545,-5.273559366969494e-16,-0.0048085974729622505,-0.001952906218554129,false,3.2753168929476864e-8,0.013441174208784545,0.0023047394080890253,0.0023047394080890253,5.845412529239024,95.760228023675,101.60564055291402,5.7530393956769155,1.7053237617473016,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,5.929441628373363,6.601750095052046,0.00959770886949407,-1.1102230246251565e-16,0.00010711537935514936,0.0003556377668939366,false,3.2072526659918386e-9,0.00959770886949407,0.0016186530656727338,0.0016186530656727338,5.939039337242857,95.66501003507523,101.60404937231809,5.845278189139715,1.7053295660770296,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,6.0269119017164865,6.715019949867125,0.005754243530272873,4.996003610813204e-16,-0.005057782162063262,-0.0018840524570649564,false,-1.5033891979958582e-7,0.005754243530272873,0.0009547581952598385,0.0009547581952598385,6.032666145246759,95.56977891222131,101.60244505746807,5.937520639227315,1.7053214045053222,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,6.12438217505961,6.828322686504111,0.0019107781909095678,6.938893903907228e-16,-0.005265217703091324,-0.0019505613363570132,false,1.3761956468643319e-8,0.0019107781909095678,0.0003119952570384734,0.0003119952570384734,6.12629295325052,95.4745344473466,101.60082740059713,6.029766794216593,1.7052990139186708,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,6.172830258905648,6.884648981399775,3.646398375876421e-7,8.409441518550944e-16,-0.00527506244506407,-0.0019724835840269654,false,6.004315150770448e-8,3.646398375876421e-7,5.891886596630166e-8,5.891886596630166e-8,6.172830623545486,95.4271876727871,101.60001829633258,6.0756195983562185,1.7052824964941315,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.001,0.5,0.25,0.15,1.0,1.0,0.5,6.221852448402735,6.941657598208222,-0.001932687148435086,6.661338147750939e-16,-0.005397900330085165,-0.0019509249543341342,false,3.387068916622665e-8,0.001932687148435086,-0.00031062889460376755,0.00031062889460376755,6.2199197612543,95.37927643247585,101.59919619373015,6.1220167031578745,1.7052621299309179,100.0,0.08,0.6,0.27,1.0,false
