c,p,vb,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,count,time
11.0,24.409765976597658,51.56532197569115,99.92667494362327,26.69737701383029,26.69737701383029,0.36457234697819757,0.36457234697819757,1,106571755
11.0,24.409765976597658,53.295131905130745,100.75346309921312,27.524165169420144,27.524165169420144,0.37586274821053656,0.37586274821053656,1,106571755
11.0,24.409765976597658,55.02494183457035,101.38617557239225,28.15687764259927,28.15687764259927,0.3845029030538306,0.3845029030538306,1,106571755
11.0,24.409765976597658,56.75475176400995,101.7259320412244,28.49663411143142,28.49663411143142,0.38914252788210474,0.38914252788210474,1,106571755
11.0,24.409765976597658,58.48456169344956,102.00456522730883,28.775267297515853,28.775267297515853,0.39294746926433083,0.39294746926433083,1,106571755
11.0,24.409765976597658,60.21437162288916,102.15302624761402,28.923728317821045,28.923728317821045,0.39497481384501393,0.39497481384501393,1,106571755
11.0,24.409765976597658,61.94418155232876,102.13490257932787,28.905604649534894,28.905604649534894,0.3947273218056457,0.3947273218056457,1,106571755
11.0,24.409765976597658,63.67399148176836,102.25119787544004,29.021899945647064,29.021899945647064,0.39631541973092776,0.39631541973092776,1,106571755
11.0,24.409765976597658,65.40380141120797,102.08286140897553,28.853563479182554,28.853563479182554,0.39401666129375285,0.39401666129375285,1,106571755
11.0,24.409765976597658,67.13361134064758,102.04574652831397,28.816448598520992,28.816448598520992,0.39350983026149106,0.39350983026149106,1,106571755
11.0,24.409765976597658,68.86342127008717,102.05680319687326,28.827505267080284,28.827505267080284,0.39366081721441654,0.39366081721441654,1,106571755
11.0,24.409765976597658,70.59323119952677,101.66565982149056,28.436361891697587,28.436361891697587,0.3883194663283586,0.3883194663283586,1,106571755
11.0,24.409765976597658,72.32304112896637,101.42946601977806,28.200168089985084,28.200168089985084,0.3850940659983029,0.3850940659983029,1,106571755
11.0,24.409765976597658,74.05285105840596,101.19901602868796,27.969718098894987,27.969718098894987,0.38194710163287865,0.38194710163287865,1,106571755
11.0,24.409765976597658,75.78266098784557,100.70295400908321,27.473656079290237,27.473656079290237,0.37517300938252907,0.37517300938252907,1,106571755
11.0,24.409765976597658,77.51247091728519,100.37877058358005,27.149472653787072,27.149472653787072,0.3707460459311797,0.3707460459311797,1,106571755
11.0,24.409765976597658,79.24228084672478,99.82935706411207,26.600059134319096,26.600059134319096,0.3632433996543478,0.3632433996543478,1,106571755
