gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,0.5,5.952389841180141,6.777211289633255,6.353919852754726,6.302462250265574,-3.6312805651306235e-7,-6.100542239368304e-8,6.77658119694701e-16,0.005151413552451415,5.952389478052084,95.38620407061885,101.33859354867093,5.873763656679594,1.4233147883736308,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,1.0,11.904754779976304,13.55257542470013,12.70781112812472,12.604897505035701,2.910638396969034e-7,2.44493771670518e-8,-3.5165605695390537e-16,0.009305437227965561,11.904755071040144,90.58279090148554,102.48754597252568,11.615806543198437,2.8237006146377697,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,1.5,17.857143086211288,20.327411269351025,19.06172921941282,18.907358091339905,-9.411003532022733e-9,-5.270161910327979e-10,-8.082328040763906e-16,0.013047898250985911,17.857143076800284,85.50349554155363,103.36063861835392,17.276540969077722,4.091212241979814,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,2.0,23.815680539201526,27.11025013696932,25.422703925551502,25.216484676504876,-2.296139101076733e-7,-9.641291153940362e-9,-3.5523931343634146e-16,0.017325492064779374,23.815680309587616,80.06653982402071,103.88222013360833,22.925655881205685,5.09582568878264,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,2.5,28.981185164544804,32.95871085064125,30.8736129833477,30.665921920033895,-1.4890162240988047e-6,-5.137872090615698e-8,6.503358310695162e-16,0.020177937903969,28.98118367552858,75.10175448105214,104.08293815658072,27.84431741533828,5.749093504919256,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,3.0,34.28100704807323,38.966421795079164,36.478661338273064,36.260966143796196,-0.11034168192784932,-0.0032187409714397844,-1.4727802311043094e-15,0.025978427038074594,34.17066536614538,69.55861179282671,103.72927715897208,32.94216088460401,5.665068893244141,false,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,3.5,41.88352112938808,47.685846873768604,44.72622459908147,44.35224995625121,-2.0447007642587778e-7,-4.881874085853992e-9,-7.438557977374994e-16,0.030349751022020182,41.883520924918,60.857919080392335,102.74144000531034,40.765946946775514,4.717147440691671,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,4.0,47.6549234726639,54.24845030046701,50.87244749544298,50.45851222904627,-1.9230456871355273e-7,-4.03535573452056e-9,1.1821985208592344e-16,0.03456147568591731,47.654923280359334,53.94385093972673,101.59877422008606,46.90501794551963,3.0542972143284386,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,4.5,53.55889853225333,60.96714132185872,57.17080769409303,56.708490306828516,-4.561482924714255e-7,-8.516760145781035e-9,1.2467895473586363e-16,0.039026216001346606,53.55889807610504,46.25944946873726,99.8183475448423,53.65636618262418,-0.39114587645957544,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.75,0.3,0.15,1.0,1.0,5.0,59.02540677410133,67.17058973035184,62.96714135709832,62.484231319737155,1.3125756268550504e-6,2.2237468551101476e-8,8.846481502670417e-16,0.009652165771720409,59.025408086676954,38.52371462438442,97.54912271106137,60.50839458752395,-5.981456250066319,true,100.0,0.08,0.6,0.27,1.0
