gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,44.999249310599716,0.7693294109336009,-1.974902771220522,-1.974902771220522,-2.1608824165574356,true,0.0,0.7693294109336009,0.013372748919065855,0.013372748919065855,58.29896790109841,56.13262038337602,114.43158828447443,50.9465688409117,34.607268832692895,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,48.91904165477741,0.7827360238089085,-2.2256436357593694,-2.2256436357593694,-2.6415240630955754,true,0.0,0.7827360238089085,0.013605787283761987,0.013605787283761987,58.312374513973715,56.00544848637505,114.31782300034877,51.00899665819897,34.34549901420534,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,52.8388339989551,0.7827360238089085,-1.768670322329306,-1.768670322329306,-1.8556496604743398,true,0.0,0.7827360238089085,0.013605787283761987,0.013605787283761987,58.312374513973715,55.80163072623964,114.11400524021334,51.10010326184279,33.856582320680204,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,56.7586263431328,0.7827360238089085,-1.0510482596050446,-1.0510482596050446,-0.7656979688066884,true,0.0,0.7827360238089085,0.013605787283761987,0.013605787283761987,58.312374513973715,55.492109007685094,113.80448352165881,51.239083654270914,33.11410367157055,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,60.6784186873105,0.7827360238089085,-0.20310554918586787,-0.20310554918586787,-0.03463325925771523,false,0.0,0.7827360238089085,0.013605787283761987,0.013605787283761987,58.312374513973715,55.02661328360059,113.3389877975743,51.44952822246902,31.997475610707404,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,64.59821103148819,0.7827360238089085,0.6425352576919182,0.6425352576919182,0.04353002894349502,false,0.0,0.7827360238089085,0.013605787283761987,0.013605787283761987,58.312374513973715,54.31329169200678,112.6256662059805,51.77538697735782,30.286364499730567,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,68.51800337566588,0.7800488288526992,1.3993158043169924,1.0025668683102682,0.09525357921826291,false,0.0,0.7800488288526992,0.013559077535070125,0.013559077535070125,58.309687319017506,53.21867080212175,111.52835812113926,52.282386561885005,27.652366652548622,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,72.43779571984358,0.7022535213239394,2.054940500436873,1.0027930253589512,0.14174621588704917,false,0.0,0.7022535213239394,0.01220681269262618,0.01220681269262618,58.231892011488746,51.5922385483518,109.82413055984054,53.02285728522984,23.520650163380097,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,76.35758806402127,0.5575124459602776,2.630705828096094,1.0031036667350166,0.18386140222205263,false,0.0,0.5575124459602776,0.009690873445269246,0.009690873445269246,58.087150936125084,49.299793754364224,107.38694469048932,54.0914457558541,17.624534851428606,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,80.27738040819897,0.33727792552897284,3.1397300055730386,1.0035233862495292,0.22205330476490837,false,0.0,0.33727792552897284,0.0058626811219513126,0.0058626811219513126,57.86691641569378,46.16619149669341,104.03310791238718,55.62355828533657,9.572306532744367,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.2,0.15,1.0,1.0,6.5,57.52963849016481,84.19717275237667,0.07218504148053739,3.5919439318105555,1.0040822192768841,0.25666598889200504,false,0.0,0.07218504148053739,0.0012547452647886541,0.0012547452647886541,57.601823531645344,41.93091021294555,99.5327337445909,57.87224098501736,-1.1020904537200282,100.0,0.08,0.6,0.27,1.0
