eq_type,sf_defaults_first,kappa,mu_s,m,c,p,vb,sf_vb,s_eq_deriv,s_eq_min_val,s_mu_b,s_eq_deriv_min_val,s_eq_negative,s_eq_vb,s_MBR,s_debt,s_equity,s_firm_value,s_leverage,s_iota,s_lambda,s_sigmah,s_delta,s_sigmal,s_obj_fun,rf_vb,r_eq_deriv,r_eq_min_val,r_mu_b,r_eq_deriv_min_val,r_eq_negative,r_eq_vb,r_MBR,r_debt,r_equity,r_firm_value,r_leverage,r_iota,r_lambda,r_sigmah,r_delta,r_sigmal,r_obj_fun,V0,alpha,pi,r,gross_delta,xi
misrep,false,0.0025,1,1,4.631038103810381,56.128335909320114,60.815104139869284,59.97749290529472,0.4163033323083495,0.21341222856503175,1,0.4163033323083495,false,0.181025495105988,23.95634650480629,56.128065625415815,54.38204699172079,110.5101126171366,50.78998138375993,25e-5,NaN,NaN,0.01975,0.15,firm_value,60.815104139869284,-0.0029594539446003406,0.0011248191654519898,1,-0.0029594539446003406,false,0,17.070985960114914,56.128065625415815,51.36130613210028,107.4893717575161,52.21731665902225,0,0.2,0.225,0.02,0.15,misrep,100,0.6,0.27,0.08,0.02,1
