gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,22.908270319977966,0.04786321673548599,-0.9738829723136518,-0.9738829723136518,-0.850899000804489,true,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.68290661575553,106.8414703762296,27.29142874746635,9.65744166041118,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,24.903771174269853,0.04786321673548599,-2.167690928080439,-2.167690928080439,-1.923454370767812,true,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.67750282922655,106.83606658970062,27.29280915260227,9.649813657908934,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,26.89927202856174,0.04786321673548599,-2.124756199361741,-2.124756199361741,-1.7063524773419207,true,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.66773711513737,106.82630087561144,27.295304172730184,9.636028344386816,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,28.894772882853626,0.04786321673548599,-1.5351867968844959,-1.5351867968844959,-0.9482261125475987,true,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.6509195837604,106.80948334423447,27.29960191502793,9.612288662825152,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,30.890273737145517,0.04786321673548599,-0.6276121743919494,-0.6276121743919494,-0.18533956156651993,true,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.62300450931862,106.78156826979269,27.306738637516997,9.572883653661602,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,31.627219572093857,0.04786321673548599,-0.2616738149956118,-0.2616738149956118,-0.03455515594764557,false,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.60878212793976,106.76734588841383,27.31037614342186,9.552807294211796,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,32.885774591437404,0.025747028175803877,0.3593256463222995,0.3593256463222995,0.015011800176741032,false,0.0,0.025747028175803877,0.0008844523730069354,0.0008844523730069354,29.13644757191439,77.57866813904509,106.71511571095948,27.30301830045443,9.476120630241013,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,34.88127544572929,-0.010114849534300419,1.2688658638191477,1.0035342144921158,0.052486727994172054,false,0.0,0.010114849534300419,-0.0003474615638020439,0.0003474615638020439,29.100585694204284,77.52812815175025,106.62871384595454,27.291509617424083,9.349462066589552,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,36.87677630002118,-0.02356861634748242,2.064238325276999,1.0035549041996792,0.08693740593997505,false,0.0,0.02356861634748242,-0.0008096203769493891,0.0008096203769493891,29.087131927391102,77.49099141790035,106.57812334529144,27.291840965480986,9.276346485599763,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,38.87227715431307,-0.02146374533105444,2.764583482383527,1.0035850162359197,0.11868292558364822,false,0.0,0.02146374533105444,-0.0007373146276162383,0.0007373146276162383,29.08923679840753,77.47349829750779,106.56273509591531,27.29775729970219,9.25492097336209,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,40.86777800860495,-0.008965155937321612,3.38218609351118,1.003627631890478,0.147863979137465,false,0.0,0.008965155937321612,-0.00030796771530288455,0.00030796771530288455,29.101735387801263,77.47381716546384,106.57555255326511,27.30620174195821,9.274631176421932,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,42.86327886289684,0.00995314680553605,3.9275275845913984,1.0036863907725646,0.1746246017181482,false,0.0,0.00995314680553605,0.00034190681157196924,0.00034190681157196924,29.12065369054412,77.48596116925903,106.60661485980314,27.315991347103818,9.320930854749943,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,44.858779717188725,0.0322374330327726,4.411352680045317,1.003765477634888,0.1991883351613188,false,0.0,0.0322374330327726,0.001107408356055744,0.001107408356055744,29.142937976771357,77.50185060008127,106.64478857685262,27.32710933715224,9.377736512239675,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,46.854280571480615,0.04786321673548599,4.698547202027626,1.0038704906302154,0.2151556403132317,false,0.0,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.51185494072142,106.67041870119549,27.335192001217184,9.415984563951763,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,48.8497814257725,0.04786321673548599,5.120464559023899,1.0035098915842506,0.38879590935049735,false,0.1513098159344537,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.6312150412504,106.78977880172447,27.304639158970907,9.584473667031768,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,1.0,2.5,29.110700543738584,50.84528228006439,0.04786321673548599,5.138202702200869,1.003515232229484,1.5897126890638364,false,1.3486103285095865,0.04786321673548599,0.0016441794886925482,0.0016441794886925482,29.15856376047407,77.60445907029712,106.76302283077119,27.31148199755731,9.54670485209299,100.0,0.08,0.6,0.27,1.0
