gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,20.24131492096578,74.63278800108912,0.5437604800257319,0.016374468363864268,0.016374468363864268,0.0027494796580580998,false,0.0,0.5437604800257319,0.00895463037108176,0.00895463037108176,61.26770524292308,15.243164506614967,76.51086974953805,80.07712556854446,-60.64481951762015,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,20.811074528505483,76.21026692658808,0.08726010200254564,-1.1415159448611295e-6,-1.1415159448611295e-6,0.0010354437770137106,false,0.0,0.08726010200254564,0.0013976549181866792,0.0013976549181866792,62.52048368751899,13.830778435822172,76.35126212334116,81.88533096744447,-63.097767002888446,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,20.902783952029306,76.48610140081209,-8.964976529433032e-6,-0.003952712260973372,-0.003952712260973372,-0.0030574009852425785,false,0.0,8.964976529433032e-6,1.1346323759649715e-5,1.1346323759649715e-5,62.70834289111139,13.617662845418446,76.32600573652984,82.15855433019077,-63.48335284308773,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,21.380834136045184,76.73564825565569,-0.3088617304025547,-0.04947916725178901,-0.04947916725178901,-0.009165666875731405,true,0.0,0.3088617304025547,-0.004815242917048712,0.004815242917048712,63.833640677733,13.302852758531046,77.13649343626405,82.75413858484136,-63.21760606315519,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,21.950593743584886,71.66930759096857,-0.18571969274974265,-0.30889387067887925,-0.30889387067887925,-0.257117171304318,true,0.0,0.18571969274974265,-0.0028202683249972027,0.0028202683249972027,65.66606153800491,18.089332986807186,83.75539452481209,78.4021875970648,-47.31355097280604,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,22.520353351124587,59.022674903998876,-0.0683916393526971,-1.1529583395523733,-1.1529583395523733,-1.7830282425201063,true,0.0,0.0683916393526971,-0.0010122937576566614,0.0010122937576566614,67.49266841402107,35.12261482940508,102.61528324342615,65.77253044647699,8.045210467395524,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.3,0.3,0.15,1.0,3.0,2.0,24.22963217374369,57.83058914757351,-1.0348415228361034,-1.581848018063727,-1.581848018063727,-2.8451363048327623,true,0.0,1.0348415228361034,-0.014236583197185357,0.014236583197185357,71.65405499839497,38.365076837322086,110.01913183571705,65.12872243474013,35.34590868341041,100.0,0.08,0.6,0.27,1.0,false
