gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,49.93188114866929,2.009052662075291,-1.7247505345514118,-1.7247505345514118,-1.4910663988037736,true,0.0,2.009052662075291,0.03040925873296274,0.03040925873296274,68.07618963893087,44.206642421799174,112.28283206073004,60.629206076767574,38.47545741503613,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,51.72002825050253,2.019590601990785,-1.868316864513953,-1.868316864513953,-1.8109606638759992,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,44.28849589141376,112.37522347026012,60.58873608991343,38.77767001436443,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,53.50817535233577,2.019590601990785,-2.012381015353444,-2.012381015353444,-2.2055977928732573,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,44.22324792853114,112.3099755073775,60.62393591598089,38.573216011586034,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,55.29632245416901,2.019590601990785,-2.09187057874962,-2.09187057874962,-2.5320399562255984,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,44.08434145127636,112.17106903012272,60.69900926107976,38.13795360595851,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,57.08446955600225,2.019590601990785,-2.0855585690051694,-2.0855585690051694,-2.6944248824178962,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,43.89572348305453,111.98245106190089,60.80124781445429,37.54692061588256,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,58.872616657835486,2.019590601990785,-2.029028320491049,-2.029028320491049,-2.7116577121802483,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,43.66331119135157,111.75003877019793,60.9276992904311,36.818658441336915,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,60.660763759668725,2.019590601990785,-1.9372048294697568,-1.9372048294697568,-2.5935222311199086,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,43.39013214581385,111.47685972466022,61.07700535072092,35.962653949122455,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,62.448910861501965,2.019590601990785,-1.7850852743198644,-1.7850852743198644,-2.3048238064468687,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,43.076080121941985,111.16280770078835,61.2495572818853,34.97857428556623,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,64.2370579633352,2.019590601990785,-1.5549949569625974,-1.5549949569625974,-1.8425236038156287,true,0.0,2.019590601990785,0.03056876223799862,0.03056876223799862,68.08672757884636,42.71947578973256,110.80620336857893,61.44667492339474,33.86115728268613,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.001,0.2,0.3,0.15,1.0,1.0,9.5,66.06713697685558,66.02520506516845,2.011310985262554,-1.2568850980373705,-1.2568850980373705,-1.2799086839324807,true,0.0,2.011310985262554,0.030443440979849783,0.030443440979849783,68.07844796211813,42.31539111549791,110.39383907761604,61.668702285327115,32.56056931467959,100.0,0.08,0.6,0.27,1.0
