gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,57.74119911991198,62.3442427192717,0.5847363219223851,1.6306400674181987e-16,0.04343462153066309,0.007474984441732179,false,4.050486270617433e-7,0.5847363219223851,0.010126847568718737,0.010126847568718737,58.32593544183437,52.358530649075185,110.68446609090955,52.69568305450284,25.638166577193246,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,59.037803780378034,63.84771609866986,0.5307428942915138,-7.008282842946301e-16,0.02758564556687417,-0.0331913329339224,true,1.891946710983682e-9,0.5307428942915138,0.00898988208074083,0.00898988208074083,59.56854667466955,50.36129800442955,109.92984467909909,54.187783898502396,24.559702564236076,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,60.33440844084408,65.34992923635309,0.4802659589104934,5.273559366969494e-16,0.00045670795618749094,-0.03775975103513337,true,0.0,0.4802659589104934,0.007960067419594883,0.007960067419594883,60.81467439975457,48.304837364965316,109.11951176471989,55.732172382590285,23.272772715362542,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,61.631013101310124,66.8507332663092,0.4303573311120701,-1.3468001738262299e-15,0.0036010328257776395,0.0093958929760234,false,0.0,0.4303573311120701,0.00698280475131313,0.00698280475131313,62.061370432422194,46.183472949136835,108.24484338155904,57.33425121569826,21.73205378141818,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,62.92761776177617,68.3502656663674,0.36733287769916245,-4.90059381963448e-16,0.023736204296065003,0.03635473892374241,false,0.0,0.36733287769916245,0.005837387315212968,0.005837387315212968,63.29495063947533,43.99170784048916,107.2866584799645,58.99610588701063,19.851923936659,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,64.22422242224222,69.85053969567943,0.2657859274715122,2.706168622523819e-16,0.01675033574165508,0.004576325590817642,false,0.0,0.2657859274715122,0.00413840631224933,0.00413840631224933,64.49000834971373,41.725565436234646,106.21557378594838,60.71615117353472,17.503732040157406,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,65.52082708270827,71.35299730079396,0.11425048027659557,5.689893001203927e-16,-0.012717263223513686,-0.024141375906612625,true,0.0,0.11425048027659557,0.001743727687264614,0.001743727687264614,65.63507756298486,39.38652438354219,105.02160194652706,62.49674004820809,14.612580475718406,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,66.29977012191362,72.255271362496,-3.523058508958163e-6,6.168234062454629e-18,-0.008113130698780587,-0.014364816032932388,true,2.139736110658758e-11,3.523058508958163e-6,2.166936793549911e-7,2.166936793549911e-7,66.2997665988551,37.949086115078295,104.24885271393339,63.59759831677629,12.607784235076092,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,66.81743174317431,72.85490402698483,-0.08290471542987632,-4.718447854656915e-16,0.0001415825816375449,-0.001062599947743794,false,0.0,0.08290471542987632,-0.0012407647715125686,0.0012407647715125686,66.73452702774443,36.981183818404645,103.71571084614908,64.34370114546851,11.169872285441706,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,68.11403640364036,74.35741066589375,-0.308694815759722,-9.19837123136702e-16,0.008404287334068391,0.024244823140771813,false,0.0,0.308694815759722,-0.004532029403314349,0.004532029403314349,67.80534158788063,34.51554947037557,102.3208910582562,66.26734861923339,7.208932079808994,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,1.0,6.0,69.4106410641064,75.85752629013939,-0.5693931950866187,1.8041124150158794e-16,-0.006291557828981494,-0.00018343702303560538,false,0.0,0.5693931950866187,-0.008203255096876826,0.008203255096876826,68.84124786901978,31.99839143520777,100.83963930422755,68.26804255153036,2.694714155104827,100.0,0.08,0.6,0.27,1.0,false
