gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,60.08980371721382,45.65931535041049,2.875213091201239,-1.6490715043504522e-16,-3.774376070562503e-8,0.008661814974474054,false,0.0,2.875213091201239,0.04784860181491293,0.04784860181491293,62.96501680841506,52.10181103669322,115.06682784510828,54.720389870460686,40.68269119272006,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,65.89754370173858,72.09094522050313,2.3542144794471085,1.3444106938820255e-15,0.0017480457244989003,0.01177168572315234,false,0.0,2.3542144794471085,0.03572537529020216,0.03572537529020216,68.25175818118569,40.051753014763,108.30351119594869,63.01897087870111,26.154239479894457,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,69.76937035808844,76.62694670566623,1.5197176020556071,7.082550691761558e-16,0.0004425166874259944,0.008704216000151,false,0.0,1.5197176020556071,0.021782016868659108,0.021782016868659108,71.28908796014404,32.056159467509545,103.34524742765359,68.98148655558609,11.65148436597827,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,73.64119701443828,81.1649088709,0.1911802857292315,1.4244383667386118e-16,-1.0576861784669656e-7,0.00553730326176494,false,0.0,0.1911802857292315,0.0025961050808523418,0.0025961050808523418,73.83237730016751,23.85804774996835,97.69042505013586,75.5779056773229,-8.826078610033328,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,74.11319676297809,81.73519439066946,1.2228585595265183e-5,-1.447343965988619e-5,-0.0003729515012704739,0.007376573583085213,false,0.0,1.2228585595265183e-5,-1.3234417970677697e-5,1.3234417970677697e-5,74.1132089915637,22.86390023314956,96.97710922471326,76.42340505307305,-11.677348398654775,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,77.51302367078812,85.70539903905367,-1.7293337634847603,9.254749744336266e-16,-0.0019890437154841487,0.015072970146196006,false,0.0,1.7293337634847603,-0.022310234868782242,0.022310234868782242,75.78368990730335,15.907356346063107,91.69104625336647,82.6511344388994,-34.3113947369687,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,79.44893699896305,87.97467317056164,-3.0319906886191603,7.424616477180734e-16,0.00038564381367119094,0.00022901510382066122,false,0.0,3.0319906886191603,-0.03816275966862506,0.03816275966862506,76.41694631034389,12.20077031139543,88.61771662173932,86.23213192969769,-48.2646714375803,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,83.32076365531289,92.51778822411218,-7.10866330369619,-1.0260347259316571e-15,-0.0005700733026179118,0.013689216421322963,false,0.0,7.10866330369619,-0.0853168285051227,0.0853168285051227,76.2121003516167,5.697500417312329,81.90960076892902,93.04416043561822,-76.04874536411815,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,85.25667698348781,94.78873120422163,-12.271404118687286,8.743006318923108e-16,8.743006318923108e-16,0.0016094296680191113,false,0.0,12.271404118687286,-0.143934816050407,0.143934816050407,72.98527286480052,3.096275677591205,76.08154854239173,95.93031985164446,-88.53856393923432,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,87.19259031166273,97.06157862411028,-18.675218201322636,-8.014422459012849e-16,-8.014422459012849e-16,0.006577247441473373,false,0.0,18.675218201322636,-0.21418354626889288,0.21418354626889288,68.51737211034009,1.1178239181512462,69.63519602849134,98.39474291464063,-96.44939449759725,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,89.12850363983765,99.33267364413464,-26.92239405255421,-8.881784197001252e-16,-8.881784197001252e-16,0.023355592034185087,false,0.0,26.92239405255421,-0.3020626730293354,0.3020626730293354,62.206109587283436,0.07230621232512356,62.27841579960856,99.88389843993819,-99.80868280154405,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,91.06441696801258,100.0,-31.06441696801297,-0.2523921715255961,-0.2523921715255961,-0.09885372049981682,true,0.0,31.06441696801297,-0.34112574375702315,0.34112574375702315,59.99999999999961,-3.227359338978103e-19,59.99999999999961,100.0,-100.0,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,93.0003302961875,100.0,-33.00033029618789,-0.6004240138342193,-0.6004240138342193,-0.5422241872011195,true,0.0,33.00033029618789,-0.35484100100600097,0.35484100100600097,59.99999999999961,-2.36672839653381e-18,59.99999999999961,100.0,-100.0,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.3,0.3,0.15,1.0,1.0,11.0,94.93624362436242,100.0,-34.93624362436281,-0.9300208570162981,-0.9300208570162981,-1.2542437328292813,true,0.0,34.93624362436281,-0.3679969028751156,0.3679969028751156,59.99999999999961,-2.581885523491429e-18,59.99999999999961,100.0,-100.0,100.0,0.08,0.6,0.27,1.0,false
