gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,0.25,2.593569306930693,18.21882160841143,-0.0002787342922800917,1.7763568394002505e-15,1.7763568394002505e-15,0.0002787342922800917,-1.0747131049678954e-5,1.0747131049678954e-5,25.93541433501465,75.87790459873223,101.81331893374687,25.473498562493223,2.448294171183285,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,0.5,4.7638863386338635,34.26383466693162,0.000473007507899581,3.552713678800501e-15,3.552713678800501e-15,0.000473007507899581,9.929025889295777e-6,9.929025889295777e-6,47.639336393846534,55.13758910097089,102.77692549481742,46.35217113616497,5.303457411664803,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,1.0,7.212271177117712,56.635336432388975,0.0034105924875831306,2.4868995751603507e-14,2.4868995751603507e-14,0.0034105924875831306,4.72887444721141e-5,4.72887444721141e-5,72.1261223636647,28.70285320589214,100.82897556955685,71.53313019024824,2.9740231351099267,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,1.5,8.094859435943594,70.96496295825959,0.006916589200841372,1.7763568394002505e-14,1.7763568394002505e-14,0.006916589200841372,8.544421624086085e-5,8.544421624086085e-5,80.95551094863677,14.801597534427117,95.75710848306389,84.54256005751782,-22.27884143015325,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,2.0,8.162666216621663,81.1099009492874,0.010126749226273546,-1.0658141036401503e-14,-1.0658141036401503e-14,0.010126749226273546,0.0001240617827255072,0.0001240617827255072,81.63678891544289,7.057172838778104,88.693961754221,92.04323191883776,-61.568960862662145,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,2.5,7.748904840484048,88.78152210798736,-0.013552135715158897,0.0,0.0,0.013552135715158897,-0.00017489098129526575,0.00017489098129526575,77.47549626912532,2.764504005835569,80.24000027496089,96.55470588688638,-87.72668184450953,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,3.0,7.016251575157516,94.81532592751952,0.019781545728065453,0.0,0.0,0.019781545728065453,0.0002819389458340703,0.0002819389458340703,70.18229729730322,0.6488895210420935,70.83118681834532,99.08389291470402,-97.82381115167733,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,3.5,6.065056455645564,99.72670659910297,-0.004589262322532761,1.4210854715202004e-14,1.4210854715202004e-14,0.004589262322532761,-7.566726470057697e-5,7.566726470057697e-5,60.64597529413311,0.001964793053296887,60.647940087186406,99.99676033011102,-99.99500738979563,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,4.0,4.948124762476248,103.78687015519093,0.032645871735027754,7.105427357601002e-15,7.105427357601002e-15,0.032645871735027754,0.0006597625020006649,0.0006597625020006649,49.51389349649751,0.4082419911857045,49.922135487683214,99.18224253189965,-99.1913775502625,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,4.5,3.705180468046805,107.19983749746991,-0.04304953479565654,7.105427357601002e-15,7.105427357601002e-15,0.04304953479565654,-0.0011618741696096174,0.0011618741696096174,37.00875514567239,1.5876106199543187,38.59636576562671,95.88663184094857,-97.47963288608473,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,5.0,2.3539653465346535,110.05672974366186,-0.023991567332259933,1.4210854715202004e-14,1.4210854715202004e-14,0.023991567332259933,-0.0010191979829940435,0.0010191979829940435,23.515661898014276,3.3152853717627337,26.83094726977701,87.64380050235071,-95.66540620729165,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,5.5,0.9163415841584158,112.46983030038481,0.09773146049171899,0.0,0.0,0.09773146049171899,0.010665396199549024,0.010665396199549024,9.261147302075877,5.431272382150908,14.692419684226785,63.03350640070735,-94.01439160771407,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,6.0,0.5005,120.130767585079,-42.41134813596959,2.842170943040401e-14,2.842170943040401e-14,42.41134813596959,-8.473795831362557,8.473795831362557,-37.406348135969594,15.174670586498713,-22.23167754947088,168.25697499764195,-88.95635406052513,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,6.5,0.5005,129.92745237534294,-118.14953493047672,4.263256414560601e-14,4.263256414560601e-14,118.14953493047672,-23.606300685409938,23.606300685409938,-113.14453493047672,35.943440608682984,-77.20109432179373,146.5582009224657,-83.13658822150568,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,7.0,0.5005,139.72413716560683,-214.58010751133827,-1.4210854715202004e-14,-1.4210854715202004e-14,214.58010751133827,-42.87314835391375,42.87314835391375,-209.57510751133827,67.60406996033511,-141.97103755100318,147.6182122258903,-78.1623042938428,100.0,0.08,0.6,0.27,1.0
0.02,0.0198,0.0002,0.015000000000000001,NaN,NaN,0.3,1.0,10.0,7.5,0.5005,149.5208219558708,-333.0970478087004,0.0,0.0,333.0970478087004,-66.55285670503505,66.55285670503505,-328.0920478087004,111.75978989166809,-216.33225791703228,151.66117663993052,-73.89351414871184,100.0,0.08,0.6,0.27,1.0
