gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
0.02,0.02,0.0,0.004,0.2,0.2,0.15,1.0,1.0,4.078757875787579,48.534817673801456,53.19533934038375,51.807073706296016,52.52329232450107,0.0008915488618939094,-0.00031781102438634357,0.0008981221744485364,48.53478149829613,48.53570922266335,60.042220474127866,60.04172241059048,108.57743163325384,44.70147110000196,16.66676350474663,100.0,0.08,0.6,0.27,1.0,0.0008915488618939094,1.836926364668631e-5,1.836926364668631e-5,-0.00031781102438634357,false,0.0
