gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,0.25,2.9411040604060408,7.754089990999258,2.548766677534786e-5,-4.440892098500626e-16,-4.440892098500626e-16,2.548766677534786e-5,2.8886733521230915e-6,2.8886733521230915e-6,8.823337668884898,93.13438492626544,101.95772259515034,8.65391796158517,2.1471751050073706,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,0.5,5.882278177817782,15.50836208854328,2.224224358826632e-5,-3.552713678800501e-15,-3.552713678800501e-15,2.224224358826632e-5,1.260409822855277e-6,1.260409822855277e-6,17.646856775696936,86.12020390159684,103.76706067729377,17.006222071353715,4.574276742581063,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,1.0,11.738503800380037,30.94900302953827,-0.00011673185090899096,3.552713678800501e-15,3.552713678800501e-15,0.00011673185090899096,-3.3147850553495507e-6,3.3147850553495507e-6,35.2153946692892,71.0384293260054,106.2538239952946,33.14270804112302,9.653256299656743,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,1.5,16.95026497649765,44.714419738620464,0.00015927672552606964,7.105427357601002e-15,7.105427357601002e-15,0.00015927672552606964,3.1322366886675894e-6,3.1322366886675894e-6,50.850954206218475,55.77181584965004,106.62277005586851,47.69239645487867,13.474870058833254,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,2.0,20.46089603960396,54.05790998973492,-0.00015397417418228088,1.4210854715202004e-14,1.4210854715202004e-14,0.00015397417418228088,-2.5084299645569384e-6,2.5084299645569384e-6,61.382534144637695,44.74385823623067,106.12639238086837,57.83908485680632,15.86430451913683,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,2.5,22.702300180018003,60.10216518076164,0.00032130632480686927,1.4210854715202004e-14,1.4210854715202004e-14,0.00032130632480686927,4.717676509414893e-6,4.717676509414893e-6,68.10722184637882,37.63921600044744,105.74643784682627,64.40616178961238,18.01799084152158,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,3.0,24.267096659665967,64.38764290149305,0.00033166803792994415,2.1316282072803006e-14,2.1316282072803006e-14,0.00033166803792994415,4.555798915453634e-6,4.555798915453634e-6,72.80162164703583,32.72598319122315,105.52760483825898,68.9882251744632,20.323288273017816,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,3.5,25.443314281428144,67.6630467192645,-0.0020820800241239112,-3.552713678800501e-15,-3.552713678800501e-15,0.0020820800241239112,-2.7277369097097612e-5,2.7277369097097612e-5,76.32786076426031,29.073022291123262,105.40088305538357,72.4167184862705,22.81535691218575,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,4.0,26.36932688268827,70.28806630621666,-0.0033517504344757754,1.4210854715202004e-14,1.4210854715202004e-14,0.0033517504344757754,-4.236930846948333e-5,4.236930846948333e-5,79.10462889763033,26.22209766192602,105.32672655955636,75.10404194789164,25.492375959536197,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,NaN,NaN,0.25,1.0,3.0,4.5,27.12012196219622,72.45762455637316,0.0023195644400288984,-1.4210854715202004e-14,-1.4210854715202004e-14,0.0023195644400288984,2.850975920219224e-5,2.850975920219224e-5,81.36268545102868,23.924079806272495,105.28676525730117,77.277220220598,28.366561305866767,100.0,0.08,0.6,0.27,1.0
