gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
0.02,0.02,0.0,0.0025,0.1,0.2,0.15,1.0,1.0,4.241524152415241,51.37781037968093,55.64076576105182,54.49427786925692,55.31478570437153,0.0013890780352525667,-0.00016731986750915647,0.0009839298747050266,51.3778101894665,51.37919945771618,58.516786103033404,58.51310025021651,109.8922997079327,46.75413982077883,20.34581824569035,100.0,0.08,0.6,0.27,1.0,0.0013890780352525667,2.7036536298205575e-5,2.7036536298205575e-5,-0.00016731986750915647,false,0.0
