gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,0.5,5.952389841180141,6.848420528115974,6.353919852754726,6.160546852430979,-3.631280547367055e-7,-6.100542209525553e-8,8.286817522608636e-16,-0.000614316214065254,5.952389478052086,95.30559798969394,101.25798746774602,5.878439446515878,1.3376070489876435,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,1.0,11.904754779976304,13.69520634602695,12.70781112812472,12.321067530770515,2.9106385035504445e-7,2.4449378062336183e-8,1.7538474265701111e-16,-0.0019436493858642568,11.904755071040155,90.29677485828498,102.20152992932513,11.648313953100883,2.4990337799735363,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,1.5,17.857143086211288,20.542398459578003,19.06172921941282,18.481612769870214,-9.357911778806738e-9,-5.240430528908411e-10,-5.730776738207838e-17,-0.0030334565515184623,17.857143076853376,84.93792949881748,102.79507257567086,17.371594405663892,3.4026970577440974,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,2.0,23.80915713479146,27.38930065138953,25.41521782150022,24.641764638837568,2.387812827464586e-7,1.0028968324860865e-8,-5.268922004728678e-16,-0.0026835459042326504,23.80915737357274,79.19703730570214,103.00619467927488,23.114296618476292,3.9456115402406233,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,3.0,35.66606934808064,49.78225354084556,38.06812595576064,36.912546393090636,2.8639981053402153e-8,8.030035710942004e-10,1.154362687287192e-5,0.0012341293156295427,35.66606937672062,39.5480291686242,75.21409854534483,47.419393526625036,-38.52695026485191,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,4.0,47.14809698201992,65.80183319470864,50.29082544560472,48.78929907485871,3.433970476862669e-7,7.283370266613782e-9,-3.645400762523534e-6,0.0012571686521297778,47.14809732541697,25.05201272199634,72.20011004741332,65.30197432449222,-52.5996010470138,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,5.0,55.324845002638604,77.1267620989021,58.72046451047871,57.19197911645909,1.7154103915117958e-7,3.10061490715425e-9,-4.27209067508191e-6,0.0010886512922392221,55.32484517417964,14.995659633221797,70.32050480740143,78.67526737145457,-66.43400634718128,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,6.0,59.09102740108098,82.19213135594025,62.088643163413956,60.958856095009956,6.1757035609844024e-6,1.0451169716625079e-7,2.9935765521277496e-6,0.0010333384987291324,59.09103357678454,10.875964587158837,69.96699816394337,84.45557924083754,-73.41422788675779,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,7.0,61.26455067657302,84.99979816754279,63.629124012694575,63.051740512732785,-1.0052273822225288e-5,-1.6407977715029878e-7,8.525159059759495e-6,0.003996993856535489,61.2645406242992,8.782270548880476,70.04681117317968,87.46228357609643,-77.32756835616696,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,8.0,62.751391041171026,86.82918968517788,64.38158385361073,64.42287470285203,1.4923922776688414e-5,2.3782616654500722e-7,0.00021314927067073256,2.1869642678500102e-5,62.7514059650938,7.50919694035077,70.26060290544457,89.31236478221443,-79.84032113181563,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,9.0,63.520613479343695,87.73815964510075,64.31052239666049,65.03974386975179,2.0298106697680396e-5,3.195514902305084e-7,0.004426276921261043,0.004084729157465496,63.52063377745039,7.2021749379174675,70.72280871536786,89.81633355809798,-80.2568528905377,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,10.0,65.03218282186769,89.39614066945326,65.09136062563888,66.43686988981659,-3.10665544418498e-5,-4.777104672458169e-7,-0.004855652321052564,0.0008047063558990457,65.03215175531325,5.718739108246672,70.75089086355992,91.9170783032612,-83.64572201231852,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.5,0.35,0.15,1.0,1.0,11.0,64.89855778170742,89.07206025467173,63.98421283395094,66.10478523444965,6.7584538925302695e-6,1.0413873780158541e-7,0.0021614311966209766,0.012518283932095552,64.89856454016132,6.617301279764899,71.51586581992622,90.74708639279153,-81.14806077564525,true,100.0,0.08,0.6,0.27,1.0
