gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,6.417716771677168,91.21193104058273,90.61633209748908,-1.3317170365579227,-1.3317170365579227,-2.21664786349263,true,0.0,90.61633209748908,2.017102150218181,2.017102150218181,135.54034949922925,0.34877507676915864,135.8891245759984,99.74333849168768,-100.98134959752359,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,6.580427914740194,91.65175923585188,85.71386500783144,-1.3449826385143797,-1.3449826385143797,-2.2777570174202397,true,0.0,85.71386500783144,1.8647117565695999,1.8647117565695999,131.77686041101282,-0.25313511330266814,131.52372529771014,100.19246346066437,-99.20339797566993,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,6.7257620498892,91.21193104058273,88.38290654696299,-1.3563070428099173,-1.3563070428099173,-2.2898472619667407,true,0.0,88.38290654696299,1.8772786508135535,1.8772786508135535,135.4632408961874,0.19403970266816875,135.65728059885555,99.85696329617431,-100.54715727543397,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,7.033807328101231,89.77090665427582,99.57153703734626,-1.3741753701895196,-1.3741753701895196,-2.2691227726530805,true,0.0,99.57153703734626,2.022305222126316,2.022305222126316,148.80818833405488,1.7821860916701089,150.59037442572497,98.81653385983901,-103.6514079962821,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,7.341852606313263,89.84173588464175,100.48596334858692,-1.380131084847231,-1.380131084847231,-2.280485089030109,true,0.0,100.48596334858692,1.955247318487804,1.955247318487804,151.87893159277976,1.6697898758158318,153.5487214685956,98.91253417166527,-103.2186281107767,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,7.649897884525294,89.9126097578423,101.39882485221924,-1.381967132277672,-1.381967132277672,-2.277554837706998,true,0.0,101.39882485221924,1.893560754158848,1.893560754158848,154.9481100438963,1.5945083971145944,156.5426184410109,98.98142217563874,-102.90184393210393,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,7.957943162737326,89.98348491387235,102.23951193301185,-1.3803823376533157,-1.3803823376533157,-2.262624967049965,true,0.0,102.23951193301185,1.8353542194481913,1.8353542194481913,157.94511407217314,1.5514249778823037,159.49653905005545,99.02729865668407,-102.6774043035793,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,8.265988440949357,90.05432505644882,102.94870210615348,-1.376046970477824,-1.376046970477824,-2.23790400271547,true,0.0,102.94870210615348,1.7792134054868218,1.7792134054868218,160.81062119279898,1.535736365025594,162.34635755782458,99.05403706733698,-102.52544100833401,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,8.57403371916139,90.12517944432089,103.50358850332796,-1.369401768714025,-1.369401768714025,-2.2049111385412377,true,0.0,103.50358850332796,1.7245356635351634,1.7245356635351634,163.5218245374577,1.543285735142002,165.0651102725997,99.06504425278405,-102.42953622062912,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.35,0.15,1.0,7.0,8.0,8.882078997373421,90.19598169793554,103.91033738109877,-1.3569563359494135,-1.3569563359494135,-2.156460333243357,true,0.0,103.91033738109877,1.671267944810585,1.671267944810585,166.0848903627127,1.5921253054704363,167.67701566818315,99.05048089082102,-102.40921229759468,100.0,0.08,0.6,0.27,1.0,false
