gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.02,0.0,0.0025,NaN,NaN,0.25,100.0,0.08,0.6,0.27,1.0,1.0,3.0,1.4040654065406541,16.47598804082907,42.94828396774378,49.42779708533565,49.43269215902093,0.004728036533720115,0.004728036533720115,9.56550935823209e-5,9.56550935823209e-5,-1.1013412404281553e-13,NaN,58.28040949741952,58.29358419403962,false,107.72627635306054,45.887311649955244,15.279192590908064,NaN,NaN,NaN
