gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,0.5,6.024102407990776,6.888689419595363,6.403376672301746,6.220674240695478,-2.4318189151273373e-7,-4.036815363400211e-8,-4.73855716718729e-16,-0.001897512388419288,6.024102164808885,95.29125063214099,101.31535279694987,5.9458926988903915,1.399670370009809,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,1.0,12.048181504917359,13.775334935662425,12.806726715475445,12.441324036536935,4.549191601199709e-7,3.775832559746047e-8,-1.901444719528451e-16,-0.004645408177857914,12.04818195983652,90.23371142582796,102.28189338566449,11.779388864466558,2.5944812017671293,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,2.0,24.192911715108906,34.5391307030997,25.723744742145218,24.983892657478183,-0.0038976173068441256,-0.00016110575497243657,9.992802584754424e-7,0.002358894596347001,24.189014097802062,50.62733627586798,74.81635037367005,32.331186935730095,-33.218997651367864,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,3.0,36.04666143930377,51.461591205698916,38.308364532697816,37.221328254720824,0.00020904481349504067,5.799283627057539e-6,-4.999856383392003e-6,0.003284716290358154,36.046870484117264,36.39063222778758,72.43750271190484,49.76271839116437,-43.09796486386178,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,4.0,47.53934453918892,67.86278115503022,50.4805239871896,49.08013588158633,-0.00470283141007144,-9.892503684384361e-5,-9.999369539618827e-6,0.004426429266783914,47.534641707778846,21.55216075245675,69.08680246023559,68.80422890484539,-58.92115968709164,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,5.0,54.99828199579757,78.48297441170466,58.04478015848415,56.70900691752154,1.6055513256674203e-6,2.9192754162577313e-8,7.105759084326792e-6,0.005273375193586157,54.998283601348895,12.495349474868949,67.49363307621785,81.48662487799633,-72.23361579327785,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,6.0,58.53492259914835,83.46128830595325,61.12844529947257,60.22481073323169,-6.085735186900365e-6,-1.0396759603794042e-7,-1.0557341810250003e-5,0.005231926803017212,58.534916513413165,8.72510696612157,67.26002347953474,87.02779672865209,-78.9579418815255,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,7.0,60.40548728823568,86.0532941933793,62.3088876410297,61.993505014468006,5.0440347152402865e-6,8.350292236153587e-8,4.429315332198745e-6,0.002971775254187746,60.4054923322704,6.9878661049406725,67.39335843721108,89.6312244010645,-82.35142569878211,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,8.0,61.76820187181928,87.91250682281799,62.90919321257924,63.22964867552364,-1.826898853352077e-5,-2.9576688295755124e-7,0.00011472173213754766,0.0019513463348981954,61.768183602830746,5.826296718817652,67.5944803216484,91.38051407290475,-84.76060708627739,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,9.0,62.92023412867603,89.46809789376098,63.26882823350681,64.2448629667838,-0.06713694412918869,-0.0010670167563567741,-3.112262389916713e-7,0.0020514499676183512,62.85309718454684,4.886170324410016,67.73926750895686,92.78679781448191,-86.84635876997702,false,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,10.0,64.50642564256425,91.64632010256723,64.12442012500216,65.71535289761476,-0.6341637951544783,-0.009831017434889903,5.3539193534866525e-6,0.002765754307097235,63.872261847409774,3.475741565242794,67.34800341265257,94.83913198740824,-90.37929927812655,false,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.75,0.35,0.15,1.0,1.0,11.0,63.2197732330727,91.11160102219777,61.69825155926099,64.17327121233727,-8.817789876047755e-6,-1.3947835345025927e-7,0.0476439318207732,-0.02759424538646201,63.219764415282825,4.289541117509956,67.50930553279278,93.64600023114399,-88.33737454554985,true,100.0,0.08,0.6,0.27,1.0
