gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,12.798029802980297,89.03424611931945,65.31597509345545,0.06276203349713674,0.06276203349713674,0.01679683198232657,false,0.0,65.31597509345545,1.0207192216140208,1.0207192216140208,129.30612410835693,15.890405185325045,145.19652929368198,89.05593318061736,-154.22213161512457,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,13.365574715366273,90.25113114526967,58.97972811036307,1.851948825985967e-7,1.851948825985967e-7,0.006286696462341853,false,0.0,58.97972811036307,0.8825617957536034,0.8825617957536034,125.80760168719443,12.669765186250476,138.4773668734449,90.85065995092944,-149.09315224179522,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,13.933119627752248,91.21193104058273,53.20379039005469,-0.06660602645833488,-0.06660602645833488,-0.00502625916356,true,0.0,53.20379039005469,0.763702484604846,0.763702484604846,122.86938852881593,10.18174829885043,133.05113682766637,92.34749244417334,-144.52129660581525,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,14.500664540138224,91.21193104058273,52.56835336472156,-0.1477498832777712,-0.1477498832777712,-0.024693888354655354,true,0.0,52.56835336472156,0.7250475068809566,0.7250475068809566,125.07167606541267,9.674778480546475,134.74645454595915,92.8200125835247,-138.58847910807685,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,15.068209452524199,91.21193104058273,52.72148357982353,-0.20452465275414905,-0.20452465275414905,-0.04604922938556365,true,0.0,52.72148357982353,0.6997710477271303,0.6997710477271303,128.06253084244452,9.307055504675287,137.3695863471198,93.22480634020603,-133.16541746334008,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,15.635754364910175,89.6361551061298,62.875742369673745,-0.21188163093448686,-0.21188163093448686,-0.04706354316749237,true,0.0,62.875742369673745,0.8042559495662038,0.8042559495662038,141.05451419422462,12.540359091169792,153.5948732853944,91.8354312074801,-130.54562777638205,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,16.20329927729615,89.75653406288885,64.93004678496882,-0.1920070355102005,-0.1920070355102005,-0.03814865706141797,true,0.0,64.93004678496882,0.8014422948534679,0.8014422948534679,145.94654317144958,12.413994881338107,158.3605380527877,92.1609290837342,-127.01834354548778,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,16.770844189682126,89.54317722883363,68.92771571311282,-0.13802568685696984,-0.13802568685696984,-0.01895561492056835,true,0.0,68.92771571311282,0.8219945869572743,0.8219945869572743,152.78193666152345,13.300007369377829,166.08194403090127,91.99190047600646,-125.19802836085239,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,17.338389102068103,89.99735952237197,68.90537475229034,-0.10608556592482961,-0.10608556592482961,-0.01118085896888192,true,0.0,68.90537475229034,0.7948301811276273,0.7948301811276273,155.59732026263086,12.583681607682134,168.181001870313,92.51777461916559,-122.63361174286689,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,21.580835422065594,102.97657951551216,2.601273479175738,-0.10282213510150032,-0.10282213510150032,-0.09811523124568003,true,0.0,2.601273479175738,-0.15833910143880495,0.15833910143880495,110.50545058950448,-15.239829147739746,95.26562144176474,115.99719701304394,45.065925710651335,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.275,0.15,1.0,5.0,11.0,23.581383138313832,92.55548279434224,53.31605880619978,0.5609860459890786,0.5609860459890786,0.11367468191667061,false,0.0,53.31605880619978,0.4521877151436003,0.4521877151436003,171.22297449776894,12.148799994391464,183.3717744921604,93.37477099295299,-117.05741732925242,100.0,0.08,0.6,0.27,1.0,false
