gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,59.368084176838735,66.02911420282034,1.5194345956540403,1.8752360775309285e-15,0.02706660346098721,0.049660509353687696,false,0.0,1.5194345956540403,0.025593458450303457,0.025593458450303457,60.887518772492776,44.78225975518457,105.66977852767735,57.62056060006309,14.496085008510985,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,61.1890570636011,68.16186468146324,1.4011917938967429,-1.4710455076283324e-15,0.004079845470641934,-0.01576966996451358,true,0.0,1.4011917938967429,0.022899385300876866,0.022899385300876866,62.59024885749784,41.58169993299933,104.17194879049717,60.08359216104776,11.152035667399328,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,63.01002995036346,70.29149729134079,1.17090460924355,-5.551115123125783e-16,-0.0007306311859018311,0.0010683700638272342,false,0.0,1.17090460924355,0.018582828958594963,0.018582828958594963,64.18093455960701,38.27007296181718,102.45100752142419,62.64548891448014,6.842745591737853,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,64.83100283712582,72.43492124738322,0.8398055493611736,-7.632783294297951e-17,0.010362345485144624,0.0381922865264443,false,0.0,0.8398055493611736,0.012953764597333274,0.012953764597333274,65.670808386487,34.86242184759855,100.53323023408555,65.32248912481623,1.5532851460319463,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,66.65197572388819,51.09402663569419,1.1526437910367093,3.1236033995896834e-17,-0.06479412021260866,0.00916957114835739,false,0.0,1.1526437910367093,0.01729346772572264,0.01729346772572264,67.8046195149249,34.05385788775145,101.85847740267634,66.56747797915082,5.77249709329537,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,68.42613092955507,76.14219265343426,2.9243625090810688e-5,-6.95168612369267e-18,-0.00012192065327704463,0.03062703108811103,false,0.0,2.9243625090810688e-5,6.407040288435506e-6,6.407040288435506e-6,68.42616017318018,28.01814570393831,96.4443058771185,70.94888552608096,-11.261519480634064,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,68.47294861065053,76.70566831929081,-0.02865515063854218,-1.2034644114589099e-17,0.0013764337259526281,0.03071060750206988,false,0.0,0.02865515063854218,-0.00041848863266398105,0.00041848863266398105,68.44429346001199,27.869680284732684,96.31397374474467,71.06372086921252,-11.68101322841344,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,70.2939214974129,78.84435467034227,-0.6033267433112286,-2.3592239273284576e-16,0.001995868321279834,0.002466209629212353,false,0.0,0.6033267433112286,-0.008582914858910433,0.008582914858910433,69.69059475410167,24.343864447538515,94.03445920164017,74.11176216227562,-19.68214404064268,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,72.11489438417526,80.98205741417455,-1.2913182442181323,8.237903631816423e-17,0.0005673283973919999,0.009218000248070625,false,0.0,1.2913182442181323,-0.017906401378596438,0.017906401378596438,70.82357613995713,20.8513835674344,91.67495970739152,77.25509382934236,-28.533449927047506,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,1.0,8.0,73.93586727093762,83.12224342712851,-2.071149437234098,1.1032841307212493e-15,-0.007972960011933455,0.011604718028675718,false,0.0,2.071149437234098,-0.028012783425456836,0.028012783425456836,71.86471783370352,17.44301489967209,89.30773273337562,80.46863987495074,-38.00305681466652,100.0,0.08,0.6,0.27,1.0,false
