gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,9.033428342834284,52.13634836415722,0.6766595441005379,-0.3109652049482839,-0.3109652049482839,-0.26760028976083416,true,0.0,0.6766595441005379,0.01498123455282167,0.01498123455282167,45.84380125827196,26.412855363924674,72.25665662219663,63.44578257747554,-51.22838017142213,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,9.55117748616967,52.77763998503955,0.550842158548825,-0.3722069954039778,-0.3722069954039778,-0.36278893611698987,true,0.0,0.550842158548825,0.011534539261707938,0.011534539261707938,48.30672958939718,26.89087797764708,75.19760756704426,64.23971606587104,-47.979925115878366,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,9.810052057837364,54.049678519340794,0.5939453421175216,-0.36694702775210564,-0.36694702775210564,-0.3645713591659062,true,0.0,0.5939453421175216,0.012108913155929928,0.012108913155929928,49.644205631304345,25.921464790103684,75.56567042140803,65.69677123812026,-48.523372304860104,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,10.068926629505055,53.92428555723592,0.4134544682537111,-0.4139911294024023,-0.4139911294024023,-0.44015907998094583,true,0.0,0.4134544682537111,0.008212483484429456,0.008212483484429456,50.75808761577899,26.692547466194892,77.45063508197389,65.53605088203156,-45.79303245186674,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,10.327801201172749,55.164201376935026,0.36258340315097826,-0.40873737378242286,-0.40873737378242286,-0.44266342006085296,true,0.0,0.36258340315097826,0.0070215023718660655,0.0070215023718660655,52.00158940901472,25.718863582621392,77.72045299163611,66.90850015324908,-46.417259934328484,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,10.586675772840442,56.40449710830114,0.2545403305199656,-0.4039911175894348,-0.4039911175894348,-0.44584758439175365,true,0.0,0.2545403305199656,0.0048086922841818844,0.0048086922841818844,53.18791919472218,24.74290331721545,77.93082251193763,68.25017044645554,-47.14419249992875,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,10.845550344508135,59.88495444516812,0.17278030930228283,-0.32389932988755243,-0.32389932988755243,-0.3360606818808802,true,0.0,0.17278030930228283,0.0031861971742129925,0.0031861971742129925,54.40053203184296,21.225066816351177,75.62559884819413,71.93401819011446,-53.45325776350497,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,11.104424916175828,67.27682693251457,-0.07266751931721416,-0.1532537861405156,-0.1532537861405156,-0.10993602771719153,true,0.0,0.07266751931721416,-0.0013088029297466687,0.0013088029297466687,55.44945706156193,14.522054209219784,69.97151127078172,79.24576167431756,-67.40319365066547,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,11.622174059511213,44.667476783836655,0.45064805209947423,-1.291802854483283,-1.291802854483283,-1.944288262392551,true,0.0,0.45064805209947423,0.007754969935778554,0.007754969935778554,58.561518349655536,47.652044933644056,106.21356328329959,55.13563102431327,14.994669292493112,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,12.135884719143746,44.4396086545083,-1.0207913896005671e-5,-1.4200006732775492,-1.4200006732775492,-2.225482528942897,true,0.0,1.0207913896005671e-5,1.600610725539613e-5,1.600610725539613e-5,60.679413387804836,49.51374655581869,110.19315994362353,55.066406498233945,25.923214330841525,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.0025,0.5,0.3,0.15,1.0,5.0,1.0,12.1399232028466,44.818364739800714,-0.016896157881959084,-1.4052047025057328,-1.4052047025057328,-2.2034038667554343,true,0.0,0.016896157881959084,-0.0002783569154374425,0.0002783569154374425,60.68271985635104,49.03418244417703,109.71690230052806,55.30845164597669,24.714075503255973,100.0,0.08,0.6,0.27,1.0,false
