gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,0.25,3.023552305230523,27.699574376249128,0.00042870374710801684,7.638334409421077e-14,7.638334409421077e-14,0.00042870374710801684,1.4178810347232654e-5,1.4178810347232654e-5,30.23595175605234,52.07574569636829,82.31169745242063,36.73348101408053,-25.354466939372188,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,0.5,5.649614911491149,52.46594183373523,-0.00044076384582325545,1.7674750552032492e-13,1.7674750552032492e-13,0.00044076384582325545,-7.801661754445509e-6,7.801661754445509e-6,56.495708351065666,30.757671096454654,87.25337944752032,64.74902027725557,-29.29968531688969,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,1.0,7.6717771277127715,78.16371993687781,0.0036137945308780672,4.3876013933186186e-13,4.3876013933186186e-13,0.0036137945308780672,4.7105051029492925e-5,4.7105051029492925e-5,76.72138507165859,10.065675286864892,86.78706035852348,88.40187091798838,-56.759990584276295,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,1.5,7.71026097609761,89.22328445054052,0.009698041707324023,7.425171588693047e-13,7.425171588693047e-13,0.009698041707324023,0.00012578097858670004,0.00012578097858670004,77.11230780268342,3.274530419767153,80.38683822245056,95.92653412900046,-85.69305113186087,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,2.0,7.092159165916591,95.43768794127111,0.009672975123663718,1.0551559626037488e-12,1.0551559626037488e-12,0.009672975123663718,0.0001363897072438811,0.0001363897072438811,70.93126463428958,0.7329565497984767,71.66422118408805,98.9772350306917,-97.47853994823912,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,2.5,6.1754674967496745,99.44869888492534,0.007596450598413185,1.4033219031261979e-12,1.4033219031261979e-12,0.007596450598413185,0.00012301013004135174,0.00012301013004135174,61.76227141809516,0.012836150674672808,61.77510756876983,99.97922116014063,-99.96643066638444,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,3.0,5.094999449944995,102.25115019731867,0.03968366779466237,1.7479351299698465e-12,1.7479351299698465e-12,0.03968366779466237,0.0007788748199980825,0.0007788748199980825,50.989678167244605,0.24964328166535665,51.23932144890996,99.51278964161484,-99.4906312133243,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,3.5,3.9140413541354135,104.31205246385787,0.014168324070695348,2.0961010704922955e-12,2.0961010704922955e-12,0.014168324070695348,0.00036198708160621975,0.00036198708160621975,39.15458186542483,1.0467108129087137,40.201292678333544,97.39632548315333,-98.2797212263483,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,4.0,2.665516501650165,105.87435746190664,-0.023928555893935055,2.4016344468691386e-12,2.4016344468691386e-12,0.023928555893935055,-0.0008977080381652633,0.0008977080381652633,26.631236460607717,2.184915875644478,28.816152336252195,92.417739016129,-97.0220080450567,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,4.5,1.3678267326732674,107.07385840846071,0.11951938647981919,2.7782220968219917e-12,2.7782220968219917e-12,0.11951938647981919,0.008737903977518531,0.008737903977518531,13.797786713212492,3.518339142452767,17.31612585566526,79.68171881066755,-95.9185048639673,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,5.0,0.5005,111.44914941683791,-37.00146121934689,3.105071755271638e-12,3.105071755271638e-12,37.00146121934689,-7.392899344524856,7.392899344524856,-31.996461219346894,10.560550160056131,-21.435911059290763,149.26569312051222,-91.9993687236001,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,5.5,0.5005,122.22472898539242,-193.87895407297398,3.410605131648481e-12,3.410605131648481e-12,193.87895407297398,-38.73705376083397,38.73705376083397,-188.873954072974,48.78271994655186,-140.09123412642214,134.82210735793007,-83.11280083969474,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,6.0,0.5005,133.00030855394684,-441.45810573522687,3.709033080667723e-12,3.709033080667723e-12,441.45810573522687,-88.20341772931607,88.20341772931607,-436.45310573522687,130.3773530404502,-306.07575269477667,142.5964330374332,-75.69641192369207,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,6.5,0.5005,143.77588812250136,-804.3423227629723,4.007461029686965e-12,4.007461029686965e-12,804.3423227629723,-160.7077567957987,160.7077567957987,-799.3373227629723,275.1873049942273,-524.1500177687451,152.50163038545196,-69.40110256418713,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,7.0,0.5005,154.551467691056,-1309.826259570737,4.362732397567015e-12,4.362732397567015e-12,1309.826259570737,-261.70354836578167,261.70354836578167,-1304.8212595707369,507.5842877595344,-797.2369718112025,163.6679313311799,-63.868407863173005,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,7.5,0.5005,165.32704725961042,-1988.013710968937,4.689582056016661e-12,4.689582056016661e-12,1988.013710968937,-397.2055366571303,397.2055366571303,-1983.0087109689368,856.8173976351934,-1126.1913133337434,176.0809808680595,-58.86635552106576,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,8.0,0.5005,176.10262682816492,-2871.9206665607753,4.973799150320701e-12,4.973799150320701e-12,2871.9206665607753,-573.810322989166,573.810322989166,-2866.915666560775,1357.345354775611,-1509.5703117851642,189.9160075008671,-54.250625655665004,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,8.5,0.5005,186.87820639671938,-3997.560223685304,5.300648808770347e-12,5.300648808770347e-12,3997.560223685304,-798.7133314056554,798.7133314056554,-3992.555223685304,2049.154511907035,-1943.400711778269,205.44168783554673,-49.92970406244653,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,9.0,0.5005,197.653785965274,-5404.01564249211,5.5564441936439835e-12,5.5564441936439835e-12,5404.01564249211,-1079.723405093329,1079.723405093329,-5399.01064249211,2978.0642966043865,-2420.946345887723,223.0124038751622,-45.843634605974316,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,9.5,0.5005,208.42936553382836,-7133.504914089251,5.8832938520936295e-12,5.8832938520936295e-12,7133.504914089251,-1425.2757071107396,1425.2757071107396,-7128.4999140892505,4196.021446613157,-2932.478467476093,243.08788600328793,-41.951698187965846,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,10.0,0.5005,219.20494510238294,-9231.439028505907,6.153300091682468e-12,6.153300091682468e-12,9231.439028505907,-1844.443362338843,1844.443362338843,-9226.434028505908,5761.384161328943,-3465.0498671769647,266.2713202457557,-38.22521937409859,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,10.5,0.5005,229.98052467093734,-11746.475429138767,6.480149750132114e-12,6.480149750132114e-12,11746.475429138767,-2346.948137690064,2346.948137690064,-11741.470429138768,7739.197108272226,-4002.2733208665422,293.37002967594907,-34.64327631787957,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,11.0,0.5005,240.75610423949195,-14730.567687123374,6.792788553866558e-12,6.792788553866558e-12,14730.567687123374,-2943.1703670576176,2943.1703670576176,-14725.562687123374,10201.458078512538,-4524.104608610836,325.4912067925189,-31.19007828705932,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,11.5,0.5005,251.53168380804652,-18239.012131070383,7.119638212316204e-12,7.119638212316204e-12,18239.012131070383,-3644.158267946131,3644.158267946131,-18234.007131070382,13227.376969891042,-5006.630161179341,364.1972053868516,-27.853322651572476,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,12.0,0.5005,262.3072633766008,-22330.491967592636,7.503331289626658e-12,7.503331289626658e-12,22330.491967592636,-4461.636756761766,4461.636756761766,-22325.486967592635,16903.627684465966,-5421.859283126669,411.7681002358662,-24.623141031926664,100.0,0.08,0.6,0.27,1.0
0.02,0.015,0.005,0.0025,NaN,NaN,0.2,1.0,10.0,12.5,0.5005,273.08284294515545,-27067.119290917493,7.759126674500294e-12,7.759126674500294e-12,27067.119290917493,-5408.0158423411585,5408.0158423411585,-27062.114290917492,21324.59345150208,-5737.520839415411,471.66912414517384,-21.49140813153625,100.0,0.08,0.6,0.27,1.0
