gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,0.25,2.9411040604060408,12.267460773569658,6.710902559703413e-5,2.042810365310288e-14,2.042810365310288e-14,6.710902559703413e-5,4.563526092155287e-6,4.563526092155287e-6,14.7055874110558,88.34399994532512,103.04958735638093,14.270399123675109,3.575365916496409,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,0.5,5.882278177817782,24.53520701618709,6.829448495082602e-5,4.440892098500626e-14,4.440892098500626e-14,6.829448495082602e-5,2.322042000950116e-6,2.322042000950116e-6,29.41145918357386,76.93165930360476,106.34311848717863,27.6571343797106,8.986045629806494,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,1.0,11.731063056305631,48.933935172466434,-4.827625958370163e-5,7.993605777301127e-14,7.993605777301127e-14,4.827625958370163e-5,-8.230500399152211e-7,8.230500399152211e-7,58.65526700526857,53.71263740315249,112.36790440842105,52.19930665617436,29.914099118736857,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,1.5,16.186908640864086,67.6566991639888,0.0005153444539587326,1.2434497875801753e-13,1.2434497875801753e-13,0.0005153444539587326,6.367422778401776e-6,6.367422778401776e-6,80.93505854877439,33.760086410785746,114.69514495956014,70.56537447797893,77.07941300084846,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,2.0,18.185108460846084,76.36502149951336,-0.0016749533331932298,1.8474111129762605e-13,1.8474111129762605e-13,0.0016749533331932298,-1.8421153074775785e-5,1.8421153074775785e-5,90.92386735089723,23.846894078787187,114.77076142968441,79.22215224354223,162.74289943464612,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,2.5,19.1975897089709,81.05672709173827,0.000639522862030617,2.5224267119483557e-13,2.5224267119483557e-13,0.000639522862030617,6.6625328671523025e-6,6.6625328671523025e-6,95.98858806771652,18.571788765303435,114.56037683301996,83.788645534596,362.9738625405025,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,3.0,19.804890439043906,84.0973987080085,0.0068579082355171295,3.019806626980426e-13,3.019806626980426e-13,0.0068579082355171295,6.925469501206894e-5,6.925469501206894e-5,99.03131010345504,15.233438163005513,114.26474826646056,86.6682958706724,1472.581505943115,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,3.5,20.2022901790179,86.28276348991687,-0.0037538399272420975,3.694822225952521e-13,3.694822225952521e-13,0.0037538399272420975,-3.716251864494884e-5,3.716251864494884e-5,101.00769705516225,12.880925465898795,113.88862252106105,88.68989265058784,-1378.253756911573,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,4.0,20.47049699969997,87.9416915610245,-0.008640276572833727,4.192202140984591e-13,4.192202140984591e-13,0.008640276572833727,-8.441687149032449e-5,8.441687149032449e-5,102.34384472192703,11.126649259392046,113.47049398131907,90.19423563871692,-574.7178494932081,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,4.5,20.65099504950495,89.24322297988545,0.023507180104658687,5.044853423896711e-13,5.044853423896711e-13,0.023507180104658687,0.00022766147634345788,0.00022766147634345788,103.27848242762941,9.77485384548389,113.0533362731133,91.3537679048499,-398.15178398109754,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,5.0,20.776887638763878,90.3222474749987,-0.014785620801930577,5.471179065352771e-13,5.471179065352771e-13,0.014785620801930577,-0.00014232758109876604,0.00014232758109876604,103.86965257301746,8.657222919522638,112.5268754925401,92.30652865670605,-323.72093504952426,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,5.5,20.856515601560158,91.21275236768408,-0.022581794989335435,6.323830348264892e-13,6.323830348264892e-13,0.022581794989335435,-0.00021654427250203018,0.00021654427250203018,104.25999621281146,7.74744073555393,112.00743694836538,93.08310149162199,-281.86496767894715,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,6.0,20.8998399339934,91.95532683304262,0.02573130023280612,6.821210263296962e-13,6.821210263296962e-13,0.02573130023280612,0.0002462344239388589,0.0002462344239388589,104.5249309701998,7.001027878472243,111.52595884867205,93.72251272192887,-254.72120844670263,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,6.5,20.91766171617162,92.59398322961795,0.07207831715633972,7.460698725481052e-13,7.460698725481052e-13,0.07207831715633972,0.0006891622795545581,0.0006891622795545581,104.66038689801444,6.363237035418166,111.0236239334326,94.2685738314276,-236.53881479516713,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,7.0,20.923542304230423,93.18398151869249,-0.0852469854445701,8.384404281969182e-13,8.384404281969182e-13,0.0852469854445701,-0.0008148427661537449,0.0008148427661537449,104.53246453570755,5.759348487546589,110.29181302325414,94.77808159130335,-227.0688042272242,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,7.5,20.9007800280028,93.65726555325901,0.03555344584607667,8.881784197001252e-13,8.881784197001252e-13,0.03555344584607667,0.0003402116648129139,0.0003402116648129139,104.53945358586007,5.30003959108484,109.83949317694491,95.17474139966507,-216.7550122683028,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,8.0,20.865636513651364,94.08009838423591,0.13412766892155048,9.450218385609332e-13,9.450218385609332e-13,0.13412766892155048,0.0012856321812545455,0.0012856321812545455,104.46231023717837,4.889817018253098,109.35212725543147,95.52837503852928,-209.58039128505436,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,8.5,20.82905285528553,94.4970629007403,-0.059010790671635505,9.947598300641403e-13,9.947598300641403e-13,0.059010790671635505,-0.000566620009864357,0.000566620009864357,104.086253485756,4.466394062705454,108.55264754846147,95.8855042566221,-209.30291227097283,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,9.0,20.779107860786077,94.85958249963907,-0.164652977294935,1.0942358130705543e-12,1.0942358130705543e-12,0.164652977294935,-0.001584793518548165,0.001584793518548165,103.73088632663544,4.106245645293512,107.83713197192895,96.19217836175167,-210.06086183806553,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,9.5,20.71076102610261,95.14711808027856,0.062337820576303216,1.1510792319313623e-12,1.1510792319313623e-12,0.062337820576303216,0.0006019848377153919,0.0006019848377153919,103.61614295108934,3.841223870851209,107.45736682194055,96.42535083032864,-206.22433689171666,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,10.0,20.646834633463346,95.45266612617382,-0.1030548559299973,1.2079226507921703e-12,1.2079226507921703e-12,0.1030548559299973,-0.0009982630050513527,0.0009982630050513527,103.13111831138673,3.5369796346318196,106.66809794601855,96.68412608573767,-212.96218420649015,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,10.5,20.566186568656867,95.6900765206944,0.11667817916011813,1.2789769243681803e-12,1.2789769243681803e-12,0.11667817916011813,0.0011346603199441669,0.0011346603199441669,102.94761102244445,3.3205938822105168,106.26820490465497,96.87527056169831,-212.653734055342,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,11.0,20.48211816181618,95.91354966834275,0.2800658891488723,1.3642420526593924e-12,1.3642420526593924e-12,0.2800658891488723,0.0027347356063103434,0.0027347356063103434,102.69065669822977,3.1145776548764417,105.80523435310621,97.05631042365816,-215.7552970962655,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,11.5,20.405750525052504,96.16840199754529,-0.06963975716489301,1.4352963262354024e-12,1.4352963262354024e-12,0.06963975716489301,-0.0006825503142302465,0.0006825503142302465,101.95911286809762,2.856401928617373,104.815514796715,97.27482908025856,-245.80078438211982,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,12.0,20.32220217021702,96.39399425875324,-0.3219019167783017,1.4921397450962104e-12,1.4921397450962104e-12,0.3219019167783017,-0.003167982623950681,0.003167982623950681,101.28910893430681,2.6338817943699553,103.92299072867677,97.46554465388076,-304.31801566764153,100.0,0.08,0.6,0.27,1.0
0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.15,1.0,5.0,12.5,20.217231673167316,96.53229534218322,0.23032949815747372,1.5205614545266144e-12,1.5205614545266144e-12,0.23032949815747372,0.0022785463596697196,0.0022785463596697196,101.31648786399406,2.5262361498536023,103.84272401384766,97.56724780301727,-291.8920955480232,100.0,0.08,0.6,0.27,1.0
