gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,53.585250630326186,59.198246967282664,0.21667089074581014,-7.355227538141662e-16,-0.00928102410319883,-0.006776517769371165,true,1.9338383556237735e-7,0.21667089074581014,0.004043480028498491,0.004043480028498491,53.801921521071996,54.07848894278879,107.88041046386078,49.87181758925109,17.057874966499355,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,54.6627570651802,60.45849869876486,0.17196405856962826,-6.800116025829084e-16,-0.00996698895121649,-0.007696005641843708,true,4.723991864177005e-9,0.17196405856962826,0.003145908984513483,0.003145908984513483,54.83472112374983,52.59806821604826,107.43278933979809,51.04095449882963,16.456865815361034,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,55.74026350003421,61.71880071100894,0.12686017672801597,-6.938893903907228e-18,-0.010623850048595215,-0.008530917228879081,true,-3.4872812224807733e-6,0.12686017672801597,0.0022759163441690247,0.0022759163441690247,55.867123676762226,51.091053459890986,106.9581771366532,52.232681195926325,15.766425658935468,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,56.817769934888226,62.979504881069076,0.08224018604843764,-6.175615574477433e-16,-0.01146832953282987,-0.009160080395632942,true,-3.3830065109657164e-7,0.08224018604843764,0.0014474377671401548,0.0014474377671401548,56.90001012093666,49.55444366023486,106.45445378117152,53.45009823440614,14.975534331405726,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,57.895276369742234,64.2402232452495,0.03816002452397527,-1.2073675392798577e-15,-0.012194313780738486,-0.01637104468904049,true,5.474741062193048e-7,0.03816002452397527,0.0006591215538944868,0.0006591215538944868,57.93343639426621,47.98733603232091,105.92077242658712,54.69506600739664,14.074770837188378,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,58.82817999501074,65.33163451769947,-1.0634713166488355e-6,-3.9088921234557946e-16,-0.004671184650991347,-0.009009375198758902,true,-2.9237247419275896e-7,1.0634713166488355e-6,4.944585187257808e-11,4.944585187257808e-11,58.828178931539426,46.603396693398274,105.4315756249377,55.79749575289931,13.192459026541648,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,1.0,5.0,58.97278280459625,65.50079445172044,-0.005946125036089711,-8.326672684688674e-17,-0.002234295100865341,-0.005223281901326352,true,-3.6739401225903237e-7,0.005946125036089711,-0.00010082829321098748,0.00010082829321098748,58.96683667956016,46.38644575224917,105.35328243180933,55.970573786086696,13.046233823124975,100.0,0.08,0.6,0.27,1.0,false
