gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
0.02,0.02,0.0,0.004,0.5,0.275,0.15,1.0,1.0,2.682118211821182,31.141912005113387,35.285911666373124,33.17950694249245,33.25261736459324,-0.06817005686789557,0.0004769787331574243,0.0011469060734472611,31.1418243306314,31.07374194824549,73.82705258036738,73.7941331968791,104.8678751451246,29.631325994965714,7.062439312271196,100.0,0.08,0.6,0.27,1.0,0.06817005686789557,-0.0021890132133409886,0.0021890132133409886,0.0004769787331574243,false,0.0
