gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,0.5,5.952389841180141,6.587993497551964,6.353919852754726,6.4060346359207125,-3.6312805740124077e-7,-6.100542254289679e-8,-3.645344480129384e-16,0.00012547011925285046,5.952389478052083,95.43270837111801,101.3850978491701,5.871069421767893,1.47276240351355,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,1.0,11.904754779976304,13.175485935951837,12.70781112812472,12.812041536140564,2.9106385035504445e-7,2.4449378062336183e-8,-2.675309339688664e-16,-0.0010070357360298379,11.904755071040155,90.83328306924795,102.73803814028811,11.587485303918585,3.1080430532840486,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,1.5,17.857143086211288,19.762813960321324,19.06172921941282,19.218074462474764,-9.371724729589914e-9,-5.248165781247762e-10,8.794829910603173e-16,-0.0023502841238730605,17.857143076839563,86.16315623703579,104.02029931387536,17.166979132560122,4.894277438677475,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,2.0,23.809401527463883,26.349772857075514,25.415498280729807,25.623962748187132,2.919054296057766e-7,1.2260091009388324e-8,2.6304808165489408e-17,-0.0038641550476558226,23.809401819369313,81.3735898400192,105.18299165938852,22.63617096618692,6.802665661058094,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,2.5,29.585935728607364,32.73208507765916,31.567610375362456,31.83413342863637,4.017830050884186e-7,1.3580202727876705e-8,-4.0262061903167724e-16,-0.004834281572925143,29.58593613039037,76.56421383920909,106.15014996959945,27.87177986923574,8.734263628056027,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,3.0,34.984626580518174,38.67434078002853,37.286118411495266,37.62347090229242,-3.8322809103874533e-7,-1.095418555223776e-8,8.764762694438283e-16,-0.005266913238472819,34.98462619729008,71.94620978800495,106.93083598529503,32.71706040164234,10.66030321740017,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,3.5,41.5958776242191,46.0295091276289,44.39613174050481,44.76332994785679,6.275331969618492e-7,1.508642761744422e-8,-4.8060655031823984e-17,-0.006933358759575091,41.595878251752296,65.7658483920164,107.36172664376869,38.74367481977018,12.604806687277282,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,4.0,47.613907937088115,52.693570981287664,50.825379040424984,51.242473427038455,-4.835164304495265e-7,-1.0154941095958622e-8,1.6951600680831763e-16,-0.007849805085659241,47.613907453571684,59.86079370385068,107.47470115742237,44.30243298265118,14.268483855324288,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,4.5,53.57093475809456,59.28636559714419,57.18462018115779,57.653672624130095,3.80258278198653e-7,7.098219956693887e-9,7.325135379976422e-16,-0.008980766725609737,53.57093513835284,53.457249673970104,107.02818481232293,50.05311005908495,15.137467948721461,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,1.0,5.0,59.52318374368862,65.87426908021307,63.53837839138549,64.05955037834809,2.3314984076705514e-7,3.916958504286602e-9,1.20813778874614e-15,0.001010530167659378,59.52318397683846,46.22059111471354,105.74377509155201,56.29001227287736,14.190283860927488,true,100.0,0.08,0.6,0.27,1.0
