comb_num,m,m_comb_num,gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
26,1.0,26,0.02,0.02,0.0,0.001,0.1,0.225,0.15,1.0,4.078757875787579,50.327048203818826,54.69165831818883,53.04090189349365,53.89560655186168,0.0011036002337192485,-0.00011524445495643203,0.0012985155586265778,50.32704913691244,50.328151804052546,59.316302031605,59.31381358866138,109.64196539271393,45.90227074440698,19.411328031680885,100.0,0.08,0.6,0.27,1.0,0.0011036002337192485,2.1928570681312225e-5,2.1928570681312225e-5,-0.00011524445495643203,false,0.0
27,1.0,27,0.02,0.02,0.0,0.0025,0.1,0.225,0.15,1.0,4.07980798079808,49.42877688742365,54.0098152940099,52.42779840400132,53.18445267598548,0.0009409851636164035,-5.895377066547519e-5,0.0012211384003667164,49.42877733480256,49.42971787258727,59.5456638792434,59.54481977803743,108.9745376506247,45.358960852910684,17.746663204316704,100.0,0.08,0.6,0.27,1.0,0.0009409851636164035,1.9037192964728646e-5,1.9037192964728646e-5,-5.895377066547519e-5,false,0.0
28,1.0,28,0.02,0.02,0.0,0.003,0.1,0.225,0.15,1.0,4.07980798079808,49.132732681562736,53.78399185555646,52.224386312717016,52.94905942173672,0.000871397951627273,-6.82433824499445e-5,0.0012160186087731956,49.13273287747927,49.13360407951436,59.62087815860717,59.62025701558106,108.75386109509543,45.17872155044819,17.20951708231788,100.0,0.08,0.6,0.27,1.0,0.000871397951627273,1.7735588966218212e-5,1.7735588966218212e-5,-6.82433824499445e-5,false,0.0
29,1.0,29,0.02,0.02,0.0,0.004,0.1,0.225,0.15,1.0,4.075607560756076,48.50162662868761,53.28596612183099,51.77198923030855,52.43314157141473,0.0007153648662878709,-0.00011920078586576868,0.0012037919071661342,48.50162589427448,48.5023419935539,59.81492638159096,59.814017454033674,108.31635944758757,44.778408581044815,16.14900515776192,100.0,0.08,0.6,0.27,1.0,0.0007153648662878709,1.4749296384726792e-5,1.4749296384726792e-5,-0.00011920078586576868,false,0.0
30,1.0,30,0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,4.07035703570357,47.87197698916837,52.78480152458617,51.31544128989014,51.91453114227874,0.0006023695564394416,-0.00012353268654252548,0.001194597380200815,47.87197667838695,47.872579358724806,60.01213524663662,60.011667801899485,107.88424716062428,44.37402180454516,15.12495163511205,100.0,0.08,0.6,0.27,1.0,0.0006023695564394416,1.2582926261343566e-5,1.2582926261343566e-5,-0.00012353268654252548,false,0.0
31,1.0,31,0.02,0.02,0.0,0.001,0.2,0.225,0.15,1.0,3.814131413141314,47.23878771212116,51.83791873906986,49.799895534298976,50.59619759277447,-0.005944226593982194,-0.00018118537910059645,0.001195525992957196,47.23887497519453,47.23284348552718,61.456427596015054,61.44429621252416,108.67713969805133,43.46161816253073,16.444205583962802,100.0,0.08,0.6,0.27,1.0,0.005944226593982194,-0.00012583359738626283,0.00012583359738626283,-0.00018118537910059645,false,0.0
32,1.0,32,0.02,0.02,0.0,0.0025,0.2,0.225,0.15,1.0,3.810981098109811,46.30210232771047,51.070709672661344,49.121715874163705,49.82605267029349,-0.004351138622745054,-0.00017190141660899626,0.0011227133540770448,46.30220926942933,46.29775118908773,61.78246236197133,61.77248353946586,108.07023472855359,42.84042808399236,15.027740750613994,100.0,0.08,0.6,0.27,1.0,0.004351138622745054,-9.397280909512879e-5,9.397280909512879e-5,-0.00017190141660899626,false,0.0
33,1.0,33,0.02,0.02,0.0,0.003,0.2,0.225,0.15,1.0,3.808880888088809,45.98534039802384,50.80788983218523,48.88810680611862,49.56239387099666,-0.0038444767596743645,-0.00014977284829063248,0.0011203093291545397,45.985473692800426,45.98149592126416,61.897264571115194,61.88826613424156,107.86976205550573,42.62686321455295,14.568641227152423,100.0,0.08,0.6,0.27,1.0,0.0038444767596743645,-8.360222467418283e-5,8.360222467418283e-5,-0.00014977284829063248,false,0.0
34,1.0,34,0.02,0.02,0.0,0.004,0.2,0.225,0.15,1.0,3.8046804680468047,45.36719973539816,50.2957691706949,48.43340636914193,49.048716511035714,-0.002997932434880113,-0.00018408188313335323,0.0011105957307267168,45.36731748316031,45.36420180296328,62.115104669106195,62.10707018479039,107.47127198775367,42.21053772224127,13.67468259694773,100.0,0.08,0.6,0.27,1.0,0.002997932434880113,-6.60814961550503e-5,6.60814961550503e-5,-0.00018408188313335323,false,0.0
35,1.0,35,0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,3.7983798379837985,44.74315577479896,49.772908864890624,47.96721822451047,48.52470032306747,-0.0023280126038045523,-8.266506006307928e-5,0.001051437344784428,44.743255815180994,44.74082776219515,62.34255355471727,62.33679242277133,107.07762018496649,41.78354700534957,12.808045973812865,100.0,0.08,0.6,0.27,1.0,0.0023280126038045523,-5.2030585762030164e-5,5.2030585762030164e-5,-8.266506006307928e-5,false,0.0
36,1.0,36,0.02,0.02,0.0,0.001,0.3,0.225,0.15,1.0,3.6356135613561356,45.06012935457864,49.63076140812177,47.50562785067666,48.26412057555254,-0.006940509738853962,-0.00014702140568969346,0.0011244763449191016,45.06336524956093,45.05318884483979,63.205117827511124,63.19155362603486,108.24474247087466,41.621595484845116,15.004951693362024,100.0,0.08,0.6,0.27,1.0,0.006940509738853962,-0.00015402773667689713,0.00015402773667689713,-0.00014702140568969346,false,0.0
37,1.0,37,0.02,0.02,0.0,0.0025,0.3,0.225,0.15,1.0,3.61986198619862,43.94913127342352,48.64469045310305,46.62301950263516,47.292618279936725,-0.0028909211001177937,-0.00024262900159950664,0.001051122473192643,43.95225771527406,43.9462403523234,63.73610871688787,63.72732973567001,107.67357008799341,40.8143245518928,13.689661739418192,100.0,0.08,0.6,0.27,1.0,0.0028909211001177937,-6.577879963388407e-5,6.577879963388407e-5,-0.00024262900159950664,false,0.0
38,1.0,38,0.02,0.02,0.0,0.003,0.3,0.225,0.15,1.0,3.6135613561356137,43.57356512104357,48.30768540573681,46.319841741492255,46.960603642753355,-0.0014811638809746341,-0.00023598296481904774,0.001048444138401591,43.576635476132374,43.5720839571626,63.92039850099441,63.91313440542978,107.48521836259238,40.537745208997784,13.265098000269848,100.0,0.08,0.6,0.27,1.0,0.0014811638809746341,-3.399225830753324e-5,3.399225830753324e-5,-0.00023598296481904774,false,0.0
39,1.0,39,0.02,0.02,0.0,0.004,0.3,0.225,0.15,1.0,3.602010201020102,42.85566921989223,47.66700804659832,45.74454104901308,46.329074913557086,0.0010378368015508954,-0.0002136823384144401,0.0010434377352794278,42.85853907928546,42.85670705669378,64.25855792385455,64.25340422634328,107.11011128303706,40.01182198704424,12.442599851729286,100.0,0.08,0.6,0.27,1.0,0.0010378368015508954,2.421702473541505e-5,2.421702473541505e-5,-0.0002136823384144401,false,0.0
40,1.0,40,0.02,0.02,0.0,0.005,0.3,0.225,0.15,1.0,3.585208520852085,42.094132902467244,46.97233022160585,45.11617348235952,45.64548003949901,0.0035039885062531084,-0.00014268412794638747,0.0009872893134322668,42.09664800854461,42.0976368909735,64.6438022644497,64.64134380388457,106.73898069485807,39.43979661125007,11.638524462583666,100.0,0.08,0.6,0.27,1.0,0.0035039885062531084,8.324173143967365e-5,8.324173143967365e-5,-0.00014268412794638747,false,0.0
41,1.0,41,0.02,0.02,0.0,0.001,0.5,0.225,0.15,1.0,3.499099909990999,43.15507951020233,47.601134474768365,45.480656195133925,46.21422146916764,0.0017225873065740416,-0.00030287687345397185,0.0010515570932002857,43.155099472705565,43.1568020975089,64.74273141443014,64.74299215037688,107.89979424788578,39.99711250455376,13.897519033741034,100.0,0.08,0.6,0.27,1.0,0.0017225873065740416,3.991621209194629e-5,3.991621209194629e-5,-0.00030287687345397185,false,0.0
42,1.0,42,0.02,0.02,0.0,0.0025,0.5,0.225,0.15,1.0,3.4906990699069906,42.143173714413955,46.70496793429398,44.688431246954714,45.3386270532799,0.006583372811597599,-0.0003337313001613302,0.0009866673092002107,42.143153976646154,42.14975708722555,65.20498188581166,65.2046862923806,107.35444337960615,39.262238022308665,12.712899737854254,100.0,0.08,0.6,0.27,1.0,0.006583372811597599,0.00015621445257564765,0.00015621445257564765,-0.0003337313001613302,false,0.0
43,1.0,43,0.02,0.02,0.0,0.003,0.5,0.225,0.15,1.0,3.4843984398439845,41.76536298432848,46.35872010702338,44.3777909715802,45.00056740937482,0.009727741141595914,-0.00033754434450853103,0.0009838982295000223,41.765320344836596,41.77509072547008,65.40260263145933,65.40149583614792,107.176586561618,38.97781415295656,12.325629444574071,100.0,0.08,0.6,0.27,1.0,0.009727741141595914,0.00023291408110701756,0.00023291408110701756,-0.00033754434450853103,false,0.0
44,1.0,44,0.02,0.02,0.0,0.004,0.5,0.225,0.15,1.0,3.442394239423942,40.65204492170151,45.262673997888044,43.367956274952554,43.93300909272183,-0.012220090537240935,-0.00020425635781345128,0.0009355635789449352,40.652044882600926,40.63982483116427,66.16065273398104,66.15074548679415,106.79057031795841,38.05563048325633,11.439606265723224,100.0,0.08,0.6,0.27,1.0,0.012220090537240935,-0.00030060211142582437,0.00030060211142582437,-0.00020425635781345128,false,0.0
45,1.0,45,0.02,0.02,0.0,0.005,0.5,0.225,0.15,1.0,3.4402940294029403,40.07149557107101,44.75593163025805,42.92230421189854,43.43745939008165,-0.01864550133951326,-0.0002710062291823393,0.0009267983834212365,40.07149589986522,40.0528500697315,66.38840911593198,66.37616754855709,106.42901761828858,37.63339262735888,10.724475852091263,100.0,0.08,0.6,0.27,1.0,0.01864550133951326,-0.00046530585079969134,0.00046530585079969134,-0.0002710062291823393,false,0.0
46,1.0,46,0.02,0.02,0.0,0.001,0.75,0.225,0.15,1.0,3.374137413741374,41.38093866702227,45.587222544234,43.592747324126755,44.30399943265363,-0.018912196868967612,-0.0004065004061895538,0.0009945124599654849,41.38042055408456,41.3620264701533,66.34154345062345,66.33410636279342,107.69613283294672,38.40623185078723,13.124827427791995,100.0,0.08,0.6,0.27,1.0,0.018912196868967612,-0.0004570267731514587,0.0004570267731514587,-0.0004065004061895538,false,0.0
47,1.0,47,0.02,0.02,0.0,0.0025,0.75,0.225,0.15,1.0,3.376237623762376,40.300802097356886,44.59075158706111,42.6982621739491,43.33583212128242,-0.044427338789866155,-0.00040759290256659863,0.0009368398791925896,40.30037793952167,40.25637475856702,66.94110722457155,66.91510319536145,107.17147795392847,37.562582439959144,12.00375424984248,100.0,0.08,0.6,0.27,1.0,0.044427338789866155,-0.0011023934134745152,0.0011023934134745152,-0.00040759290256659863,false,0.0
48,1.0,48,0.02,0.02,0.0,0.003,0.75,0.225,0.15,1.0,3.36993699369937,39.9192377445099,44.23540805171661,42.37835904641903,42.98997818697851,-0.05057105402262607,-0.00040258609371334164,0.0009349914905750795,39.9188340489598,39.868666690487274,67.15041165971932,67.11998018200104,106.98864687248832,37.26439006000676,11.622304858127475,100.0,0.08,0.6,0.27,1.0,0.05057105402262607,-0.0012668341601683292,0.0012668341601683292,-0.00040258609371334164,false,0.0
49,1.0,49,0.02,0.02,0.0,0.004,0.75,0.225,0.15,1.0,3.3468346834683467,39.121428708389274,43.48631447554543,41.70260242014336,42.26044820948125,-0.06584603618674123,-0.0004316287161462555,0.0009286716446111021,39.121428852170915,39.05558267220253,67.59444000927851,67.55026085076364,106.60584352296617,36.63549893846932,10.839128196822001,100.0,0.08,0.6,0.27,1.0,0.06584603618674123,-0.0016831194146194636,0.0016831194146194636,-0.0004316287161462555,false,0.0
50,1.0,50,0.02,0.02,0.0,0.005,0.75,0.225,0.15,1.0,3.348934893489349,38.21341022552464,42.58452719418718,40.867188593185965,41.38656846575523,-0.06640237640040425,-0.0004931573150749203,0.0008759091860522082,38.21186585936591,38.147007849124236,68.24126974839753,68.18520147381804,106.33220932294228,35.875308236347934,10.237514957233351,100.0,0.08,0.6,0.27,1.0,0.06640237640040425,-0.0017376720896804649,0.0017376720896804649,-0.0004931573150749203,false,0.0
51,1.0,51,0.02,0.02,0.0,0.001,0.1,0.25,0.15,1.0,3.8981398139813983,48.16257871157751,52.748034777495775,50.76471329928717,51.38442233904514,-0.0014745988121731557,-5.69983484062697e-5,0.0015537171518884767,48.162746061174985,48.16110411276534,60.55986041693287,60.55794446125715,108.71904857402248,44.298680630905594,16.819510571731833,100.0,0.08,0.6,0.27,1.0,0.0014745988121731557,-3.0617106716893584e-5,3.0617106716893584e-5,-5.69983484062697e-5,false,0.0
52,1.0,52,0.02,0.02,0.0,0.0025,0.1,0.25,0.15,1.0,3.9044404440444045,47.35515646321321,52.13585592800187,50.232398344145096,50.74393051986005,-0.0011483042184181613,-0.00013750339796118332,0.0015288011569428391,47.35522997209323,47.354008158994795,60.74271231377376,60.74079935146031,108.0948075104551,43.807847249660576,15.375923650374034,100.0,0.08,0.6,0.27,1.0,0.0011483042184181613,-2.4248768332339807e-5,2.4248768332339807e-5,-0.00013750339796118332,false,0.0
53,1.0,53,0.02,0.02,0.0,0.003,0.1,0.25,0.15,1.0,3.9054905490549054,47.080631318915366,51.92403446284725,50.04690473584029,50.5230301817728,-0.0010711935989604626,-0.00013465225498003687,0.0015226512638571337,47.08066478293374,47.079560125316405,60.811103323539804,60.809482249408724,107.88904237472514,43.63701733656838,14.907363569551757,100.0,0.08,0.6,0.27,1.0,0.0010711935989604626,-2.275232019945523e-5,2.275232019945523e-5,-0.00013465225498003687,false,0.0
54,1.0,54,0.02,0.02,0.0,0.004,0.1,0.25,0.15,1.0,3.902340234023402,46.47942048747313,51.439690773271515,49.61661633798259,50.022580895917244,-0.0009391591897554008,-4.810719653059412e-5,0.0014468771817318904,46.479420142597895,46.47848132828337,61.00439226229984,61.004013821514704,107.48249514979807,43.24283806726522,13.98034909228425,100.0,0.08,0.6,0.27,1.0,0.0009391591897554008,-2.020591435748468e-5,2.020591435748468e-5,-4.810719653059412e-5,false,0.0
55,1.0,55,0.02,0.02,0.0,0.005,0.1,0.25,0.15,1.0,3.896039603960396,45.85509938737475,50.925056467931604,49.15618088078969,49.49347658883257,-0.0007991995607667945,-7.621011431727441e-5,0.0014329730047312479,45.855099827676455,45.85430018781398,61.22675902081495,61.22576994224431,107.08007013005829,42.82244131155298,13.07596014940573,100.0,0.08,0.6,0.27,1.0,0.0007991995607667945,-1.7428804461098552e-5,1.7428804461098552e-5,-7.621011431727441e-5,false,0.0
56,1.0,56,0.02,0.02,0.0,0.001,0.2,0.25,0.15,1.0,3.3583858385838585,41.054456914990986,45.46514131212144,43.23836409402018,43.78472064990881,0.007988553247528785,-0.00015012010946032346,0.0012908180457113178,41.05445657456359,41.062445468238515,66.5736404331375,66.59025411536432,107.65269958360284,38.143442409773954,12.984419941412373,100.0,0.08,0.6,0.27,1.0,0.007988553247528785,0.00019458431185852013,0.00019458431185852013,-0.00015012010946032346,false,0.0
57,1.0,57,0.02,0.02,0.0,0.0025,0.2,0.25,0.15,1.0,3.304830483048305,39.425150458455505,43.86213234752226,41.76864998906295,42.222062294686104,0.0006544128928140935,-0.00010107630186634679,0.0012214822481336593,39.42498760394183,39.42580487134832,67.65662071777835,67.6718768969999,107.09768176834822,36.81293957102278,11.717335662939753,100.0,0.08,0.6,0.27,1.0,0.0006544128928140935,1.6598868620772548e-5,1.6598868620772548e-5,-0.00010107630186634679,false,0.0
58,1.0,58,0.02,0.02,0.0,0.003,0.2,0.25,0.15,1.0,3.288028802880288,38.91689765977829,43.363295705299656,41.311682311806436,41.73556877765502,-0.0013402756331970522,-0.00010375023623352702,0.0012169343255500036,38.91661230333076,38.915557384145096,67.98532861039537,67.99949579522143,106.91505317936654,36.398576465054205,11.320481751554334,100.0,0.08,0.6,0.27,1.0,0.0013402756331970522,-3.443942641353616e-5,3.443942641353616e-5,-0.00010375023623352702,false,0.0
59,1.0,59,0.02,0.02,0.0,0.004,0.2,0.25,0.15,1.0,3.25022502250225,37.8597387018509,42.31396979320346,40.3468634897458,40.71380390005505,-0.00457799074404619,-0.00013596043474527165,0.0011509931507008005,37.85933939854218,37.855160711106855,68.68986192207818,68.70123642704584,106.5563971381527,35.52593905931975,10.550187615216,100.0,0.08,0.6,0.27,1.0,0.00457799074404619,-0.000120919765984079,0.000120919765984079,-0.00013596043474527165,false,0.0
60,1.0,60,0.02,0.02,0.0,0.005,0.2,0.25,0.15,1.0,3.2145214521452146,36.85911840853576,41.32124595804472,39.43380575220004,39.74681214713297,-0.006278960502356767,-0.00014489402805487457,0.0011424121150107474,36.8587592317033,36.8528394480334,69.34625551469266,69.35486082948732,106.20770027752073,34.69883949255744,9.830529549166545,100.0,0.08,0.6,0.27,1.0,0.006278960502356767,-0.0001703502626612659,0.0001703502626612659,-0.00014489402805487457,false,0.0
61,1.0,61,0.02,0.02,0.0,0.001,0.3,0.25,0.15,1.0,3.187218721872187,38.35654645587826,42.63665762909336,40.349312371131596,40.88498911961873,-0.013248576548527069,-0.00022163249998436617,0.0012079110746062165,38.339100279837,38.34329787932973,68.8551982789398,68.87281811016256,107.2161159894923,35.76262535297172,11.703700881324153,100.0,0.08,0.6,0.27,1.0,0.013248576548527069,-0.0003454058765109882,0.0003454058765109882,-0.00022163249998436617,false,0.0
62,1.0,62,0.02,0.02,0.0,0.0025,0.3,0.25,0.15,1.0,3.162016201620162,37.23619070721914,41.58033995290164,39.410620552417356,39.85951937727335,-0.020247674484565437,-0.00014324660515898388,0.0011448819382461996,37.21614846703958,37.21594303273457,69.4631144815618,69.47511320793211,106.69105624066668,34.881970751873794,10.657253710373137,100.0,0.08,0.6,0.27,1.0,0.020247674484565437,-0.0005437633146679512,0.0005437633146679512,-0.00014324660515898388,false,0.0
63,1.0,63,0.02,0.02,0.0,0.003,0.3,0.25,0.15,1.0,3.152565256525653,36.86219611598772,41.225226889168674,39.09407152904285,39.514931147867905,-0.022199155938302795,-0.00014611342228605182,0.0011406183140997967,36.8413312164117,36.83999696004942,69.66904018241472,69.67926655398998,106.5192635140394,34.585290720859945,10.321822672990955,100.0,0.08,0.6,0.27,1.0,0.022199155938302795,-0.0006022201137569952,0.0006022201137569952,-0.00014611342228605182,false,0.0
64,1.0,64,0.02,0.02,0.0,0.004,0.3,0.25,0.15,1.0,3.1305130513051305,36.08924262021958,40.48278249229852,38.429265835132185,38.79540136554398,-0.025404774877991088,-0.00016637232217928173,0.001079355959743151,36.06691981974839,36.06383784534159,70.11106981341908,70.11817797565409,106.18201582099567,33.96416762904456,9.669044266438288,100.0,0.08,0.6,0.27,1.0,0.025404774877991088,-0.000703943142984044,0.000703943142984044,-0.00016637232217928173,false,0.0
