comb_num,m,m_comb_num,gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
15,1.0,15,0.02,0.02,0.0,0.005,0.3,0.2,0.15,1.0,3.9516951695169515,46.45712169957454,51.21497538950535,49.797256889236294,50.4457285436441,0.0013806583706070796,-0.0002850951473926358,0.0008407923468919072,46.45781705150257,46.45850235794515,61.403768141352565,61.40376303004483,107.86226538798998,43.07206249639748,14.684433073860204,100.0,0.08,0.6,0.27,1.0,0.0013806583706070796,2.9718982151658436e-5,2.9718982151658436e-5,-0.0002850951473926358,false,0.0
16,1.0,16,0.02,0.02,0.0,0.001,0.5,0.2,0.15,1.0,3.862436243624362,47.671200470497,51.855381738156545,50.242876125209925,51.06128801405697,0.0005204100936495593,-0.0003708792531128558,0.0008564895560111778,47.67167792805924,47.67172088059065,61.61356124464878,61.61881110275413,109.29053198334478,43.61925961514721,17.754323550645434,100.0,0.08,0.6,0.27,1.0,0.0005204100936495593,1.0916655937196996e-5,1.0916655937196996e-5,-0.0003708792531128558,false,0.0
17,1.0,17,0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,3.84983498349835,46.55870851643055,50.90672985500406,49.37696570798511,50.12237209073157,0.004253427624838935,-0.00047504433794406475,0.0008456331921508211,46.55898290070966,46.56296194405539,62.093814533436294,62.10691150410655,108.66987344816194,42.84808702410701,16.224464834830886,100.0,0.08,0.6,0.27,1.0,0.004253427624838935,9.13562201438191e-5,9.13562201438191e-5,-0.00047504433794406475,false,0.0
18,1.0,18,0.02,0.02,0.0,0.003,0.5,0.2,0.15,1.0,3.8424842484248423,46.1500874810485,50.54578292136789,49.0441663123789,49.76546301539212,0.0058510932141828675,-0.0005132557775083422,0.0008420765535125923,46.15029378635586,46.155938574262684,62.29471059013576,62.3106902278266,108.46662880208928,42.5531235588412,15.724350240121844,100.0,0.08,0.6,0.27,1.0,0.0058510932141828675,0.00012678401133227785,0.00012678401133227785,-0.0005132557775083422,false,0.0
19,1.0,19,0.02,0.02,0.0,0.004,0.5,0.2,0.15,1.0,3.8225322532253228,45.271732202315,49.7510821337929,48.30682301044798,48.98031371175049,0.0095841225238118,-0.00047072381578736077,0.0007907323469814721,45.27178589649388,45.28131632483881,62.761345911739085,62.783967285184545,108.06528361002336,41.9018160246968,14.739542453000354,100.0,0.08,0.6,0.27,1.0,0.0095841225238118,0.00021170213856587774,0.00021170213856587774,-0.00047072381578736077,false,0.0
20,1.0,20,0.02,0.02,0.0,0.005,0.5,0.2,0.15,1.0,3.7217221722172216,42.99658513165314,47.37981876999828,46.026673369497594,46.64621471533427,0.032579922727720145,-0.00038085217903712567,0.0007547288184538341,42.9965851483341,43.02916505438086,64.66591111761174,64.71109553491017,107.74026058929104,39.93786985387874,13.58635624118798,100.0,0.08,0.6,0.27,1.0,0.032579922727720145,0.0007577327973363987,0.0007577327973363987,-0.00038085217903712567,false,0.0
21,1.0,21,0.02,0.02,0.0,0.001,0.75,0.2,0.15,1.0,3.7143714371437144,45.37445522053993,49.276752238135764,47.78567027660433,48.57617316955407,0.019005611709502546,-0.0004977947047139792,0.0008129714631968783,45.374909462597316,45.39346083224943,63.797973089800465,63.831644763929475,109.2251055961789,41.55954858956663,16.893774512681546,100.0,0.08,0.6,0.27,1.0,0.019005611709502546,0.00041886148532531935,0.00041886148532531935,-0.0004977947047139792,false,0.0
22,1.0,22,0.02,0.02,0.0,0.0025,0.75,0.2,0.15,1.0,3.687068706870687,43.88642064267086,47.88695622904489,46.487185676415514,47.20739745375063,0.032327689258337955,-0.0008523401925115981,0.0007939477031853618,43.88662945665811,43.9187483319292,64.68382769377087,64.72976572889655,108.64851406082576,40.42277863767353,15.421399850370454,100.0,0.08,0.6,0.27,1.0,0.032327689258337955,0.0007366216880969707,0.0007366216880969707,-0.0008523401925115981,false,0.0
23,1.0,23,0.02,0.02,0.0,0.003,0.75,0.2,0.15,1.0,3.6618661866186617,43.06713854887644,47.057635023991104,45.69513355400966,46.39121546596634,0.04246554875653885,-0.0006814234860401821,0.0007560440351086348,43.06726506204495,43.10960409763298,65.31583838296265,65.36661227816592,108.4762163757989,39.7410654039467,14.899204411137234,100.0,0.08,0.6,0.27,1.0,0.04246554875653885,0.000986031349827088,0.000986031349827088,-0.0006814234860401821,false,0.0
24,1.0,24,0.02,0.02,0.0,0.004,0.75,0.2,0.15,1.0,3.6881188118811883,43.050104956482166,47.21357642580627,45.88554024493364,46.54200777515179,0.03497249773550237,-0.000591058755252621,0.0007525854679463846,43.04442007891922,43.08507745421767,64.90411299429068,64.9529523951544,108.03802984937207,39.87954752070859,14.122886388725696,100.0,0.08,0.6,0.27,1.0,0.03497249773550237,0.0008123673048150483,0.0008123673048150483,-0.000591058755252621,false,0.0
25,1.0,25,0.02,0.02,0.0,0.005,0.75,0.2,0.15,1.0,3.7185718571857187,43.0447364503433,47.379737355878184,46.08517936566904,46.70321242941737,0.029058454699743663,-0.0005171824613071896,0.0007485677488913333,43.03173542586908,43.073794905043044,64.49271003951439,64.53750795130809,107.61130285635113,40.02720324141198,13.37047295468745,100.0,0.08,0.6,0.27,1.0,0.029058454699743663,0.0006750756793055451,0.0006750756793055451,-0.0005171824613071896,false,0.0
