gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,0.25,3.03027297729773,3.3629314554942855,1.2064057739458178e-6,2.2870594307278225e-14,2.2870594307278225e-14,1.2064057739458178e-6,3.981178537326495e-7,3.981178537326495e-7,3.030274183703504,90.21877973792664,93.24905392163014,3.249656759252759,-6.961911072285732,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,0.5,6.06065601560156,6.725994152270452,-2.0053234068839743e-6,4.574118861455645e-14,4.574118861455645e-14,2.0053234068839743e-6,-3.308756348688654e-7,3.308756348688654e-7,6.060654010278153,87.937449555305,93.99810356558315,6.447634346207412,-6.389118820428596,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,1.0,12.121502100210021,13.452214950661958,-1.1640510953370153e-5,9.414691248821327e-14,9.414691248821327e-14,1.1640510953370153e-5,-9.60319179680583e-7,9.60319179680583e-7,12.121490459699068,83.37461612283991,95.49610658253897,12.693177652454604,-5.12513632857593,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,1.5,18.18210511051105,20.17814589722646,-1.1518063779192289e-5,1.4477308241112041e-13,1.4477308241112041e-13,1.1518063779192289e-5,-6.33483510802812e-7,6.33483510802812e-7,18.18209359244727,78.8108077087476,96.99290130119488,18.745798247632457,-3.675355225818311,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,2.0,24.241329032903288,26.902432362503813,4.396455783961528e-5,1.9184653865522705e-13,1.9184653865522705e-13,4.396455783961528e-5,1.8136199455046884e-6,1.8136199455046884e-6,24.241372997461127,74.24167753982806,98.48305053728919,24.614766566641315,-2.0023455053640005,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,2.5,30.304335333533352,33.63122909155288,-5.238731763057558e-5,2.3447910280083306e-13,2.3447910280083306e-13,5.238731763057558e-5,-1.7287070333004875e-6,1.7287070333004875e-6,30.30428294621572,69.64513666428226,99.94941961049798,30.3196187274636,-0.07257316753479515,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,3.0,36.362996149614965,40.35484408564656,2.5699749762964075e-5,2.859934511434403e-13,2.859934511434403e-13,2.5699749762964075e-5,7.067555615390675e-7,7.067555615390675e-7,36.36302184936473,64.98880790602219,101.35182975538692,35.878012204739704,2.124283387855086,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,3.5,42.42460231023102,47.08197123001016,-1.4531152146446402e-5,3.2152058793144533e-13,3.2152058793144533e-13,1.4531152146446402e-5,-3.425171092986793e-7,3.425171092986793e-7,42.42458777907888,60.18347028770996,102.60805806678883,41.34625347988186,4.529812234398811,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,4.0,48.486045754575464,53.80890434478212,-6.0673268812649894e-5,3.730349362740526e-13,3.730349362740526e-13,6.0673268812649894e-5,-1.2513552686841732e-6,1.2513552686841732e-6,48.48598508130665,55.08427540303528,103.57026048434193,46.814582539972385,6.9306585595726,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,4.5,54.53192799279929,60.517281635731884,-3.3407194905521465e-5,4.263256414560601e-13,4.263256414560601e-13,3.3407194905521465e-5,-6.126171609031088e-7,6.126171609031088e-7,54.531894585604384,49.464616474781664,103.99651106038604,52.43627313029779,8.789702196653915,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,5.0,60.35034983498349,66.95442577144134,0.00011112329405449373,4.583000645652646e-13,4.583000645652646e-13,0.00011112329405449373,1.841303229531215e-6,1.841303229531215e-6,60.350460958277544,43.258014752079376,103.60847571035691,58.24857526809922,9.100927268182835,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,5.5,65.04725447544755,72.05422655166917,0.00013363451100190105,5.471179065352771e-13,5.471179065352771e-13,0.00013363451100190105,2.0544220056565516e-6,2.0544220056565516e-6,65.04738810995855,37.61684715336669,102.66423526332524,63.35934606936622,7.622421098905985,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,6.0,68.1913088808881,75.3023446821065,8.395412287143245e-5,6.430411758628907e-13,6.430411758628907e-13,8.395412287143245e-5,1.2311557623578945e-6,1.2311557623578945e-6,68.19139283501097,33.7364919976699,101.92788483268087,66.90160690271377,6.060890446038925,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,6.5,70.37406280628063,77.40416848229034,-4.749247952418045e-5,7.602807272633072e-13,7.602807272633072e-13,4.749247952418045e-5,-6.748577193122055e-7,6.748577193122055e-7,70.37401531380111,31.17300273245249,101.5470180462536,69.30190237762224,5.221828278923901,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,7.0,72.0459292929293,78.89678903480645,-0.0004413251748331959,8.633094239485217e-13,8.633094239485217e-13,0.0004413251748331959,-6.125608749369109e-6,6.125608749369109e-6,72.04548796775447,29.364694421428073,101.41018238918254,71.04364302517968,5.044560919381791,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,7.5,73.42060676067607,80.0350291470217,-0.0009640792288791999,9.805489753489383e-13,9.805489753489383e-13,0.0009640792288791999,-1.3130907948251374e-5,1.3130907948251374e-5,73.41964268144719,28.012532047787353,101.43217472923453,72.38299176512318,5.388094343769012,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,8.0,74.6036400140014,80.944744795787,-0.0010725663571378163,1.0977885267493548e-12,1.0977885267493548e-12,0.0010725663571378163,-1.437686360794889e-5,1.437686360794889e-5,74.60256744764426,26.961315716102092,101.56388316374635,73.45383528450392,6.157642748031611,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,8.5,75.65252490249026,81.69449640290617,0.0001278054579216814,1.2079226507921703e-12,1.2079226507921703e-12,0.0001278054579216814,1.6893746518891721e-6,1.6893746518891721e-6,75.65265270794818,26.1245542368354,101.77720694478359,74.3316258904525,7.299386349837578,100.0,0.08,0.6,0.27,1.0
0.02,0.0185,0.0015,0.0025,NaN,NaN,0.15,1.0,1.0,9.0,76.60835543554356,82.33328615964137,0.0009873381874996312,1.3642420526593924e-12,1.3642420526593924e-12,0.0009873381874996312,1.288812665258627e-5,1.288812665258627e-5,76.60934277373106,25.434956419151835,102.04429919288289,75.07459346545662,8.739810827491578,100.0,0.08,0.6,0.27,1.0
