comb_num,m,m_comb_num,gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb
801,1.0,161,0.02,0.01995,5.0e-5,0.0025,NaN,NaN,0.3,1.0,2.2028452845284527,26.701477443949713,28.200017356988344,NaN,NaN,-2.9132971409495667e-5,NaN,NaN,26.701447740940058,26.701448310978304,77.01829782895845,77.01829606439327,103.71974437537158,25.7438431532797,5.074785639903312,100.0,0.08,0.6,0.27,1.0,2.9132971409495667e-5,-1.0910621507985845e-6,1.0910621507985845e-6,5.861977570020827e-13
806,1.0,162,0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.3,1.0,2.1587408740874086,25.39777931339203,26.993643930596342,NaN,NaN,-4.160859233692804e-5,NaN,NaN,25.39773864591104,25.39773770479969,77.78088134932806,77.78090547240944,103.17864317720914,24.615304992118496,4.260786575923503,100.0,0.08,0.6,0.27,1.0,4.160859233692804e-5,-1.638276788828864e-6,1.638276788828864e-6,-1.758593271006248e-13
811,1.0,163,0.02,0.01995,5.0e-5,0.01,NaN,NaN,0.3,1.0,2.028877887788779,22.543361060715082,24.26283776051699,NaN,NaN,-1.296298946584784e-5,NaN,NaN,22.54334857654504,22.543348097725616,79.63050814782686,79.63050917813227,102.17385727585788,22.06371443613127,2.806546916849184,100.0,0.08,0.6,0.27,1.0,1.296298946584784e-5,-5.750247015489468e-7,5.750247015489468e-7,-1.2434497875801753e-14
816,1.0,164,0.02,0.01995,5.0e-5,0.015000000000000001,NaN,NaN,0.3,1.0,1.823057305730573,19.19036167027811,20.912399956397532,NaN,NaN,-1.3163340341293406e-5,NaN,NaN,19.190348374710315,19.19034850693777,82.09640755630024,82.09641403034468,101.28676253728244,18.94655138165171,1.5923376892584606,100.0,0.08,0.6,0.27,1.0,1.3163340341293406e-5,-6.859349796247295e-7,6.859349796247295e-7,-1.5987211554602254e-14
821,1.0,165,0.02,0.01995,5.0e-5,0.0025,NaN,NaN,0.3,1.0,2.2028452845284527,26.701477443949713,28.200017356988344,NaN,NaN,-2.9132971409495667e-5,NaN,NaN,26.701447740940058,26.701448310978304,77.01829782895845,77.01829606439327,103.71974437537158,25.7438431532797,5.074785639903312,100.0,0.08,0.6,0.27,1.0,2.9132971409495667e-5,-1.0910621507985845e-6,1.0910621507985845e-6,5.861977570020827e-13
826,1.0,166,0.02,0.01995,5.0e-5,0.005,NaN,NaN,0.3,1.0,2.1587408740874086,25.39777931339203,26.993643930596342,NaN,NaN,-4.160859233692804e-5,NaN,NaN,25.39773864591104,25.39773770479969,77.78088134932806,77.78090547240944,103.17864317720914,24.615304992118496,4.260786575923503,100.0,0.08,0.6,0.27,1.0,4.160859233692804e-5,-1.638276788828864e-6,1.638276788828864e-6,-1.758593271006248e-13
831,1.0,167,0.02,0.01995,5.0e-5,0.01,NaN,NaN,0.3,1.0,2.028877887788779,22.543361060715082,24.26283776051699,NaN,NaN,-1.296298946584784e-5,NaN,NaN,22.54334857654504,22.543348097725616,79.63050814782686,79.63050917813227,102.17385727585788,22.06371443613127,2.806546916849184,100.0,0.08,0.6,0.27,1.0,1.296298946584784e-5,-5.750247015489468e-7,5.750247015489468e-7,-1.2434497875801753e-14
836,1.0,168,0.02,0.01995,5.0e-5,0.015000000000000001,NaN,NaN,0.3,1.0,1.823057305730573,19.19036167027811,20.912399956397532,NaN,NaN,-1.3163340341293406e-5,NaN,NaN,19.190348374710315,19.19034850693777,82.09640755630024,82.09641403034468,101.28676253728244,18.94655138165171,1.5923376892584606,100.0,0.08,0.6,0.27,1.0,1.3163340341293406e-5,-6.859349796247295e-7,6.859349796247295e-7,-1.5987211554602254e-14
841,1.0,169,0.02,0.0198,0.0002,0.0025,NaN,NaN,0.3,1.0,2.208970897089709,26.775462707270183,28.385608200429598,NaN,NaN,-2.0259776746911484e-5,NaN,NaN,26.7754417029425,26.775442447493436,76.20452765420086,76.20449132376426,102.97993377125769,26.000640578161473,4.069582488253198,100.0,0.08,0.6,0.27,1.0,2.0259776746911484e-5,-7.566545896295741e-7,7.566545896295741e-7,7.283063041541027e-14
846,1.0,170,0.02,0.0198,0.0002,0.005,NaN,NaN,0.3,1.0,2.166091609160916,25.484133059846517,27.188384872578737,NaN,NaN,-3.73354853309138e-5,NaN,NaN,25.484096798650114,25.484095724361186,76.95413876284668,76.95414899645824,102.43824472081943,24.87752088471878,3.2721131743905563,100.0,0.08,0.6,0.27,1.0,3.73354853309138e-5,-1.4650482809533194e-6,1.4650482809533194e-6,-1.7763568394002505e-15
851,1.0,171,0.02,0.0198,0.0002,0.01,NaN,NaN,0.3,1.0,2.035003500350035,22.611481699035867,24.42873521786345,NaN,NaN,-1.5634994660729262e-5,NaN,NaN,22.611466640727297,22.611466064041206,78.82042006599903,78.82042757417845,101.43189363821966,22.292264546189227,1.8502658797033167,100.0,0.08,0.6,0.27,1.0,1.5634994660729262e-5,-6.914626325171749e-7,6.914626325171749e-7,2.149391775674303e-13
