gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,0.5,6.024102407990776,6.773367319089833,6.403376672301746,6.220674240695478,-2.4318189240091215e-7,-4.036815378143958e-8,7.155894553152896e-14,0.0011393680305699782,6.024102164808884,95.36175584398669,101.38585800879557,5.941757837948438,1.4746951513312512,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,1.0,12.048181504917359,13.546197755070565,12.806726715475445,12.441324036536935,4.5491915834361407e-7,3.7758325450022716e-8,7.008789665080988e-14,0.001083094608169819,12.048181959836517,90.54468585678875,102.59286781662526,11.743683763057943,2.948054826383717,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,1.5,18.072279758556423,20.319180997383402,19.21009864210094,18.661993920823786,3.794868490558656e-7,2.0998283234089236e-8,2.5061230554198135e-14,0.001450024952282606,18.072280138043272,85.51582197940014,103.58810211744341,17.446289456634464,4.379594749480575,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,2.0,24.096076272122804,27.091798078807045,25.613125879399306,24.882347389181806,-1.820470423297138e-7,-7.555049223525549e-9,-5.875346296606236e-16,0.0016144755320110728,24.096076090075762,80.2597704780791,104.35584656815487,23.09029813134485,5.738631606613631,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,2.5,29.830611194098104,33.52569803881756,31.685718439980494,30.799370330821734,5.047927764678661e-7,1.6921972305003857e-8,-3.4369071405120784e-16,0.0025914780481063786,29.83061169889088,75.05933108326846,104.88994278215934,28.439916075504573,6.968769288932286,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,3.0,35.4533812102429,39.82858569413333,37.630637636381906,36.599192410889664,1.8867449114168267e-7,5.3217629659303796e-9,6.28955923517172e-16,0.003593381670654642,35.453381398917394,69.75267067206825,105.20605207098563,33.69899421280056,8.065569016342454,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,3.5,42.16475631476671,47.406787025701895,44.81911242712476,43.540566513228136,2.554695299750165e-7,6.0588404227429945e-9,8.337167997742118e-16,0.0033041077420574235,42.16475657023624,62.968991379468,105.13374794970424,40.10582462104154,8.876504437884435,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,4.0,48.19252973578894,54.18420424467513,51.22668263925183,49.76509031552733,-3.4406326676617027e-9,-7.139348539129718e-11,-5.421381866746511e-16,0.003825799082153984,48.192529732348305,56.630350007559386,104.82287973990769,45.97520107435158,9.309236129444965,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,4.5,54.209479416894794,60.948912376742754,57.62188847565771,55.97826393921542,-5.08300324497668e-7,-9.376594831110893e-9,-1.3236924749249913e-13,0.0043356175522433,54.20947890859447,49.77597487488134,103.9854537834758,52.13179049203595,8.703665493389302,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,5.0,59.75492944031245,67.16103894276924,63.47848206111287,61.69700538223521,0.00018582889583029782,3.109850477121175e-6,-1.3836154444391013e-12,0.0014759961498798935,59.75511526920828,42.80426202749926,102.55937729670754,58.263921685420186,6.359509572031019,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,5.5,63.394990645628646,71.13938158330134,67.15847648362096,65.41768482670761,2.5674371357808923e-6,4.049905378380126e-8,-1.0260898095349512e-15,0.028721629332976235,63.39499321306578,38.023150063369414,101.41814327643519,62.5085326599504,3.87417842780291,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,6.0,66.02333144840966,73.93525610902712,69.68274365488556,68.07743640687421,-5.005223044918239e-6,-7.580991348231645e-8,-5.664171817660457e-16,-0.0015039889226719388,66.02332644318662,34.506968104827024,100.53029454801364,65.67505520602413,1.5607606410525277,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,6.5,68.01860114306766,75.98903471427549,71.48382927342139,70.07332593877956,-4.895666776860708e-6,-7.197541105797448e-8,2.6076663755493697e-16,0.00958205567553127,68.01859624740088,31.85562362723317,99.87421987463405,68.10425786832721,-0.39329144630096957,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,7.0,69.58654739385045,77.5438257053493,72.79676683450555,71.62110812052937,8.213904976628328e-6,1.1803869115877723e-7,-6.350535980282716e-16,0.006600460670701094,69.58655560775543,29.831658793582633,99.41821440133806,69.99376927737184,-1.9129224271956957,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,7.5,70.87035166200984,78.76695731869901,73.78511804572727,72.87092838905801,1.4935168493934725e-5,2.107393027363902e-7,-3.1726729710435166e-17,-0.0034803922877880557,70.87036659717833,28.242042586292282,99.11240918347062,71.50503875451922,-3.0470373734377554,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,8.0,71.96020967343281,79.76467303023739,74.55191696480857,73.91736935690847,-1.0156263797966858e-5,-1.4113721797167688e-7,2.333304054964647e-16,0.007753337310912645,71.96019951716902,26.95563766599758,98.91583718316659,72.74891621643692,-3.8665140199454995,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,8.5,72.98496737888722,80.68652701273295,75.2443492926027,74.8955437084054,2.043775353399724e-6,2.8002689139941145e-8,-4.376957057087256e-14,0.018554227964502228,72.98496942266257,25.694801986674378,98.67977140933695,73.96142935912479,-4.887014978138026,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,9.0,73.71168069276979,81.26144194501282,75.59631401239301,75.5611775605447,3.1378177425267495e-6,4.2568799314252116e-8,-1.4514383888968957e-5,0.014516794648610727,73.71168383058753,25.094160295948146,98.80584412653567,74.60255461831659,-4.542534659765584,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,9.5,74.60787010705127,82.03593573696811,76.14187782060208,76.4045303919559,3.922908246067891e-5,5.258035433043588e-7,6.705280388008153e-5,0.009234995848037634,74.60790933613373,24.035184632311076,98.6430939684448,75.63419428024048,-5.343813747034676,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,10.0,75.36962771242874,82.6550071289541,76.53387498668847,77.10691299922422,-2.6267306125760115e-5,-3.4851314678085555e-7,0.00012733819229622694,0.024308783559439065,75.36960144512261,23.22069909230219,98.59030053742481,76.44727831670657,-5.7234131207188454,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,10.5,75.987678743582,83.10238752243708,76.76171058837666,77.65859951644994,1.0962810009118584e-5,1.4427088957556183e-7,-0.00024060170328003364,0.003997667940165065,75.987689706392,22.72923664964251,98.71692635603452,76.97534000636651,-5.343399399211646,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.35,0.15,1.0,1.0,11.0,76.48065677468561,83.42066940297539,76.84667047638948,78.07912980662665,2.4492363920103344e-5,3.202425940490889e-7,0.0013413718894583618,0.008668227365433238,76.48068126704953,22.48340633581429,98.96408760286383,77.28124728837123,-4.4045170223611425,true,100.0,0.08,0.6,0.27,1.0
