gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,0.5,5.882349643328417,6.486818999439557,6.3056156593884385,6.379167160505949,1.3628373096707946e-7,2.316824725331456e-8,-7.642196940394142e-17,0.0023463369465225965,5.882349779612148,95.43621801473543,101.31856779434757,5.80579641784111,1.40097823443317,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,1.0,11.764708206835412,12.973158865423205,12.611241602047427,12.758344403119883,-9.605949102819977e-8,-8.165055124137142e-9,2.0744375296376493e-16,0.0030874789361896855,11.76470811077592,90.85925982312928,102.62396793390519,11.46389907507081,2.97383040019803,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,1.5,17.647050850512294,19.459227886715603,18.916849192167987,19.137503652209933,3.29477842342385e-7,1.8670419501444357e-8,2.669716565133769e-16,0.004427653428906846,17.647051179990136,86.24452371098013,103.89157489097028,16.986027210108187,4.7254833575852695,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,2.0,23.529205825361583,25.944878144015135,25.222240435798295,25.51645078700553,2.744123719367053e-7,1.1662627883552389e-8,-4.756330774543989e-16,0.005494207248354044,23.529206099773955,81.55138233368828,105.08058843346224,22.391581975840204,6.643828544648112,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,2.5,29.306191346807744,32.3076926901361,31.406391287951784,31.776529249299813,-2.627872355276395e-7,-8.966952833202745e-9,-1.0646296985895445e-15,0.005946515591227792,29.306191084020508,76.81651093733163,106.12270202135214,27.61538344370843,8.660874431916742,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,3.0,34.566471413802205,38.06810023213291,36.99487895513272,37.45259696077812,-5.318858242731039e-7,-1.5387333520560758e-8,1.1811980058411785e-15,0.0073076574690499625,34.56647088191638,72.44348153202819,107.00995241394457,32.30210845081358,10.713089311282854,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,3.5,41.03874660073207,45.242492430853886,43.98056664621897,44.498532502914166,4.21084408230854e-7,1.0260654700973313e-8,3.5852940739308094e-16,0.008342146140414007,41.03874702181648,66.55744947379685,107.59619649561333,38.14144770767024,12.883370199788713,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,4.0,47.0512536411519,51.88032249253113,50.43622904699797,51.02481117258789,-1.7405325536401506e-7,-3.699226734562176e-9,2.1517213619747055e-16,0.009369578833380856,47.05125346709865,60.82740352645282,107.87865699355146,43.614978883090075,14.879779993763997,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,4.5,52.94459522747779,58.379318181963164,56.754516327555685,57.416402070500844,-6.901587781271701e-7,-1.3035490689122949e-8,2.969524989193408e-20,0.010560685551692177,52.94459453731901,54.69006401455911,107.63465855187812,49.189169408476914,16.224827895560413,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,5.0,58.82145950610579,64.8599785473771,63.05380840398204,63.78936935072764,-3.956722025577619e-7,-6.726664144004967e-9,-7.177663205215369e-16,-0.016901062510777293,58.82145911043359,47.77734507821933,106.5988041886529,55.18022416680631,16.024861605343776,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,5.5,63.59702580226754,70.054746048651,68.08351321712739,68.91758518490141,-1.8210923187211847e-6,-2.8634866108098e-8,-8.527578698775143e-16,0.002046946934581611,63.59702398117522,41.54303659906268,105.1400605802379,60.48790882390732,14.119891125329588,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,6.0,66.61568091970653,73.20161778188307,71.0878333562472,72.06003716122771,8.562444122617308e-7,1.2853496360620896e-8,-4.173456551040133e-16,0.005278751453796417,66.61568177595095,37.548582632344576,104.16426440829552,63.952529357703355,12.47371409638587,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,6.5,68.84137115701222,75.42301894367216,73.17801569790015,74.3062338125376,7.708376173809484e-6,1.119730191926066e-7,-7.98324006090776e-16,0.005791767136216722,68.84137886538839,34.63741599885248,103.47879486424088,66.52703962749558,11.16479079485504,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,7.0,70.57218427046072,77.06832671753382,74.69769877110693,75.99309137002632,1.465515481413604e-5,2.0766191333927894e-7,2.4262417558541834e-16,-0.004118960514374163,70.57219892561554,32.45789128675523,103.03009021237077,68.49668750182457,10.296692589132395,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,7.5,71.98599268597262,78.34396085710672,75.85193567687477,77.32165166152119,1.679511073859885e-5,2.3331081661768333e-7,-1.1114683069514886e-15,0.0021933442648201795,71.98600948108336,30.772496835170234,102.75850631625359,70.05357713115876,9.846888162508982,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,8.0,73.18562307541846,79.37020096782584,76.7592660248378,78.40813541069687,1.817732577080733e-5,2.4837290449895364e-7,-3.2444260444344776e-16,-0.0035935792742262094,73.18564125274423,29.42976798462702,102.61540923737125,71.32032293848802,9.753763877120193,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,8.5,74.23593837009004,80.22326405579815,77.4944644470558,79.32585449935667,-3.6760378137046246e-5,-4.951830467041978e-7,-6.60424395613605e-16,0.0015532555652337417,74.2359016097119,28.331212270114243,102.56711387982614,72.37787903117874,9.963918942313278,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,9.0,75.17923277442594,80.95210265526711,78.1062881228942,80.12261231311705,-4.1321909833413883e-5,-5.496452718186098e-7,-4.8549768075102e-16,0.010388431307760826,75.17919145251611,27.405122809641977,102.58431426215809,73.28526977369351,10.411885886852223,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,9.5,76.04526757863837,81.59030292248352,78.62904616359607,80.83204680430147,5.3318396510348975e-5,7.011402314445465e-7,-3.655256214605937e-16,-0.0020457944030980164,76.04532089703488,26.604711134615542,102.65003203165043,74.08212096182062,11.062690592763591,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,10.0,77.1753848826617,82.5372291113737,79.4562411355856,81.83996279527108,5.5552929254076844e-5,7.198270450939781e-7,-1.998437980985162e-15,0.008223182264713044,77.17544043559096,25.106836311894604,102.28227674748555,75.45338536618779,9.999214841562054,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,10.5,77.57963357283705,82.6376118468328,79.44664755295241,82.02745958896911,3.9841648202809665e-5,5.135580869353244e-7,-3.5565360966282913e-16,0.0034516954072112186,77.57967341448526,25.34161769497324,102.9212911094585,75.37767217861462,13.02965457847467,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.005,0.1,0.225,0.15,1.0,1.0,11.0,78.19339456938029,82.99108902995769,79.67858184006946,82.45175945546794,-0.026810248632429534,-0.00034287101589688685,0.0009997317430189485,0.0039836697890751685,78.16658432074786,25.025504582891955,103.19208890363981,75.74862099529682,14.620199379399867,true,100.0,0.08,0.6,0.27,1.0
