gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,0.25,2.777847734773477,3.0241088821105464,-3.0560111787814037e-6,8.881784197001252e-16,8.881784197001252e-16,3.0560111787814037e-6,-1.1001363179579064e-6,1.1001363179579064e-6,2.7778446787622983,95.21042981246809,97.98827449123038,2.834874573703108,-2.0692048043190914,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,0.5,5.555565506550655,6.048072821044869,-4.347006603566683e-7,-4.440892098500626e-16,-4.440892098500626e-16,4.347006603566683e-7,-7.824597871163716e-8,7.824597871163716e-8,5.555565071849995,92.89051456108845,98.44607963293845,5.643256788451324,-1.6453276132614048,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,1.0,11.110921042104213,12.095911468793489,8.303000891274337e-6,4.440892098500626e-15,4.440892098500626e-15,8.303000891274337e-6,7.472828633927448e-7,7.472828633927448e-7,11.110929345105104,88.10756757062487,99.21849691572997,11.198445542409333,-0.8791891719783562,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,1.5,16.666296579657967,18.143772424072107,1.6164176642519124e-5,1.7763568394002505e-15,1.7763568394002505e-15,1.6164176642519124e-5,9.698721347757782e-7,9.698721347757782e-7,16.66631274383461,83.07227585614997,99.73858859998458,16.709994574594557,-0.313692347743888,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,2.0,22.222552205220524,24.19261491067106,-1.5349034683254104e-5,1.7763568394002505e-15,1.7763568394002505e-15,1.5349034683254104e-5,-6.906963044347492e-7,6.906963044347492e-7,22.22253685618584,77.72463447182623,99.94717132801208,22.234282932585163,-0.06792285303808265,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,2.5,27.776227572757275,30.238579725899044,1.964859024639054e-5,7.105427357601002e-15,7.105427357601002e-15,1.964859024639054e-5,7.073887263820425e-7,7.073887263820425e-7,27.77624722134752,72.01934258781561,99.79558980916313,27.83314099797738,-0.28302349708042573,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,3.0,33.314181368136815,36.26701082254114,6.010112507226495e-6,3.552713678800501e-15,3.552713678800501e-15,6.010112507226495e-6,1.8040702969141056e-7,1.8040702969141056e-7,33.31418737824932,65.9313890051898,99.24557638343913,33.56742798242077,-1.1313105245339794,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,3.5,38.729082858285835,42.15820599457711,5.654528560938843e-5,1.4210854715202004e-14,1.4210854715202004e-14,5.654528560938843e-5,1.4600212924301392e-6,1.4600212924301392e-6,38.729139403571445,59.57961534584853,98.30875474941998,39.395412445502416,-2.7602766374047127,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,4.0,43.70067941794179,47.55499870983097,-3.520741893936474e-5,7.105427357601002e-15,7.105427357601002e-15,3.520741893936474e-5,-8.056492349386667e-7,8.056492349386667e-7,43.70064421052285,53.4398089543302,97.14045316485306,44.9870705630334,-5.0791821594545095,100.0,0.08,0.6,0.27,1.0
0.02,0.0195,0.0005,0.01,NaN,NaN,0.3,1.0,1.0,4.5,47.829990649064904,52.01242010955494,0.00012509092310608594,7.105427357601002e-15,7.105427357601002e-15,0.00012509092310608594,2.6153240134185875e-6,2.6153240134185875e-6,47.83011573998801,48.20408274229453,96.03419848228253,49.80529488025273,-7.601706566861655,100.0,0.08,0.6,0.27,1.0
