gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,44.0571831793029,0.3298576131604918,0.9997426311511368,0.12912543802692114,0.05619037498958126,false,0.0,0.3298576131604918,0.005885339417944437,0.005885339417944437,56.37719655758124,53.76468759909436,110.1418841566756,51.18597433596225,23.24904260236893,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,47.89489467163579,0.38519041555392874,-1.3461086523552144,-1.3461086523552144,-1.8983196536145976,true,0.0,0.38519041555392874,0.006872590613729265,0.006872590613729265,56.43252935997468,53.80643286732303,110.23896222729772,51.191092713317175,23.50139238492126,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,51.732606163968676,0.38519041555392874,-1.7382277172073275,-1.7382277172073275,-2.3295436193349097,true,0.0,0.38519041555392874,0.006872590613729265,0.006872590613729265,56.43252935997468,53.78628456544346,110.21881392541815,51.2004505856513,23.455146179705324,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,55.570317656301555,0.38519041555392874,-1.3041811500079916,-1.3041811500079916,-1.3040586486928967,true,0.0,0.38519041555392874,0.006872590613729265,0.006872590613729265,56.43252935997468,53.70792747718798,110.14045683716266,51.236876058547175,23.27529390206704,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,59.40802914863444,0.38519041555392874,-0.4147727034501013,-0.4147727034501013,-0.15054482787669737,true,0.0,0.38519041555392874,0.006872590613729265,0.006872590613729265,56.43252935997468,53.55628186518247,109.98881122515715,51.30751822060531,22.927223174577538,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,63.24574064096733,0.38519041555392874,0.6014017267884364,0.6014017267884364,0.04045976708905422,false,0.0,0.38519041555392874,0.006872590613729265,0.006872590613729265,56.43252935997468,53.27912214157961,109.71165150155429,51.43713414903357,22.29106110335499,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,67.08345213330021,0.38519041555392874,1.5351315587199381,1.0040794680936573,0.10361503490315609,false,0.0,0.38519041555392874,0.006872590613729265,0.006872590613729265,56.43252935997468,52.78059531306046,109.21312467303514,51.6719300257398,21.14679722666999,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,70.9211636256331,0.3346195697595533,2.3381314400181608,1.0043099573348786,0.16004178131005692,false,0.0,0.3346195697595533,0.00597030253463734,0.00597030253463734,56.381958514180305,51.925051956389986,108.30701047057029,52.05753373600934,19.044895615661495,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,74.75887511796599,0.14407460953187723,3.036226578100631,1.0046536322316935,0.2107340207133759,false,0.0,0.14407460953187723,0.002570587868136765,0.002570587868136765,56.19141355395263,50.58788890334762,106.77930245730025,52.62388146469013,15.474825844128336,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,78.59658661029887,-0.10831375668999499,3.645316761052278,1.0051557321091336,0.2562084286271471,false,0.0,0.10831375668999499,-0.0019325405760548977,0.0019325405760548977,55.939025187730756,48.62818713561425,104.567212323345,53.49576023386269,10.365663362657184,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,82.43429810263174,-0.37745624111957454,4.178229688671573,1.0058758109824872,0.29691048936181064,false,0.0,0.37745624111957454,-0.006734597007252715,0.006734597007252715,55.66988270330118,45.809363956617595,101.47924665991877,54.85839177528019,3.336888666497906,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,56.04733894442075,86.27200959496463,-0.48677442883701616,4.647689530509328,1.0061520033933118,0.33339132600363247,false,0.0,0.48677442883701616,-0.008685058702246777,0.008685058702246777,55.560564515583735,41.71691104147197,97.27747555705571,57.115549306166,-6.12637044838028,100.0,0.08,0.6,0.27,1.0
