gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,0.5,5.952389841180141,6.540290775443714,6.353919852754726,6.441690087378168,-3.6312805740124077e-7,-6.100542254289679e-8,1.7516749094714124e-16,0.0028844804647912893,5.952389478052083,95.43711073854493,101.38950021659701,5.870814497887922,1.4774434022146066,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,1.0,11.904754779976304,13.079789046458645,12.70781112812472,12.883351860707775,2.910638432496171e-7,2.4449377465479926e-8,4.038532314950534e-16,0.004034303516431075,11.904755071040148,90.8676187940264,102.77237386506654,11.583613984308974,3.1470187378469516,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,1.5,17.857143086211288,19.618565447912157,19.06172921941282,19.325040202850957,-9.361411201780356e-9,-5.242390205748498e-10,8.672000795523292e-16,0.005792041143215726,17.857143076849876,86.2707808745846,104.12792395143448,17.14923567013445,5.025298736926587,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,2.0,23.809025538737078,26.156798700638145,25.415066804991984,25.766153388555338,-1.1698484669864229e-7,-4.9134663872869955e-9,1.3418607648035516e-16,0.006346994442155737,23.80902542175223,81.59964133829013,105.40866676004237,22.587350882591377,7.098828686707104,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,2.5,29.502590729161824,32.39459763263066,31.471965632405766,31.913559453304302,6.413337416688591e-8,2.173821775709118e-9,-9.05312760467668e-16,-0.003655533161162282,29.502590793295198,77.01089143841199,106.51348223170719,27.698456735379175,9.239321423300906,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,3.0,34.30382511935404,37.595439500756875,36.504846815229556,37.046384037340545,-0.02732337035030241,-0.0007965108921595659,5.82867087928207e-16,0.008857078214307817,34.276501749003735,73.14753688751749,107.42403863652123,31.90766441483486,11.295866522760267,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,3.5,41.274333938090436,45.316599097346995,44.027135838966444,44.645676954881665,-7.022725867500412e-8,-1.701475274691088e-9,-1.2399840654750435e-15,0.009965658182138619,41.27433386786318,66.78994838052016,108.06428224838334,38.1942423612226,13.73212562670323,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,4.0,47.6037314609096,52.29364355416853,50.81370075792726,51.51602535123866,-4.6970889400199667e-7,-9.867060408651031e-9,2.4397619504045847e-16,0.011543671491718147,47.603730991200706,60.68099773208788,108.2847287232886,43.9616292643144,15.81167682358695,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,4.5,53.578773343278456,58.859017768775495,57.19361555544593,57.983470843993864,-4.3000983396268566e-7,-8.025749884336071e-9,-4.460384998753231e-16,0.013065473554145956,53.57877291326862,54.29743668425318,107.87620959752181,49.666903493520095,16.966827660126782,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.0,59.49754922194318,65.36113641274291,63.50896082273145,64.38694180472906,-7.194441380420358e-7,-1.209199618220071e-8,-3.310928524377491e-16,-0.02746751412583499,59.49754850249904,47.054433939002564,106.55198244150161,55.838987824711715,16.176755231484876,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,5.5,64.03771309737668,70.25818967416173,68.24224367999543,69.22292881533927,-2.8780345502354976e-6,-4.494280652807067e-8,1.8013588065701284e-16,0.012879182028010161,64.03771021934213,40.907439619628406,104.94514983897054,61.02017131578028,13.750931515017871,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,6.0,66.37386003378248,72.59545516565781,70.44624901601789,71.5529452050408,-2.74278086465074e-6,-4.1323208613371887e-8,-5.363126461709194e-16,-0.0075669105198340044,66.37385729100161,37.962022565054866,104.33587985605648,63.61556291332578,12.894371779657599,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,6.5,68.20745503566225,74.34954295461662,72.0735376813355,73.31155927876983,-7.694315797834861e-6,-1.1280754858558922e-7,2.568748957513549e-16,0.01719544189133579,68.20744734134645,35.71075549545507,103.91820283680153,65.63570719988579,12.324278829919733,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,7.0,69.73485219305901,75.74719272828455,73.34944096871445,74.72202593635492,-1.0465052923791518e-5,-1.5006919201347566e-7,-7.473833410900065e-16,0.004822857545077433,69.73484172800609,33.895373634171506,103.6302153621776,67.29199730434753,11.994701397404683,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.2,0.15,1.0,1.0,7.5,70.86090865993378,78.32267959926357,74.16477520649951,75.67616761675222,4.226964577469516e-6,5.965157175382834e-8,-6.387547253967331e-16,-0.005359143766777056,70.86091288689836,32.45346815068205,103.3143810375804,68.58765660234934,11.374347537779194,true,100.0,0.08,0.6,0.27,1.0
