sf_defaults_first,kappa,mu_s,m,c,p,vb,sf_vb,s_eq_deriv,s_eq_min_val,s_mu_b,s_eq_deriv_min_val,s_eq_negative,s_eq_vb,s_ROE,s_debt,s_equity,s_firm_value,s_leverage,s_iota,s_lambda,s_sigmah,s_delta,s_obj_fun,rf_vb,r_eq_deriv,r_eq_min_val,r_mu_b,r_eq_deriv_min_val,r_eq_negative,r_eq_vb,r_ROE,r_debt,r_equity,r_firm_value,r_leverage,r_iota,r_lambda,r_sigmah,r_delta,r_obj_fun,V0,alpha,pi,r,gross_delta,xi,sigmal
false,0.0025,1.0,1.0,3.0,35.0,61.328601986431075,60.11522685935325,0.5895062419598023,0.42964876427637083,1.6191962302126846,0.5895062419598023,false,0.37674886947064307,27.533539301231656,56.759966458549584,55.14554517045141,111.905511629001,50.721332338594024,0.0001,NaN,NaN,0.0199,firm_value,61.328601986431075,-0.0005545999687062067,0.0017053536842358261,1.6191962302126846,-0.0005545999687062067,false,0.0,14.944598432349053,56.759966458549584,49.70208291623322,106.46204937478281,53.31474153642778,0.0,0.2,0.25,0.02,misrep,100.0,0.6,0.27,0.08,0.02,1.0,0.15
