ROE,V0,alpha,c,debt,delta,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,equity,firm_value,gross_delta,iota,kappa,lambda,leverage,m,mu_b,p,pi,r,sigmah,sigmal,vb,xi
27.53353719351752,100.0,0.6,3.0,56.759966458549584,0.0199,0.00021555234920807176,0.00021555234920807176,0.00028296991316300826,false,0.0,55.145544259075116,111.90551071762471,0.02,0.0001,0.0025,NaN,50.72133275167663,1.0,1.6191962302126846,35.0,0.27,0.08,NaN,0.15,60.11522685935325,1.0
13.26117213690794,100.0,0.6,3.0,43.6457864771844,0.02,2.214907611267468e-5,2.214907611267468e-5,0.001364149761613311,false,0.0,63.82744278447682,107.47322926166123,0.02,0.0,0.0025,0.2,40.61084493043525,1.0,1.245075176429021,35.0,0.27,0.08,0.25,0.15,48.4306532304087,1.0
