sf_defaults_first,kappa,mu_s,m,c,p,vb,sf_vb,s_eq_deriv,s_eq_min_val,s_mu_b,s_eq_deriv_min_val,s_eq_negative,s_eq_vb,s_ROE,s_debt,s_equity,s_firm_value,s_leverage,s_iota,s_lambda,s_sigmah,s_delta,s_obj_fun,rf_vb,r_eq_deriv,r_eq_min_val,r_mu_b,r_eq_deriv_min_val,r_eq_negative,r_eq_vb,r_ROE,r_debt,r_equity,r_firm_value,r_leverage,r_iota,r_lambda,r_sigmah,r_delta,r_obj_fun,V0,alpha,pi,r,gross_delta,xi,sigmal
false,0.0025,0.5,1.0,3.0,35.0,60.01898992091543,58.531312007798824,0.4943069702072115,0.6100146197508901,1.5765336787992938,0.4943069702072115,false,0.5671053750386224,25.423357615697316,55.264860989819965,56.10831338061742,111.37317437043738,49.62133952113457,0.0001,NaN,NaN,0.0199,firm_value,60.01898992091543,-0.0011103945406958163,0.0013775464266018804,1.5765336787992938,-0.0011103945406958163,false,0.0,14.670957143686492,55.264860989819965,51.298212082532125,106.5630730723521,51.86117422899142,0.0,0.2,0.25,0.02,ROE,100.0,0.6,0.27,0.08,0.02,1.0,0.15
