sf_defaults_first,kappa,mu_s,m,c,p,vb,sf_vb,s_eq_deriv,s_eq_min_val,s_mu_b,s_eq_deriv_min_val,s_eq_negative,s_eq_vb,s_ROE,s_debt,s_equity,s_firm_value,s_leverage,s_iota,s_lambda,s_sigmah,s_delta,s_obj_fun,rf_vb,r_eq_deriv,r_eq_min_val,r_mu_b,r_eq_deriv_min_val,r_eq_negative,r_eq_vb,r_ROE,r_debt,r_equity,r_firm_value,r_leverage,r_iota,r_lambda,r_sigmah,r_delta,r_obj_fun,V0,alpha,pi,r,gross_delta,xi,sigmal
false,0.0025,1.0,1.0,3.0,35.0,67.31259328641576,65.9808086560168,0.5895130148319033,0.47170563087268447,1.7771849533590243,0.5895130148319033,false,0.4135175556618533,30.36718542809027,62.29094690135699,49.16023117628495,111.45117807764194,55.89079270024611,0.0001,NaN,NaN,0.0199,firm_value,67.31259328641576,-0.0005482013722934571,0.0018803348642526241,1.7771849533590243,-0.0005482013722934571,false,0.0,13.261001249900684,62.29094690135699,42.70965110137977,105.00059800273675,59.324373466647714,0.0,0.2,0.25,0.02,ROE,100.0,0.6,0.27,0.08,0.02,1.0,0.15
