gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,9.004525452545254,91.21193104058273,50.20040956305361,-1.2168262558785425,-1.2168262558785425,-2.223552137689424,true,0.0,50.20040956305361,0.7964314297550361,0.7964314297550361,113.23208773087039,-0.31826450142768004,112.91382322944271,100.28186495889078,-97.59475218196165,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,9.286016759570694,91.21193104058273,48.74247628668495,-1.274143459178927,-1.274143459178927,-2.41407002684375,true,0.0,48.74247628668495,0.7498598245497642,0.7498598245497642,113.7445936036798,-0.636964501740818,113.10762910193898,100.56314901726633,-95.36570872804646,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,9.567508066596133,91.21193104058273,47.66410135894294,-1.323455965196558,-1.323455965196558,-2.5852070719512383,true,0.0,47.66410135894294,0.7116960121272589,0.7116960121272589,114.63665782511588,-0.9248618346847658,113.71179599043111,100.81333851657975,-93.68119521727328,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,9.848999373621572,91.21193104058273,47.02146112990198,-1.3634397862081253,-1.3634397862081253,-2.730866455011358,true,0.0,47.02146112990198,0.6820339138183904,0.6820339138183904,115.96445674525299,-1.1765785331581264,114.78787821209487,101.02500242315146,-92.63001208288544,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,10.057046049284692,91.22016726791237,46.798021926504674,-1.3871795415184025,-1.3871795415184025,-2.820382801981639,true,0.0,46.798021926504674,0.664801706763285,0.664801706763285,117.19734427149751,-1.3385764832478273,115.85876778824968,101.15535190715501,-92.21637677239298,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,10.130490680647013,91.21193104058273,46.8400845607778,-1.394362486356069,-1.394362486356069,-2.8472511355605463,true,0.0,46.8400845607778,0.660524831667119,0.660524831667119,117.75351932530688,-1.3797876763028478,116.37373164900403,101.18565217145776,-92.22808925362747,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,10.411981987672451,91.21193104058273,47.14496174384669,-1.4159409043136542,-1.4159409043136542,-2.9306692495515465,true,0.0,47.14496174384669,0.6468503828386681,0.6468503828386681,120.02883565755386,-1.5316565391101924,118.49717911844367,101.29256793326635,-92.35274298866929,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,10.69347329469789,91.21193104058273,47.961224503127866,-1.428037215691479,-1.428037215691479,-2.978056702396664,true,0.0,47.961224503127866,0.6407276019330451,0.6407276019330451,122.81553756601309,-1.6259230681505885,121.18961449786251,101.34163564665788,-92.87361490630566,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,10.97496460172333,89.6593144089187,57.574739673124554,-1.4296645529649283,-1.4296645529649283,-2.8960461413821688,true,0.0,57.574739673124554,0.7494295525249212,0.7494295525249212,134.39949188518787,-0.3444978183331059,134.05499406685476,100.25698245763326,-98.99853806130943,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.005,0.2,0.225,0.15,1.0,7.0,6.0,11.537947215774208,89.83297333464327,62.30707265542897,-1.3868855000689235,-1.3868855000689235,-2.7201940865425422,true,0.0,62.30707265542897,0.7714552868796192,0.7714552868796192,143.07270316584842,-0.21983023340646254,142.85287293244195,100.15388576294887,-99.4896298183097,100.0,0.08,0.6,0.27,1.0,false
