gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,0.25,3.03027297729773,17.567465955337713,-9.309330962281592e-5,7.549516567451064e-15,7.549516567451064e-15,9.309330962281592e-5,-4.388728121679115e-6,4.388728121679115e-6,21.211817747774486,73.99408432800418,95.20590207577867,22.279939883234388,-6.084793159555235,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,0.5,6.026452595259526,34.959068196792366,0.0001724784539263169,8.881784197001252e-15,8.881784197001252e-15,0.0001724784539263169,4.088604156898688e-6,4.088604156898688e-6,42.18534064527061,57.613620269314396,99.798960914585,42.27032051102797,-0.3477302948055039,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,1.0,10.31012096209621,60.92833565593133,0.001761930681553281,2.4868995751603507e-14,2.4868995751603507e-14,0.001761930681553281,2.4413329776090683e-5,2.4413329776090683e-5,72.17260866535503,31.192471064518614,103.36507972987364,69.82300875108439,12.092688421297094,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,1.5,11.96898684868487,73.35808922213009,0.0019757355817802136,3.552713678800501e-14,3.552713678800501e-14,0.0019757355817802136,2.358160668255134e-5,2.358160668255134e-5,83.78488367637587,18.794784059080513,102.57966773545638,81.67786611714268,15.909030092482368,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,2.0,12.586508600860085,80.41627922066168,-0.010619563235778173,1.4210854715202004e-14,1.4210854715202004e-14,0.010619563235778173,-0.00012053227073235836,0.00012053227073235836,88.09494064278482,12.29714975091128,100.3920903936961,87.75087788023244,3.293477016210522,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,2.5,12.739403890389038,85.0777873761343,-0.0018119028361525125,3.197442310920451e-14,3.197442310920451e-14,0.0018119028361525125,-2.0318318230163057e-5,2.0318318230163057e-5,89.17401532988711,8.345384953889244,97.51940028377635,91.4423335976179,-22.91338655846976,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,3.0,12.64085403540354,88.44226649681869,-0.0038598553376232303,3.907985046680551e-14,3.907985046680551e-14,0.0038598553376232303,-4.3621095839759395e-5,4.3621095839759395e-5,88.48211839248717,5.721340529615816,94.20345892210298,93.92661310414641,-50.32645129913538,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,3.5,12.383488298829883,90.98752594236035,0.04048457223431967,2.1316282072803006e-14,2.1316282072803006e-14,0.04048457223431967,0.0004670340197870586,0.0004670340197870586,86.7249026640435,3.910730036573966,90.63563270061746,95.68521792141985,-70.54085602836608,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,4.0,12.027892739273927,93.02608666943537,-0.03288683933988068,4.973799150320701e-14,4.973799150320701e-14,0.03288683933988068,-0.000390602078646475,0.000390602078646475,84.16236233557761,2.6007438363203264,86.76310617189793,97.00247726128242,-83.57871362240704,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,4.5,11.591589108910892,94.64833110064133,0.04108451878886399,7.105427357601002e-15,7.105427357601002e-15,0.04108451878886399,0.0005063341112846922,0.0005063341112846922,81.1822082811651,1.6832757750892,82.8654840562543,97.96866476523991,-91.05487083585693,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,5.0,11.107760726072607,96.02542868699352,-0.05279543854891244,4.973799150320701e-14,4.973799150320701e-14,0.05279543854891244,-0.000679003238635138,0.000679003238635138,77.70152964395933,1.012601893591473,78.7141315375508,98.71357039223841,-95.4588728400504,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,5.5,10.577027652765276,97.16057789321856,-0.000576151533195457,4.263256414560601e-14,4.263256414560601e-14,0.000576151533195457,-7.781710002766866e-6,7.781710002766866e-6,74.03861741782373,0.5595584581015203,74.59817587592525,99.24990329652002,-97.84465077570374,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,6.0,10.013571307130713,98.12693070290283,0.07939161982702103,2.842170943040401e-14,2.842170943040401e-14,0.07939161982702103,0.0011326288721000338,0.0011326288721000338,70.174390769742,0.26209799059560623,70.43648876033761,99.62789458246932,-99.12123172884023,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,6.5,9.428192769276928,98.98020230805861,0.040573310263184226,4.263256414560601e-14,4.263256414560601e-14,0.040573310263184226,0.0006147718149487322,0.0006147718149487322,66.03792269520167,0.0832297392576109,66.12115243445928,99.87412539528844,-99.75493330837612,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,7.0,8.825492499249926,99.74412325343175,-0.13771507913829595,4.263256414560601e-14,4.263256414560601e-14,0.13771507913829595,-0.002229176755372499,0.002229176755372499,61.64073241561118,0.005589903847848632,61.64632231945903,99.9909322995476,-99.98542750109722,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,7.5,8.194829432943294,100.36380375726227,0.12756549021178643,9.947598300641403e-14,9.947598300641403e-14,0.12756549021178643,0.0022237975308634756,0.0022237975308634756,57.491371520814845,0.01199899682701755,57.50337051764186,99.97913340258319,-99.9717727970619,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,8.0,7.56080603060306,100.96615064579998,-0.06612702558408756,1.4210854715202004e-14,1.4210854715202004e-14,0.06612702558408756,-0.0012494326533900586,0.0012494326533900586,52.85951518863733,0.08962286377018813,52.94913805240752,99.8307378230001,-99.80988132784628,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,8.5,6.908180768076808,101.47254359253894,0.0362083540429623,1.4210854715202004e-14,1.4210854715202004e-14,0.0362083540429623,0.0007487676104308856,0.0007487676104308856,48.39347373058062,0.21970582325918997,48.61317955383981,99.54805296572741,-99.57426736666564,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,9.0,6.244214371437144,101.92043558766512,0.20846503132293037,7.105427357601002e-14,7.105427357601002e-14,0.20846503132293037,0.0047693299731419074,0.0047693299731419074,43.917965631382934,0.3932292240788797,44.311194855461814,99.11257363887039,-99.29883209746949,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,9.5,5.578807830783078,102.36089889052298,-0.00916752382765651,8.526512829121202e-14,8.526512829121202e-14,0.00916752382765651,-0.00023475378626009358,0.00023475378626009358,39.04248729165389,0.6241554492304999,39.66664274088439,98.42649791839534,-98.97608117277225,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,10.0,4.896619611961196,102.71479729319886,0.2844378965102621,7.105427357601002e-14,7.105427357601002e-14,0.2844378965102621,0.008298374886318153,0.008298374886318153,34.56077518023863,0.8642238647215947,35.424999044960224,97.56041245442307,-98.67934886591044,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,10.5,4.222852235223522,103.112132910388,-0.3246994746216707,4.263256414560601e-14,4.263256414560601e-14,0.3246994746216707,-0.010984433422689245,0.010984433422689245,29.235266171942985,1.1881366271201443,30.42340279906313,96.09466227375219,-98.32100459812784,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,11.0,3.5230022502250224,103.37492665649576,0.326631354844082,8.526512829121202e-14,8.526512829121202e-14,0.326631354844082,0.013244845959891952,0.013244845959891952,24.98764710641924,1.4568094811269248,26.444456587546163,94.49105911364047,-98.05790723136803,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,11.5,2.838573807380738,103.71726931564305,-0.3638830842882861,1.4210854715202004e-14,1.4210854715202004e-14,0.3638830842882861,-0.018313174602085276,0.018313174602085276,19.50613356737688,1.842266318106681,21.348399885483563,91.37047119227245,-97.71129602819025,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,12.0,2.126542604260426,103.91722870631489,0.5407884791186639,8.526512829121202e-14,8.526512829121202e-14,0.5407884791186639,0.03632915553263514,0.03632915553263514,15.426586708941645,2.125444389414426,17.55203109835607,87.89060720378113,-97.48686459880751,100.0,0.08,0.6,0.27,1.0
0.02,0.018000000000000002,0.002,0.0025,NaN,NaN,0.2,1.0,7.0,12.5,1.4301929692969297,104.19807830168584,0.05057846773476804,2.842170943040401e-14,2.842170943040401e-14,0.05057846773476804,0.0050521122294658865,0.0050521122294658865,10.061929252813277,2.536142018893372,12.59807127170665,79.86880718329353,-97.1801240588956,100.0,0.08,0.6,0.27,1.0
