gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.01925,0.00075,0.005,NaN,NaN,0.25,100.0,0.08,0.6,0.27,1.0,1.0,10.0,0.6885938593859386,6.74369948958262,50.4222851039954,67.43517216193958,67.54763017044694,0.11063527462073353,0.11063527462073353,0.0016405724304832709,0.0016405724304832709,-3.375077994860476e-14,NaN,39.06613147126958,38.96979397881813,false,106.51742414926507,63.41462977530422,20.083045347677242,NaN,NaN,NaN
