gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,55.326980066427694,59.29673130599507,0.441674616133227,3.707971429900425e-16,0.012643685527486974,0.02513137338673725,false,1.9335180384815137e-7,0.441674616133227,0.007982987967225673,0.007982987967225673,55.76865468256092,56.58502831644228,112.35368299900321,49.63669476064767,27.929702138479897,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,56.503946447276306,60.65343737293975,0.39375798937187767,5.733261088103347e-16,0.01259818287074865,0.02587045749261921,false,2.5890435609376045e-7,0.39375798937187767,0.006968681200689093,0.006968681200689093,56.89770443664818,55.0017047104002,111.89940914704837,50.84718933759357,27.60736752305597,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,57.68091282812492,62.0095680173212,0.34610183174488185,-5.611830444784971e-16,0.012216559877248321,0.024950471191967704,false,3.3063923374349616e-7,0.34610183174488185,0.006000283538788318,0.006000283538788318,58.0270146598698,53.382541827068025,111.40955648693782,52.08441402122731,27.183095018092974,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,58.85787920897352,63.36721852309607,0.29881052283980836,2.393918396847994e-16,0.002636025345746782,0.007841481088208332,false,1.1076064979183584e-7,0.29881052283980836,0.005076814300068282,0.005076814300068282,59.15668973181333,51.719581606630335,110.87627133844367,53.353787079690676,26.629260133489517,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,60.03484558982213,64.72402478566224,0.2521499476311888,-1.3114509478384662e-15,-0.01493553473874485,-0.0115423311718486,true,0.0,0.2521499476311888,0.004200059901110772,0.004200059901110772,60.28699553745332,50.01384359265757,110.30083913011089,54.656878418067855,25.93820152747599,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,61.211811970670745,66.07990479709889,0.20533155687179772,-1.0130785099704553e-15,-0.007113640108129857,-0.014452666980808892,true,0.0,0.20533155687179772,0.0033544433706713507,0.0033544433706713507,61.41714352754254,48.25965212110954,109.67679564865207,55.998302251910616,25.08055787823773,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,62.388778351519356,67.43601774385895,0.15478520608823487,5.648337564811631e-16,0.001063381757869507,0.006404319186855165,false,0.0,0.15478520608823487,0.002480978313377495,0.002480978313377495,62.54356355760759,46.450782848931595,108.9943464065392,57.38239240806645,24.012819319778032,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,63.56574473236797,68.79188535317766,0.09303769470696466,-1.321859288694327e-15,-0.009753741261519431,0.02105784444837273,false,0.0,0.09303769470696466,0.001463645161378711,0.001463645161378711,63.65878242707493,44.58795935456402,108.24674178163895,58.80895940082039,22.69253022436688,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,64.74271111321657,70.14898259953188,0.016561936930543197,-1.186550857568136e-15,0.0013031479175273468,0.0010984099030256125,false,0.0,0.016561936930543197,0.0002558116063688016,0.0002558116063688016,64.75927305014712,42.66523985498472,107.42451290513183,60.28351565097343,21.06799021398402,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,64.97543500294067,70.4173384224826,-1.3097999969347018e-6,-9.599632198473011e-16,0.003307789374917135,-0.0035996198867358454,false,-6.085087043094603e-11,1.3097999969347018e-6,-1.0777364908026873e-7,1.0777364908026873e-7,64.97543369314069,42.27810529422773,107.25353898736842,60.581155928843565,20.709860969635653,100.0,0.08,0.6,0.27,1.0,true
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,65.91967749406518,71.50540162368269,-0.07053431314014347,-4.440892098500626e-16,-0.007180908745321075,-0.007937048926839062,true,0.0,0.07053431314014347,-0.0010700039172141542,0.0010700039172141542,65.84914318092504,40.68531597314764,106.53445915407268,61.81018207985872,19.134100174092428,100.0,0.08,0.6,0.27,1.0,false
