gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,0.5,6.024102407990776,6.5373764322049475,6.403376672301746,6.497055390929572,-2.4318189151273373e-7,-4.036815363400211e-8,7.534508285814367e-16,0.003832462042614387,6.024102164808885,95.4372579836954,101.46136014850428,5.937336298263384,1.5550371767313331,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,1.0,12.048181504917359,13.074308127221986,12.806726715475445,12.994084374456216,4.5491915301454355e-7,3.775832500770945e-8,2.6255735733658086e-16,0.006722824573249717,12.048181959836512,90.87012568765657,102.91830764749308,11.706548849503925,3.3180754105167187,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,1.5,18.072279758556423,19.611047705666316,19.21009864210094,19.491135059223996,3.7951181042217286e-7,2.099966443040983e-8,-8.942095139763623e-16,0.009289027716362969,18.072280138068233,86.28449635933124,104.35677649739948,17.317783036848198,5.317829551147901,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,2.0,24.09649473210035,26.1477157568424,25.61360390237719,25.98831796745149,1.0735511324355684e-7,4.455217011316705e-9,2.603662105249556e-16,0.011757942811011095,24.096494839455463,81.64742728106769,105.74392212052315,22.787593231118418,7.567400357037668,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,2.5,30.019509235075294,32.56729784011323,31.9015039604828,32.37085825016491,9.427266078887442e-8,3.140379812696094e-9,4.662893719911668e-17,0.014083916006247752,30.019509329347954,76.99323779252832,107.01274712187627,28.05227427267042,10.021003074814438,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,3.0,35.38626265646648,38.34556099410089,37.553965522753394,38.12325096038658,-5.039836423748056e-7,-1.4242352951130536e-8,-6.057607718783887e-16,0.016297749000940286,35.386262152482836,72.75407829134093,108.14034044382376,32.7225362961245,12.598467005630077,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,3.5,42.05068623692222,45.62046725448247,44.68880577601245,45.34567946441449,-3.8034035299006064e-7,-9.044807279651629e-9,-4.247804966024118e-17,0.019394069160362442,42.050685856581865,66.97205955640982,109.02274541299168,38.570562222854186,15.57006419551643,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,4.0,48.18920147974989,52.28876324925877,51.22288064396359,51.97234480384,-6.458390586772111e-7,-1.3402153155590391e-8,4.7702800926840176e-17,0.022144612830613437,48.18920083391083,61.38406672907897,109.5732675629898,43.97897580831799,18.47735938660375,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,4.5,54.21873335355542,58.83175690979365,57.632459604551784,58.47555084024229,-5.949252113168768e-7,-1.0972687381636597e-8,7.428668485669251e-17,0.024950872963351266,54.21873275863021,55.3234453607145,109.54217811934471,49.49575924951907,20.842975073267556,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.0,60.24890914902064,65.37557999341965,64.04277414169641,64.97948632848683,-6.025024461564499e-7,-1.0000221658224724e-8,-1.7540491611421005e-15,0.008116572399008197,60.248908546518194,48.36486297008798,108.61377151660616,55.470782116526195,21.66927045685356,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,5.5,64.97543500294067,70.4173384224826,68.9638790516057,70.00661196387453,-1.3097999698175045e-6,-2.0158387085184196e-8,-9.599632198473013e-16,-0.003599619886735844,64.9754336931407,42.27810529422773,107.25353898736843,60.581155928843565,20.709860969635695,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,6.0,67.95887017226006,73.44967142940048,71.89378421844997,73.05911740759481,3.904515551766963e-6,5.745409748381508e-8,-3.5631963722883124e-16,0.0007450268691810212,67.95887407677561,38.39373732357477,106.35261140035038,63.899581949100806,19.826429993665794,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,6.5,70.15898006023976,75.57873104173287,73.9288666932108,75.22425082251483,-6.460822888243456e-6,-9.208832401349161e-8,9.736342846436188e-17,0.004665625367729789,70.15897359941687,35.578001950710444,105.73697555012731,66.35235520440645,19.225128094170387,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,7.0,71.88055577505732,77.15748424860988,75.41730111858075,76.84728780546101,-3.440980052005216e-6,-4.7870804766359944e-8,-1.5060497267142785e-15,-0.002388873702138006,71.88055233407727,33.46868926162351,105.34924159570078,68.23072595997755,19.02328117981986,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,7.5,73.29410942788769,78.38097145833075,76.55387005806081,78.12138907986817,-7.531584273579028e-6,-1.0275838443728104e-7,2.2518151231977695e-16,-0.0024261443567808088,73.29410189630342,31.841456501421472,105.13555839772489,69.71390366238782,19.230053143256896,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,8.0,74.50269566498098,79.36924060301142,77.45629681024215,79.16329773152542,-1.4586091410251356e-5,-1.9577937791460824e-7,-5.610277813233889e-16,0.002475070919963373,74.50268107888957,30.541059504701245,105.04374058359082,70.92538847624381,19.78145466665069,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,8.5,75.56462224329003,80.18782647652161,78.19118857559282,80.0390663618419,-2.5663496344918713e-5,-3.3962316733737885e-7,6.780096663408356e-16,0.0006072855594217447,75.56459657979369,29.484776142091988,105.04937272188567,71.93245863528206,20.664167622091355,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,9.0,76.52388924310864,80.8881599558753,78.80880834349713,80.79853944979439,4.251477328409692e-5,5.555751766488474e-7,2.177744252181387e-16,-0.0015199927179326556,76.52393175788193,28.59478900780005,105.11872076568197,72.79762462907048,21.803995085082217,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,9.5,77.41883671477768,81.51588381052471,79.35295343274187,81.48514963960584,-3.89486297365238e-5,-5.030898343256725e-7,6.54607159290251e-16,0.009672438046854739,77.41879776614795,27.79981200411916,105.21860977026711,73.57899703786536,23.11041598327195,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,10.0,78.24005060695829,82.05685936645641,79.8128698092583,82.08823243973639,-2.1810566408930754e-5,-2.787647277798543e-7,-5.34773936817218e-16,0.0015067303771241648,78.24002879639188,27.137800425096152,105.37782922148804,74.24714418053094,24.714321407724626,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,10.5,79.01477823406465,82.54590928499118,80.2196831315908,82.63865434364291,1.6325301217534616e-5,2.0661073260465715e-7,-5.939901686966716e-16,0.0015139941375442376,79.01479455936587,26.543372909155742,105.55816746852162,74.85426893464097,26.486123684827987,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.003,0.1,0.2,0.15,1.0,1.0,11.0,79.74731258626876,82.98670785554722,80.57829744805014,83.14127856650472,-1.8115041612531968e-5,-2.271555118918339e-7,-5.520433695196044e-16,0.006141908005229995,79.74729447122715,26.019062041576337,105.76635651280348,75.39949101071038,28.472030586783937,true,100.0,0.08,0.6,0.27,1.0
