gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,V0,r,alpha,pi,xi,mu_b,m,c,p,vb,sg_debt,debt,debt_diff,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_vb,eq_min_val,sg_equity,equity,eq_negative,firm_value,leverage,ROE,cvml_vb,cvmh_vb,eq_deriv
0.02,0.01925,0.00075,0.005,NaN,NaN,0.15,100.0,0.08,0.6,0.27,1.0,1.0,1.0,4.6224622462246225,54.37579458168656,59.60601845372979,54.375836772090615,54.37567199835325,-0.0001225833333151627,0.0001225833333151627,-2.2543731867864607e-6,2.2543731867864607e-6,-3.552713678800501e-13,NaN,52.2170917320933,52.21675636199552,false,106.59242836034878,51.01269652524438,14.449370870976598,NaN,NaN,NaN
