gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,0.5,6.060614674553586,6.629449610715824,6.428561707235251,6.525248230957126,-3.4578625296433074e-7,-5.7054650647263064e-8,-8.313192108990178e-16,0.0013832364418086454,6.060614328767333,95.43701847212202,101.49763280088935,5.97118786076184,1.5942544122342195,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,1.0,12.121205609114218,13.257177976503405,12.857096357567448,13.050469618187787,2.61412475666134e-7,2.1566540829038645e-8,1.4703407445548595e-16,0.004011865384951392,12.121205870526694,90.86594990147722,102.98715577200392,11.769628726674409,3.399177016019239,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,1.5,18.181813649819667,19.88452661856236,19.285650504084956,19.575710347996736,1.8213089703067453e-7,1.001720183357401e-8,-1.4877170259446818e-15,0.004041263872087959,18.181813831950564,86.26165520578377,104.44346903773433,17.408282202290373,5.430906312940897,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,2.0,24.2419144040399,26.511109147603275,25.713626486940914,26.10037746939412,-3.120924709776318e-7,-1.2874085180567333e-8,-8.814403045926304e-16,0.00044875305624116383,24.24191409194743,81.56859408685875,105.81050817880617,22.91068676372077,7.669819147567125,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,2.5,29.817475543018574,32.577855071988154,31.589363830922775,32.07715694320157,1.1695082449136862e-6,3.922224211189178e-8,-1.3858469245917755e-16,0.00384288750305401,29.81747671252682,77.14941187277805,106.96688858530487,27.875426785689594,9.926814054216804,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,3.0,34.92438717555966,38.10128225694858,36.9309727829153,37.52401632884808,-0.0730847583992329,-0.0020926568598568893,6.002143226879753e-16,0.004562564967184606,34.851302417160426,72.95888927532195,107.81019169248238,32.32653784400108,11.98825453502177,false,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,3.5,42.00899441981139,45.912353305207525,44.526597502377875,45.207132487449876,-3.6063936903474314e-7,-8.584813181452067e-9,4.80516254152039e-16,0.005864269591956885,42.00899405917202,66.50105944330298,108.51005350247499,38.71437963876208,14.674781656932034,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,4.0,48.470484444726324,53.00298836602694,51.41204415952866,52.185665952013295,-1.1889201800840965e-6,-2.4528745559370062e-8,7.133675415612536e-16,0.006663046387492405,48.470483255806144,60.15286776782146,108.6233510236276,44.622526187083764,16.734779537010212,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,4.5,54.558963814842244,59.662733807300285,57.87236376862776,58.74242186990093,1.2837794827191829e-7,2.353012947745798e-9,5.7977787181424e-16,0.007562000397562623,54.55896394322019,53.43771528218171,107.9966792254019,50.519112563960554,17.597924517851737,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.0025,0.5,0.2,0.15,1.0,1.0,5.0,60.40470494417862,66.0438757767472,64.05603017647319,65.02470428853809,0.007497421319847319,0.00012411982355970216,3.885780586188048e-16,-0.018949806510096742,60.412202365498466,46.03439898739661,106.44660135289507,56.75352862156496,16.28431420311378,true,100.0,0.08,0.6,0.27,1.0
