gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,cvml_vb,cvmh_vb,debt_diff,eq_deriv,eq_min_val,sg_debt,debt,sg_equity,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,abs_debt_diff,debt_per_diff,abs_debt_per_diff,eq_deriv_min_val,eq_negative,eq_vb
0.02,0.02,0.0,0.003,0.3,0.25,0.15,1.0,1.0,3.152565256525653,36.86219611598772,41.225226889168674,39.09407152904285,39.514931147867905,-0.022199155938302795,-0.00014611342228605182,0.0011406183140997967,36.8413312164117,36.83999696004942,69.66904018241472,69.67926655398998,106.5192635140394,34.585290720859945,10.321822672990955,100.0,0.08,0.6,0.27,1.0,0.022199155938302795,-0.0006022201137569952,0.0006022201137569952,-0.00014611342228605182,false,0.0
