gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_min_val,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,0.25,2.6316331133113313,11.021592501144218,-6.766296704974195e-5,1.0658141036401503e-14,1.0658141036401503e-14,6.766296704974195e-5,-5.142279651938487e-6,5.142279651938487e-6,13.158097903589606,88.53888893585034,101.69698683943994,12.938532706346278,1.95411062917068,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,0.5,5.2579357435743574,22.022885288945854,-1.3120985226322546e-5,1.7763568394002505e-14,1.7763568394002505e-14,1.3120985226322546e-5,-4.990926426728398e-7,4.990926426728398e-7,26.28966559688656,76.74212286466253,103.0317884615491,25.516072262200634,4.113111799179459,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,1.0,10.015351485148514,42.139674550428936,0.0002120400991074689,3.552713678800501e-14,3.552713678800501e-14,0.0002120400991074689,4.234301700182909e-6,4.234301700182909e-6,50.07696946584168,53.58358768176422,103.6605571476059,48.30860535944769,7.332401716080272,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,1.5,13.032873237323733,55.63054475144191,-0.0005651470707164208,5.684341886080802e-14,5.684341886080802e-14,0.0005651470707164208,-8.672639723034279e-6,8.672639723034279e-6,65.16380103954795,37.681687431088754,102.8454884706367,63.36087465630813,8.168194451602062,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,2.0,14.746704620462046,64.15666025028072,0.003405958305279455,8.881784197001252e-14,8.881784197001252e-14,0.003405958305279455,4.619280568695271e-5,4.619280568695271e-5,73.73692906061551,28.108718988475847,101.84564804909135,72.40066755240542,7.027540889453232,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,2.5,15.784068356835684,70.10663036221709,0.004913947701211896,1.4210854715202004e-13,1.4210854715202004e-13,0.004913947701211896,6.226465306815259e-5,6.226465306815259e-5,78.92525573187963,21.82143420282758,100.7466899347072,78.34029662218202,3.5430557315787814,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,3.0,16.435873537353736,74.58830424476452,-0.008044206472348492,1.4566126083082054e-13,1.4566126083082054e-13,0.008044206472348492,-9.788596211897665e-5,9.788596211897665e-5,82.17132348029632,17.34783479549077,99.51915827578709,82.56834654146037,-2.6970130041985896,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,3.5,16.834133363336335,78.10441872682777,0.006364416121584782,1.9539925233402755e-13,1.9539925233402755e-13,0.006364416121584782,7.561323157206385e-5,7.561323157206385e-5,84.17703123280326,14.024471243733398,98.20150247653666,85.71867956186895,-11.366372201858121,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,4.0,17.063436293629366,80.97710624013982,0.01057199811704379,2.2026824808563106e-13,2.2026824808563106e-13,0.01057199811704379,0.00012391405734600886,0.00012391405734600886,85.32775346626387,11.440246314766092,96.76799978102997,88.17765548460908,-22.027984682091095,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.015000000000000001,NaN,NaN,0.25,1.0,5.0,4.5,17.16896684668467,83.37843989023035,0.009232623858409283,2.8421709430404007e-13,2.8421709430404007e-13,0.009232623858409283,0.00010755013904860683,0.00010755013904860683,85.85406685728175,9.38192580872839,95.23599266601013,90.14876041495097,-33.67757563906045,100.0,0.08,0.6,0.27,1.0
