gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi,opt
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,7.913441344134412,91.21193104058273,66.39784059268605,-1.2393489880947277,-1.2393489880947277,-2.0789642476868258,true,0.0,66.39784059268605,1.1986448608715483,1.1986448608715483,121.79193000162694,0.34965378180086043,122.14158378342779,99.71373076149001,-101.60451039341056,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,8.252358130549895,91.21193104058273,65.56302015952029,-1.3044825329575622,-1.3044825329575622,-2.2862361436550374,true,0.0,65.56302015952029,1.1349659804997114,1.1349659804997114,123.32952707336956,-0.04646579756255945,123.283061275807,100.03769033400185,-99.80082837763308,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,8.59127491696538,91.21193104058273,65.04492582491167,-1.3600015088331618,-1.3600015088331618,-2.467983725647111,true,0.0,65.04492582491167,1.0815778042851694,1.0815778042851694,125.18385024366934,-0.3920237031909082,124.79182654047844,100.31414213098624,-98.44335278602027,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,8.930191703380864,91.21193104058273,64.85715522641249,-1.4096910013604893,-1.4096910013604893,-2.6381380367453073,true,0.0,64.85715522641249,1.0375262029346766,1.0375262029346766,127.36849715007853,-0.6998824509846997,126.66861469909382,100.55253027961764,-97.44274430873274,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,9.269108489796347,91.21193104058273,65.0133398753137,-1.4513789752691237,-1.4513789752691237,-2.7807490225227802,true,0.0,65.0133398753137,1.0019971168113637,1.0019971168113637,129.89709930388813,-0.9567125737924432,128.9403867300957,100.74198053693996,-96.79998195119879,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,9.608025276211832,91.21193104058273,65.52452171676377,-1.4848875009729066,-1.4848875009729066,-2.8962761611604235,true,0.0,65.52452171676377,0.9742528449330137,0.9742528449330137,132.7806986502466,-1.1580323688103873,131.6226662814362,100.87981227058131,-96.46733469238711,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,9.799501618628547,91.44980115145867,64.41132165082382,-1.5015782784686302,-1.5015782784686302,-2.967532649221382,true,0.0,64.41132165082382,0.9399571775344483,0.9399571775344483,133.00783298122371,-1.508834892189482,131.49899808903425,101.14741170207844,-95.42885807424022,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,9.946942062627315,91.21193104058273,66.34592049382557,-1.5105960363302549,-1.5105960363302549,-2.980556874249091,true,0.0,66.34592049382557,0.9528545137088728,0.9528545137088728,135.97451493221678,-1.3044204338828882,134.6700944983339,100.96860438001625,-96.37404302367752,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,10.285858849042798,89.17060797843591,80.8127707578788,-1.5179021112916542,-1.5179021112916542,-2.8635143880816565,true,0.0,80.8127707578788,1.1223838190151885,1.1223838190151885,152.81378270117838,0.8283687266148132,153.6421514277932,99.4608454002259,-101.56847073670474,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,10.624775635458283,89.92807503652378,77.63846946036992,-1.5309453410855267,-1.5309453410855267,-2.9438937578939215,true,0.0,77.63846946036992,1.0439006246771991,1.0439006246771991,152.0118989085779,-0.10753534815987358,151.90436356041803,100.07079148066546,-99.79324856347027,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,10.963692421873766,90.00510722649011,78.08852864980452,-1.534003167720788,-1.534003167720788,-2.940642636927765,true,0.0,78.08852864980452,1.0174951707485669,1.0174951707485669,154.8343756029209,-0.16757977167273042,154.66679583124815,100.10834889982176,-99.69438920416228,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,11.30260920828925,90.08203855033491,78.64278186744708,-1.5342846172233962,-1.5342846172233962,-2.9255547494328504,true,0.0,78.64278186744708,0.9939902297676169,0.9939902297676169,157.76104632547182,-0.19931290342954994,157.56173342204227,100.12649829314564,-99.65493543467606,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,11.641525994704732,90.15911630488993,79.06444789888589,-1.5322103540962764,-1.5322103540962764,-2.9004203823143877,true,0.0,79.06444789888589,0.9702268528670451,0.9702268528670451,160.555129861819,-0.20747822726418838,160.34765163455484,100.12939274454548,-99.65737299591689,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,11.980442781120217,90.23610457906061,79.3005180259043,-1.528091030415747,-1.528091030415747,-2.8687604663954684,true,0.0,79.3005180259043,0.9455948865366369,0.9455948865366369,163.16361749374582,-0.1957677294957574,162.96784976425005,100.12012659538611,-99.69006251183264,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,12.3193595675357,90.3131272829907,79.37374264096115,-1.522238001336219,-1.522238001336219,-2.830508441392046,true,0.0,79.37374264096115,0.9204298347981488,0.9204298347981488,165.60925961371106,-0.16813570542777123,165.4411239082833,100.10162872534703,-99.7437317439372,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,12.658276353951184,90.39877236373623,79.22082627967754,-1.5112687683573358,-1.5112687683573358,-2.7737000342356763,true,0.0,79.22082627967754,0.894060184865864,0.894060184865864,167.82876075733583,-0.1163913051369992,167.71236945219883,100.06939935647989,-99.82840419928442,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,12.997193140366669,90.4670726558789,79.0665877934126,-1.5028100670810856,-1.5028100670810856,-2.7251553195737195,true,0.0,79.0665877934126,0.8690512409598399,0.8690512409598399,170.04693977597927,-0.057901829356504404,169.98903794662277,100.03406209603627,-99.91733853107404,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,13.336109926782152,90.5441225123116,78.70005154680922,-1.493482316991983,-1.493482316991983,-2.676327425194643,true,0.0,78.70005154680922,0.8430392797009438,0.8430392797009438,172.05282103428428,-0.0030547349953700077,172.0497662992889,100.00177549499838,-99.9957604227683,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,13.675026713197635,90.62111101436561,78.20388510304613,-1.483502114172609,-1.483502114172609,-2.625153600223607,true,0.0,78.20388510304613,0.8169624689191631,0.8169624689191631,173.92907209542958,0.05597289030865881,173.98504498573823,99.96782890718382,-100.07571160941451,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,14.01394349961312,90.69816516439712,77.57513481566757,-1.4777712372736604,-1.4777712372736604,-2.5891065099168413,true,0.0,77.57513481566757,0.790795404364937,0.790795404364937,175.6727393129594,0.08351451999851618,175.75625383295792,99.95248276054069,-100.11036275514374,100.0,0.08,0.6,0.27,1.0,false
0.02,0.02,0.0,0.001,0.1,0.35,0.15,1.0,7.0,7.0,14.352860286028603,90.66597383214469,77.77494908985598,-1.4628847855624034,-1.4628847855624034,-2.514759601802101,true,0.0,77.77494908985598,0.7741109988823608,0.7741109988823608,178.2449710920562,0.299378221069847,178.54434931312605,99.8323227689806,-100.38261656550122,100.0,0.08,0.6,0.27,1.0,false
