gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,vb,debt_diff,eq_deriv,eq_deriv_min_val,eq_min_val,eq_negative,eq_vb,abs_debt_diff,debt_per_diff,abs_debt_per_diff,debt,equity,firm_value,leverage,ROE,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,44.78190352064115,0.9653083924896606,-1.1070899063272293,-1.1070899063272293,-0.8300023797148993,true,0.0,0.9653083924896606,0.016660583614610612,0.016660583614610612,58.904958936491425,48.625377442236804,107.53033637872824,54.77985182620898,18.32419723608694,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,48.68267841213651,1.0373907355642942,-1.9846269022299925,-1.9846269022299925,-2.585497142910736,true,0.0,1.0373907355642942,0.01790467712221455,0.01790467712221455,58.97704127956606,48.774800973434566,107.75184225300063,54.73413729770703,18.896350957590368,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,52.58345330363186,1.0373907355642942,-2.07853217007497,-2.07853217007497,-3.0327916943319857,true,0.0,1.0373907355642942,0.01790467712221455,0.01790467712221455,58.97704127956606,48.74434842501205,107.72138970457812,54.74961049175878,18.822118017372567,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,56.48422819512722,1.0373907355642942,-1.762090752028383,-1.762090752028383,-2.31360362547074,true,0.0,1.0373907355642942,0.01790467712221455,0.01790467712221455,58.97704127956606,48.61493537783615,107.5919766574022,54.815464044649566,18.506653089409085,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,60.38500308662258,1.0373907355642942,-1.0066396980365777,-1.0066396980365777,-0.8619178640986385,true,0.0,1.0373907355642942,0.01790467712221455,0.01790467712221455,58.97704127956606,48.394645732073215,107.37168701163927,54.92792645902346,17.969661968743765,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,64.28577797811793,1.0373907355642942,-0.04384747079493878,-0.04384747079493878,-0.0019192702242008311,false,0.0,1.0373907355642942,0.01790467712221455,0.01790467712221455,58.97704127956606,48.039949317391354,107.01699059695741,55.10997921973227,17.105032927481602,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,68.1865528696133,1.0363502651378909,0.8745663112214915,0.8745663112214915,0.09380351861496727,false,0.0,1.0363502651378909,0.017886719291667866,0.017886719291667866,58.976000809139656,47.44440718158917,106.42040799072882,55.41794278243846,15.650370800902348,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,72.08732776110865,0.8778984853117677,1.6773650242685747,1.003224592625034,0.18316645984858365,false,0.0,0.8778984853117677,0.015151946500696538,0.015151946500696538,58.81754902931353,46.4683371084382,105.28588613775173,55.86460938587634,12.835287879087653,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,75.98810265260401,0.6187357200933477,2.39363946996724,1.0032252681636424,0.2679265765219534,false,0.0,0.6187357200933477,0.01067896879397735,0.01067896879397735,58.55838626409511,45.01787222378202,103.57625848787714,56.53649506073726,8.629631342706801,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,79.88887754409937,0.2617185178558188,3.0337902050306926,1.003226258620901,0.34817030281005457,false,0.0,0.2617185178558188,0.004517088304788082,0.004517088304788082,58.201369061857584,42.95815678381562,101.1595258456732,57.53424462531422,2.774076135147041,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,83.78965243559473,-0.09008140453099855,3.6043198021587424,1.003227673382225,0.42373068680406795,false,0.0,0.09008140453099855,-0.0015547453891284176,0.0015547453891284176,57.849569139470766,40.04278154315147,97.89235068262224,59.09508632296044,-5.000303138897266,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,87.69042732709008,-0.15422807524667093,4.11416545559528,1.003229655172622,0.4948756112641633,false,0.0,0.15422807524667093,-0.002661874446922039,0.002661874446922039,57.785422468755094,35.801376779550445,93.58679924830554,61.74527062886098,-15.191910299108791,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,91.59120221858544,0.4345452808301502,4.567525250999037,1.0032323873124083,0.5614462881861333,false,0.0,0.4345452808301502,0.0074999637855968524,0.0074999637855968524,58.374195824831915,29.34059231540454,87.71478814023645,66.55000492220827,-29.513452300081454,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,92.6061939952703,-0.02700516245344886,4.667924193476195,1.003233254225963,0.5769168007886945,false,0.0,0.02700516245344886,-0.0004660912207770398,0.0004660912207770398,57.912645381548316,27.095781415920474,85.00842679746879,68.12577007162392,-35.620136590762804,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,95.4919771100808,0.22760628008543904,4.887207429149496,1.0032361035777515,0.613161108927199,false,0.0,0.22760628008543904,0.003928333670438441,0.003928333670438441,58.167256824087204,18.932813258547057,77.10007008263426,75.44384429449252,-54.741640587776395,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,57.939650544001765,99.39275200157616,1.671491848818242,5.21883460725599,1.0032236346128323,1.3262406459956058,false,0.6587122182706295,1.671491848818242,0.028848842426980846,0.028848842426980846,59.61114239282001,3.758713910486309,63.369856303306314,94.06860906785708,-90.69368599864009,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,48.79357424647333,5.803806833733077,-1.4916054446380194,-1.4916054446380194,-1.7480613874179636,true,0.0,5.803806833733077,0.10016986259393171,0.10016986259393171,63.74345737773484,41.39406764125064,105.13752501898549,60.6286455442281,14.169925335987577,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,52.451176086010946,5.814957803558947,-2.1915370316400615,-2.1915370316400615,-3.475023899695786,true,0.0,5.814957803558947,0.1003623209488091,0.1003623209488091,63.75460834756071,41.47074892682193,105.22535727438265,60.58863566632139,14.416611426051418,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,56.108777925548566,5.814957803558947,-2.2705079766836676,-2.2705079766836676,-3.8687018158643536,true,0.0,5.814957803558947,0.1003623209488091,0.1003623209488091,63.75460834756071,41.32811618848766,105.08272453604837,60.67087490264858,14.023091776154972,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,59.766379765086185,5.814957803558947,-2.0266538723983674,-2.0266538723983674,-3.260290073592066,true,0.0,5.814957803558947,0.1003623209488091,0.1003623209488091,63.75460834756071,41.067702986179825,104.82231133374054,60.82160137127139,13.304619191267575,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,63.423981604623805,5.814957803558947,-1.4975462424737878,-1.4975462424737878,-1.944586398070361,true,0.0,5.814957803558947,0.1003623209488091,0.1003623209488091,63.75460834756071,40.6954636059592,104.45007195351991,61.03835751873048,12.277621376510695,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,67.08158344416142,5.806315355882404,-0.7364871293964055,-0.7364871293964055,-0.5427641207559805,true,0.0,5.806315355882404,0.10021315802505312,0.10021315802505312,63.74596589988417,40.17628082348549,103.92224672336965,61.340057504308376,10.818786986679441,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.3,0.275,0.15,1.0,1.0,7.0,62.920705228417575,70.73918528369904,5.682035681976394,0.09330516596502382,0.09330516596502382,0.012726337717137891,false,0.0,5.682035681976394,0.09806817315305037,0.09806817315305037,63.62168622597816,39.434387893916096,103.05607411989425,61.735018308538926,8.400813019751974,100.0,0.08,0.6,0.27,1.0
