gross_delta,delta,iota,kappa,lambda,sigmah,sigmal,mu_b,m,c,p,opt_vb,cvml_vb,cvmh_vb,debt_diff,debt_per_diff,eq_deriv,eq_min_val,debt,equity,firm_value,leverage,ROE,p_filter_success,V0,r,alpha,pi,xi
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,0.5,5.952389841180141,6.628086400302211,6.353919852754726,6.360482669797561,-3.6312805562488393e-7,-6.100542224446928e-8,9.980977259558245e-16,-0.0009429963749554898,5.952389478052085,95.42510697747709,101.37749645552917,5.871509640863142,1.4646799082765671,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,1.0,11.904754779976304,13.255716181947598,12.70781112812472,12.72093795993979,2.9106384147326025e-7,2.4449377316265864e-8,4.3083190679258553e-16,-0.002464136331801588,11.904755071040146,90.7903053949378,102.69506046597795,11.592334642992977,3.0592575889325735,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,1.5,17.857143086211288,19.883071384544998,19.06172921941282,19.081418942096946,-9.360455521800759e-9,-5.241855024966789e-10,1.4822644760116129e-15,-0.004343889502165332,17.857143076850832,86.05173776766942,103.90888084452025,17.185386784764457,4.758637562578705,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,2.0,23.809382728027543,26.510514475791844,25.415476706942915,25.441736470805274,-7.011602320972088e-8,-2.944890424529269e-9,-9.675738861730997e-17,-0.0039703878650254555,23.80938265791152,81.14868111506809,104.95806377297961,22.684662618596253,6.507446646243054,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,2.5,29.555201232054007,32.89657653489103,31.53234019667981,31.575098234496565,-7.940722568378078e-8,-2.686742853155062e-9,-2.5408469808413778e-17,-0.007485448253988273,29.55520115264678,76.24137334257989,105.79657449522668,27.935877218765953,8.22853438447213,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,3.0,34.99217458214607,38.92194844395377,37.29478031899229,37.36889114911793,-2.2543794386820082e-8,-6.442524551852951e-10,-8.434199925438855e-16,-0.008966982281615299,34.992174559602276,71.44206488800121,106.43423944760349,32.876802372255945,9.897638328946567,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,3.5,41.64031507157019,46.362572370316585,44.44712710024831,44.494337244289646,-3.5374827689338417e-7,-8.49533141825108e-9,-1.748499068445655e-16,-0.010528965380989491,41.640314717821916,65.04706357659748,106.6873782944194,39.03021649187909,11.458900544245388,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,4.0,47.61647651341841,53.018073427606964,50.828326677649905,50.88095629659662,8.48191682223387e-7,1.7812987107191038e-8,1.0057792048557683e-15,-0.011960885748484647,47.616477361610094,59.03491375377489,106.65139111538498,44.64684132445525,12.697487263887108,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,4.5,53.57352668975708,59.65118355145856,57.18759462040756,57.24656290836284,7.284128571427573e-7,1.359650749447535e-8,4.0993403105716187e-16,-0.013439477637231377,53.57352741816994,52.4894852805061,106.06301269867603,50.51103684030907,13.059386943493356,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,5.0,59.48476091413685,66.2311753013886,63.49428526425615,63.56179583002081,8.218506550861093e-7,1.3816154632821134e-8,-1.6473466643156782e-15,0.021034034151444204,59.484761735987504,45.18918706844983,104.67394880443734,56.82862108042094,11.536273769341143,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,5.5,63.59536482212717,70.70637552523658,67.73461529958828,67.89727301859493,-1.9581646242272654e-6,-3.079099600582758e-8,-1.0067440586906906e-15,-0.0011377157374813686,63.59536286396255,39.76738609700834,103.36274896097089,61.52638499192369,9.23714456596536,true,100.0,0.08,0.6,0.27,1.0
0.02,0.02,0.0,0.004,0.1,0.275,0.15,1.0,1.0,6.0,66.3893820758758,73.64356419483535,70.46406174306875,70.78519045372497,2.3552344430299854e-6,3.54760711635817e-8,-5.01343166630859e-16,0.01324124477206137,66.38938443111024,36.031713617740586,102.42109804885084,64.82002799798643,7.203373124447676,true,100.0,0.08,0.6,0.27,1.0
